 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.31292176	0.19875272	0.13058959	0.1473673	0.008800857	0.000776754	0.011060751	0.0690968	0.08636417	0.034269333
a31	0.121331275	0.024178034	0.013622303	0.0038362306	0.11320667	2.6073507e-05	0.030123297	0.07320506	0.023831405	0.59663963
a28	0.069456086	0.15240507	0.11673507	0.06437194	0.06669479	8.673925e-05	0.29958937	0.031062312	0.004398218	0.19520046
a31	0.63679445	0.086984046	0.028036222	0.0009338088	0.06709561	6.9733585e-05	0.004852138	0.024832604	0.02193975	0.12846161
a29	0.032851662	0.16523255	0.18020609	0.03437362	0.044222258	1.9703355e-05	0.44471446	0.014571859	0.0009852852	0.082822494
a39	0.0810978	0.0116559295	0.033325236	0.3018134	0.4254827	0.00022319329	0.0065648383	0.016699469	0.03103612	0.09210132
a31	0.049471766	0.009791567	0.0018422741	0.014150371	0.063109264	0.008708576	0.22905071	0.26566395	0.153494	0.20471752
a39	0.21152373	0.017798048	0.015030085	0.65620893	0.013862456	0.00015852223	0.0027409014	0.043828547	0.034126416	0.004722359
a41	0.105113484	0.04058264	0.017848333	0.05648038	0.0281501	0.021795364	0.42366108	0.06879246	0.027454508	0.21012163
a10	0.053277664	0.024015818	0.009398293	0.04157896	0.01169971	0.011944537	0.40438595	0.06471459	0.018327652	0.36065683
a31	0.036054082	0.041743137	0.037961915	0.1734153	0.11278926	0.11181105	0.1526551	0.1721751	0.112397335	0.0489977
a18	0.86169785	0.02413331	0.011408447	0.006647118	0.006099948	0.004241767	0.014485117	0.032636613	0.031047773	0.0076020565
a31	0.042629614	0.04955338	0.05493351	0.08839946	0.14613523	0.093059085	0.059279356	0.35061836	0.09083648	0.024555514
a3	0.60784334	0.04291811	0.039944306	0.033258043	0.050698727	0.022170063	0.040982757	0.08383236	0.056971893	0.021380398
a18	0.06584233	0.077595435	0.08908484	0.10694525	0.15258603	0.078177184	0.05861972	0.24080451	0.0832014	0.04714334
a31	0.074355744	0.08626947	0.09928646	0.10412736	0.19747956	0.089264855	0.055468425	0.14819112	0.095549166	0.05000785
a23	0.23253931	0.08541567	0.08352109	0.08250301	0.08631742	0.081202246	0.08914172	0.08946621	0.08878285	0.081110455
</S>	0.09308704	0.09308526	0.095593445	0.09376989	0.13117515	0.10502171	0.08931388	0.112538464	0.10220374	0.08421141
