 	perché	aveva	lavorato	molto	</S>
a46	0.032665413	0.02124671	0.06483729	0.19040897	0.6908416
a31	0.060654763	2.7782247e-05	0.7355532	0.031193867	0.17257035
a17	0.0740788	0.012398796	0.8339271	0.056832585	0.0227627
a31	0.48205182	0.0014642309	0.40941045	0.01161013	0.09546338
a37	0.67453235	0.0043846844	0.28824955	0.0029322668	0.029901136
a31	0.24679503	0.0013392551	0.2348536	0.0041456968	0.5128664
a18	0.97096205	0.00062166544	0.023412181	0.0023305742	0.0026734897
a10	0.7094253	0.013685866	0.06260342	0.063835844	0.15044959
a31	0.57589394	0.062279046	0.05135731	0.1147409	0.19572887
a46	0.32780764	0.0035566927	0.322132	0.115508236	0.23099545
a20	0.56798303	0.14200212	0.064350806	0.1163213	0.10934276
a11	0.5472537	0.18445389	0.026566211	0.085307494	0.15641864
a18	0.26192376	0.18216126	0.13583061	0.16346811	0.2566163
a31	0.20659982	0.17620294	0.19158816	0.1881242	0.2374849
a0	0.27626544	0.14504148	0.1734807	0.16551498	0.23969738
a31	0.20119719	0.18982449	0.21252766	0.1958666	0.20058413
a8	0.21969204	0.18842147	0.19527966	0.193593	0.2030138
a31	0.20760803	0.18411304	0.19815463	0.21813437	0.19198993
a7	0.2625612	0.18311973	0.18311135	0.18300171	0.18820605
a31	0.20083618	0.19821829	0.20276028	0.19958213	0.19860317
</S>	0.2234016	0.19250233	0.19441776	0.193798	0.1958802
