 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.8554276	0.01041896	0.00074827234	0.0027882995	0.007519382	0.003199955	0.0030451713	0.010571374	0.0044429176	0.09595161	0.0058863475
a31	0.87206185	1.0857073e-06	0.003437873	0.006165119	0.014021631	0.010039887	0.00011702531	0.023701288	0.00012767529	0.022756936	0.047569662
a46	0.030736877	0.00024170073	0.00050825515	8.592394e-05	0.00046046783	0.0051482804	0.0061260257	0.046044722	4.0793922e-05	0.90981597	0.00079103373
a20	0.85728085	4.2768897e-06	0.030960128	0.010876565	0.02206233	0.010028681	7.988404e-05	0.015552898	8.827764e-05	0.008072103	0.04499389
a31	0.27265647	1.9600866e-06	0.01248985	0.004812232	0.008158757	0.06566837	0.0006410193	0.12914217	0.0006415756	0.03363775	0.4721499
a29	0.012120001	1.1697763e-06	0.00473091	0.0044021616	0.23967613	0.30028066	0.004812291	0.40334356	0.00018015318	0.015058019	0.015394872
a31	0.032255903	5.1553066e-05	0.0004733756	0.0029204725	0.021583881	0.19255306	0.07326753	0.3301263	0.01705061	0.21622354	0.1134938
a37	0.55244905	0.00010713078	0.0013948795	0.0050690495	0.20018092	0.03954191	0.01384449	0.09385423	0.003163194	0.062552005	0.027843105
a31	0.017587526	0.0003791406	0.0002434543	0.0010129777	0.034183156	0.1492464	0.09238576	0.3873284	0.009092392	0.18020295	0.12833786
a41	0.7602493	0.00048631945	0.0011373886	0.005433013	0.053457405	0.012784257	0.019501919	0.08416818	0.0032951192	0.031294663	0.028192407
a8	0.024392275	0.0014159064	0.001272434	0.0035868222	0.03535394	0.16799831	0.08325344	0.5138479	0.026052007	0.087153055	0.055673897
a31	0.0051474096	0.000104900544	0.00018020603	0.00028276403	0.012721312	0.05093079	0.03878847	0.42229652	0.0050408742	0.20809062	0.2564161
a20	0.6745762	0.007124231	0.010237527	0.0070574735	0.008785346	0.0365816	0.013412108	0.09973008	0.01088759	0.09075818	0.04084967
a0	0.051356107	0.00568202	0.008148733	0.025705189	0.11108788	0.094916336	0.09797713	0.38107172	0.076143004	0.10026961	0.047642257
a29	0.13227001	0.013714028	0.020433841	0.058679793	0.22221558	0.10928966	0.09040372	0.12674461	0.08692084	0.08381207	0.055515923
a31	0.08463293	0.02206174	0.031176195	0.10419147	0.124521405	0.12664142	0.1311023	0.10940999	0.13119636	0.067348994	0.067717254
a24	0.47179347	0.040697817	0.04185776	0.04248596	0.04335947	0.061545648	0.044959016	0.07254866	0.041497264	0.09028361	0.04897132
a17	0.06515036	0.037190866	0.038364995	0.11000779	0.08818611	0.13036118	0.16373551	0.110463	0.13662492	0.0599269	0.059988424
a8	0.07149155	0.039646417	0.04119918	0.12928396	0.10300538	0.13878164	0.15763648	0.08095184	0.12606962	0.05919085	0.052743126
a31	0.06327855	0.05071683	0.05251252	0.13818407	0.074692585	0.13310772	0.16203403	0.07872425	0.12447583	0.062995434	0.059278145
a18	0.2683514	0.07610834	0.07278033	0.07269765	0.07250516	0.07314607	0.0722156	0.07335563	0.07195657	0.07417674	0.07270652
a38	0.078867845	0.07435606	0.07492566	0.110016756	0.083926365	0.10612808	0.12485901	0.08696769	0.10321012	0.07899958	0.07774277
a31	0.090967156	0.08519161	0.08517097	0.09623636	0.09117178	0.09529077	0.100887164	0.08821465	0.09384546	0.08687666	0.08614733
a8	0.20036079	0.082415536	0.07984058	0.079862356	0.0796734	0.07991539	0.079491705	0.079873025	0.07920793	0.07995961	0.07939972
</S>	0.08263885	0.07857993	0.07880959	0.10395329	0.088900864	0.1014339	0.11527316	0.088536374	0.0988275	0.0822757	0.08077089
