 	sto	e	cucino	</S>
a31	0.5369905	0.15453634	0.30623946	0.0022337069
a20	0.9989341	0.0010426926	2.3259192e-05	3.4378083e-08
a31	0.96492296	0.008505217	0.025694985	0.00087678817
a37	0.97931045	0.0189179	0.0017089839	6.253651e-05
a18	0.83549994	0.029033788	0.0037685481	0.13169773
a31	0.9707978	0.01726298	0.002371595	0.009567669
a20	0.9737366	0.009671387	0.007499829	0.009092188
a31	0.76583105	0.030640546	0.1681217	0.035406705
a28	0.7705112	0.09150531	0.09131893	0.046664547
a33	0.77777296	0.06376196	0.10023839	0.0582267
a31	0.53199	0.110585146	0.21972273	0.13770212
</S>	0.28452465	0.2368155	0.23519185	0.24346803
