 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.582135294794	0.109276771401	0.0186263669504	0.0110948238431	0.10008083036	0.00878358977682	0.00760775354506	0.0102316094834	0.00955742644806	0.0293683183095	0.0411808739234	0.0720563208729
n	0.449066721854	0.16084027254	0.0786059714301	0.0523815863277	0.146742206478	0.00659900111726	0.0057026632653	0.00690297479202	0.00472011527907	0.0108369788482	0.0158856508989	0.0617158251269
è	0.222190915011	0.375410004847	0.110495210977	0.0974211046186	0.101231764209	0.00877763361057	0.0057533524539	0.0058714616919	0.00309771113111	0.00448268712209	0.00743566854877	0.0578324648357
n	0.099861473303	0.532134095282	0.110946143859	0.0926339139582	0.103314849391	0.0147763220495	0.0080544342409	0.00357987922417	0.00468925843869	0.005168455489	0.00469088782104	0.0201502852533
a	0.0459777632258	0.408994024561	0.286244968353	0.0710606545554	0.139218411156	0.0143356485979	0.00875574481926	0.00337943617668	0.00532036856957	0.00539709631454	0.0037762863513	0.00753958980383
l	0.0241334363861	0.254774526987	0.331375632718	0.123837146252	0.159389103987	0.01663549564	0.00908938806351	0.00517286076907	0.00368756690082	0.0170015136359	0.0481911600041	0.00671216931056
l	0.016840545354	0.167730674929	0.263027079966	0.285980849684	0.134348570549	0.0192200334864	0.0130821782091	0.00512753451169	0.00314342100395	0.0211417013133	0.0630462118243	0.00731121205528
i	0.0140803200383	0.136712361248	0.317402120449	0.354130033361	0.11682756755	0.0112121942345	0.0103222714187	0.00261522091423	0.00210959415342	0.00736166991533	0.0210966711387	0.00612997010081
m	0.0168056488724	0.100762016164	0.255350105683	0.36916595912	0.149186994023	0.0149081369762	0.00711684428077	0.0169292765171	0.00771215672305	0.0464384565921	0.00991711609702	0.00570726998129
o	0.0202442207763	0.0723081725659	0.229195681694	0.365891031173	0.181860585674	0.0193474656567	0.00770591296626	0.0230295043525	0.010136695811	0.059496874019	0.00642325774552	0.00436058259592
n	0.0193494993542	0.0651981111298	0.249299757365	0.286394018124	0.273437129958	0.0172918962969	0.0101999059704	0.020774049659	0.0165533436933	0.0289779358639	0.00481811596255	0.00770621277043
ì	0.0153940563243	0.0506568269965	0.177097454948	0.260502138441	0.336421949746	0.0395982640496	0.0152295941258	0.0505166830857	0.0221163860571	0.0205498400979	0.00443784862285	0.00747892543719
s	0.0131620503986	0.0546930018187	0.120257483943	0.269062531747	0.329793601409	0.0534248500805	0.0286701902286	0.0676847573486	0.019922345495	0.0166872499825	0.0160513939764	0.0105905224759
u	0.015338765101	0.0510633278221	0.105693813406	0.201555951229	0.384299824136	0.0712582154135	0.0357013543195	0.0672466516709	0.022495872621	0.0140743512261	0.0196991903492	0.0115726709098
m	0.0271172712421	0.0346167266703	0.0812599712213	0.142403215276	0.441334359979	0.0879121495045	0.0276595651358	0.0829933694143	0.0273762179263	0.0286610736894	0.0129709332964	0.00569513923403
