 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.672687391846	0.0695001090233	0.0093481251128	0.10543064071	0.0013189541865	0.00358098711132	0.00459651730161	0.011448034057	0.0305624016976	0.0915268140377
n	0.515563226156	0.145457604921	0.0240975557668	0.171509635715	0.0126054313506	0.0118288747848	0.00385489834389	0.00731186187535	0.0106781947689	0.0970926929697
è	0.279593039212	0.37906260204	0.0426871648556	0.150558903993	0.0206718261275	0.014808906575	0.00365932496883	0.00590388998454	0.00406152898656	0.098992803422
g	0.177524250084	0.49348253268	0.0770707193719	0.136434738339	0.0176734701494	0.0314556404621	0.00482754779131	0.00391608165506	0.0034499300348	0.0541650911068
r	0.121799864915	0.423766812227	0.151916196277	0.156127925746	0.0386236349471	0.0401602842591	0.00675569982094	0.00384372834459	0.00322786892471	0.0537779897871
a	0.0761328478926	0.364331814809	0.249354579312	0.189222477649	0.055030472829	0.0231985984021	0.00643274400018	0.00210723317376	0.00112825274458	0.0330609739822
t	0.043860112022	0.264946087003	0.275408433724	0.263323052236	0.057026775543	0.0323148338545	0.0145460611893	0.00632343080543	0.00669879789896	0.0355524094041
s	0.0249066672195	0.153180892154	0.411640831308	0.243827237414	0.0572271215543	0.0349319356468	0.015988553366	0.00872147205586	0.00857518335733	0.0410001054169
a	0.0122014381817	0.102789282555	0.433989177723	0.28757184812	0.0860076207648	0.0379734006915	0.008613592994	0.00457711889557	0.00292673944398	0.0233497845084
m	0.0251152796517	0.0836780530592	0.224394809468	0.40538252264	0.102134317828	0.0703446680798	0.0232708792247	0.0131716027239	0.0346474825816	0.0178603837076
à	0.027631969903	0.0516224336223	0.151899386243	0.461571347727	0.120390521503	0.0785322492693	0.0332633213282	0.0167013041693	0.045504125395	0.0128833476057
i	0.0115580468658	0.0333010601046	0.11109403018	0.409762005356	0.231539354102	0.112980180136	0.0501232632187	0.0132715661178	0.0185821755755	0.0077883386345
è	0.00579180956954	0.02285572092	0.0768600086562	0.263971745405	0.325847077655	0.152907562939	0.103261252596	0.0337808587559	0.00984992026323	0.00487405817334
n	0.0159273485989	0.0350861126077	0.0669091088727	0.162272793888	0.326244670265	0.14293065234	0.120348296032	0.0589511110693	0.0566783989171	0.0146515101002
a	0.0212745655161	0.0373293425944	0.0393343715696	0.118544975714	0.2523842353	0.244661901447	0.131909577117	0.0628905996431	0.0730124861124	0.0186579448254
g	0.0231854298245	0.0218003022279	0.0195274981981	0.122847947656	0.191650254419	0.274517668616	0.198164334052	0.052607870401	0.0783931369775	0.0173055606325
r	0.0247215378347	0.0165872605146	0.0199828874189	0.0942300245707	0.15729582238	0.187878584672	0.250611904057	0.0914925155003	0.0951851944592	0.0620142754928
à	0.0116626037294	0.0104326853635	0.0242724074822	0.0553102787249	0.0974866690813	0.195820555557	0.236854280346	0.14763669422	0.14049802422	0.0800258117809
m	0.0193967383287	0.0534458437302	0.0264540704633	0.0421721090043	0.0784921691484	0.162266753019	0.181565495509	0.117558964673	0.256786371473	0.061861486575
m	0.0320758910762	0.0692234170274	0.0273787042911	0.0336686932281	0.0808976408695	0.086369205002	0.229269036903	0.112691110268	0.216234552151	0.112191738978
a	0.0222304022217	0.0295168343163	0.029146129679	0.0292782004812	0.0602193844638	0.123865951296	0.272387821534	0.171742964446	0.111772263797	0.149840044757
s	0.0107830721176	0.0216618035071	0.0271254686915	0.0305052652323	0.0444369911913	0.144881061503	0.243319167831	0.185909959675	0.161327497086	0.130049715929
o	0.0060948647538	0.0163108921662	0.0140956453847	0.0283431543833	0.0289910117494	0.177966101718	0.191203136744	0.247290696492	0.178925383495	0.110779104786
n	0.00343188860692	0.00753879145434	0.00617376833913	0.0182055783921	0.0134709293921	0.171061517139	0.0977875826147	0.277684428411	0.306913103232	0.097732410622
a	0.00242988323577	0.00392863037852	0.00261500542987	0.0127938990084	0.00645275007957	0.169026406086	0.0571097423582	0.269990782164	0.388196407991	0.087456497034
d	0.00369001452102	0.0043343772416	0.0012911193526	0.016578904272	0.00501416994406	0.175280343575	0.0508293678594	0.229518601035	0.446523696244	0.0669394051647
e	0.00419142936015	0.00430987500091	0.00116705163307	0.0197842015124	0.00433478145535	0.176028160892	0.0476052504931	0.174527267898	0.472840792681	0.0952111956749
r	0.00280471545186	0.004087990073	0.00111495876147	0.0173166545905	0.00370011120778	0.172348095402	0.0337777096644	0.165475668293	0.480013990827	0.119360102698
f	0.00504477496229	0.0106511041857	0.00697188683789	0.0148620300802	0.00894184074593	0.073375177872	0.0431862614215	0.171209669938	0.520062692276	0.145694537373
ò	0.00487044442786	0.0107106384535	0.00957319033323	0.0119027328953	0.00963553869696	0.04024083903	0.0463562277478	0.182055197533	0.477175106092	0.207480076858
m	0.0195085846975	0.0420698582351	0.0112615671663	0.00918796587901	0.00676416529397	0.023909476496	0.0400590864233	0.118172991364	0.545721960031	0.183344347166
m	0.0347444588462	0.0534253643891	0.0119194460466	0.00855098922767	0.00695517541079	0.0158822981267	0.0895405579078	0.122472936372	0.432063538077	0.224445223041
u	0.0226178639467	0.0197633344769	0.00769475227166	0.00396149436065	0.00467397745075	0.0133838214062	0.0901801629401	0.133846128644	0.235695866012	0.468182588186
</S>	0.0121513859644	0.0112475515676	0.00809310426523	0.00247107170646	0.0037641997769	0.011910322737	0.0527736321263	0.098493588876	0.170535344886	0.628559793093
