 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.661638579151	0.210773898015	0.00557870951851	0.00175086022912	0.0127792655618	0.00170169922475	0.10577700433
p	0.558310964971	0.323333842461	0.0285589716163	0.0358774968261	0.00680504832693	0.0102403643689	0.0368733159136
e	0.446359051024	0.398853132754	0.0725685040388	0.050226180802	0.00484408600185	0.0131840164249	0.0139650254089
r	0.285428405658	0.477972221185	0.129953868806	0.0893066959007	0.00379245749909	0.00771033432717	0.00583602534219
i	0.175240597935	0.498085339728	0.203683441682	0.110535253176	0.00357797734283	0.00581556305341	0.00306185865605
k	0.123200082931	0.440950616309	0.230054204241	0.145848148314	0.0221173050947	0.0302322899088	0.00759737078564
o	0.0933651423687	0.359528102836	0.294570915347	0.175693829705	0.0291913100269	0.0384130064234	0.00923768377933
l	0.0847207986612	0.361909773945	0.294098036982	0.153883422502	0.0414672743043	0.031948862939	0.0319718155742
ò	0.057082424224	0.329170971048	0.336826414661	0.158257891301	0.0478386548348	0.030987221137	0.0398364245945
s	0.0564364122083	0.211311798883	0.39917524202	0.209130819234	0.0487408105983	0.026009443473	0.0491954888039
o	0.0493257884699	0.102728719574	0.440309706007	0.264236425811	0.0637537902528	0.0269037200593	0.0527418827277
n	0.0309624931594	0.06567873834	0.431181795869	0.29455232867	0.110017477218	0.0423402202848	0.0252669860843
a	0.01996855237	0.0512800805753	0.357178529156	0.293716119157	0.207293664873	0.0533712305016	0.017191855402
n	0.0156800120442	0.0298922832864	0.289166008652	0.287239589119	0.249854720491	0.0846073878339	0.0435600024366
a	0.0144925786133	0.0209074756728	0.194515533931	0.25596565044	0.35474382403	0.106187321058	0.0531876060675
r	0.01406396754	0.0133243600603	0.14373725945	0.212740067613	0.397577812677	0.158017847466	0.0605386748578
è	0.00969450494146	0.0484510318298	0.0677676542633	0.236814276404	0.312860712892	0.255297384755	0.0691144162326
t	0.0121457268238	0.0669125766243	0.0465721648811	0.226037945468	0.338460822564	0.258007570585	0.0518631796109
s	0.0435483239322	0.0355045025181	0.032866142307	0.206850381489	0.408182283788	0.181658686195	0.091389684325
i	0.0499610414614	0.0186497520451	0.0196190846603	0.16448668349	0.427582665263	0.143617566998	0.176083209776
à	0.0192599047217	0.038819395967	0.0119791673668	0.095194746456	0.323363108621	0.346879949733	0.164503721165
t	0.00795938701931	0.0625354725272	0.00891454842227	0.074248586078	0.25812187974	0.499300566311	0.0889195689617
s	0.0445394491099	0.0447103061504	0.00893745381209	0.103263717313	0.28036720258	0.38798624857	0.130195633639
e	0.0563384174969	0.0209595120393	0.00614214860776	0.0858694946974	0.23164775766	0.285115266923	0.313927400531
n	0.0230775607932	0.0127617454133	0.00323116634279	0.0393222831173	0.191154359387	0.416871833641	0.31358103531
ì	0.0116985736335	0.00771605337205	0.00167447517903	0.0190643059982	0.140622903389	0.630522545214	0.188701134237
t	0.00640182200126	0.0338425383454	0.00168236154131	0.0128612059981	0.12139546169	0.666103359738	0.157713247879
t	0.00631862584418	0.0462375787468	0.00367492289344	0.07655803962	0.136782749363	0.533723130579	0.196704941326
a	0.00495976005104	0.0229060353563	0.00387157742574	0.0953926971146	0.0882621585657	0.320639845393	0.463967915342
</S>	0.00323035301335	0.0150392060808	0.00247661006526	0.0494261304751	0.0529380407498	0.218668007497	0.658221640671
