 	io	non	so	cosa	è	da	scrivere	</S>
e	0.671959112032	0.0994765003725	0.0052090978806	0.104760254452	0.00111692726207	0.00416741102296	0.00318131002186	0.110129361038
v	0.697487345891	0.0812262527228	0.017593039333	0.10266625133	0.0200555461646	0.0285127127313	0.0137262035916	0.0387326455278
ò	0.505149086097	0.24704223444	0.109657256104	0.0403509341222	0.0292768661747	0.0370991046978	0.0170157668113	0.0144087458552
e	0.290901860876	0.369319901213	0.203615376235	0.0799223061034	0.0222250720795	0.0146291887398	0.0132483818624	0.00613790920074
n	0.186300179123	0.307466821004	0.267136875345	0.108259612716	0.0337387336441	0.0395829261761	0.0412567882309	0.0162580547933
e	0.0904425581396	0.222120479135	0.460074938782	0.084130266032	0.0334845121174	0.0478778412414	0.0433692217103	0.0185001600293
s	0.035100475882	0.144771846272	0.540064151127	0.099904880224	0.0426032442371	0.0592729239311	0.0616739552705	0.0166085110949
s	0.019761335191	0.0915962719173	0.522813943242	0.109981812055	0.0588091018024	0.0947683882517	0.0840667025867	0.0182024453784
è	0.0122589169636	0.0805232501391	0.584395811081	0.126882551992	0.0727929977241	0.0679668086919	0.0453471651468	0.00983250396487
r	0.0103806588155	0.078349161413	0.55259453496	0.151110761237	0.0850544164147	0.0668653423706	0.0403749485829	0.0152701642666
o	0.0108275737024	0.0645748403721	0.44494352692	0.237292833746	0.0992981862449	0.0863981598902	0.039408846761	0.0172560161649
t	0.00987233020345	0.052635088667	0.34780211864	0.303536326582	0.105054559415	0.122999829963	0.0408434837997	0.0172562534776
i	0.00844453716866	0.0347238669203	0.281932857147	0.268225249861	0.130799559805	0.201614479188	0.0534766027426	0.0207828399379
e	0.00516760937269	0.0271825897933	0.181517854362	0.236108288754	0.213962245668	0.262576591863	0.0552009105855	0.0182839194978
n	0.00812352772022	0.0207661829471	0.082262309834	0.169796041313	0.240216080243	0.281071280754	0.121423703795	0.0763408965191
a	0.00778364642496	0.0104088504644	0.061645616036	0.100023297766	0.225683353568	0.330741755185	0.168658210558	0.0950552879597
g	0.00574286663161	0.00706153422649	0.05154953487	0.0736338100953	0.201964690056	0.359013441328	0.218409543746	0.0826245862866
r	0.0249768988388	0.00704815917046	0.03197617527	0.0512214684318	0.163771884019	0.310150513376	0.281610051231	0.129244842209
à	0.0287356397155	0.00621409680482	0.02237638823	0.0293975879666	0.120688624586	0.230240707659	0.40855063446	0.153796303703
s	0.0209738671358	0.0123224031525	0.0328452616033	0.0479037405182	0.094135937242	0.21775351282	0.43143841742	0.142626843934
s	0.0237788813677	0.0165581199996	0.0407364879378	0.0547473470527	0.102205920039	0.330922580607	0.266912585713	0.164138062678
o	0.0136753317939	0.00909986302917	0.0227399781495	0.0226613357336	0.073090590311	0.285259531669	0.204306431211	0.369166929526
</S>	0.00698970538467	0.00573839431936	0.0152964326251	0.0126667981208	0.0425438728655	0.175680039134	0.204319272606	0.536765480763
