 	io	non	ho	niente	da	mangiare	</S>
e	0.657346887809	0.114704708258	0.003945885572	0.078756434366	0.0213339573049	0.00736279632051	0.116549298409
v	0.669156485803	0.105165505703	0.0103977820147	0.0968200337541	0.0320357858428	0.0378195263237	0.048604870434
ò	0.485538787268	0.257860439078	0.0701730133482	0.0655428233235	0.0443883009467	0.0495798278556	0.0269168250885
e	0.304105139503	0.339233674693	0.172737288716	0.0936043451165	0.0608710359587	0.0185998921986	0.0108486268495
n	0.205101357612	0.249705180058	0.272059892452	0.124664895938	0.0643100670483	0.0729628524121	0.0111957383164
è	0.106065461398	0.240074600846	0.376101610097	0.12813562762	0.0470352703428	0.0912027934014	0.0113846233766
c	0.0449114237741	0.254526964549	0.351984111032	0.182391591515	0.0472438314449	0.0880977708231	0.0308443054791
h	0.0388944584234	0.186804318571	0.356108971837	0.179085059332	0.050138409635	0.091521409385	0.0974473847248
o	0.0367907667648	0.117719338753	0.388030024172	0.269920210604	0.0541407450117	0.038665795243	0.0947331181409
t	0.0185040638829	0.0674799933535	0.261388405704	0.439533858785	0.0765891042706	0.0991627377383	0.0373418130003
ì	0.00892160985205	0.0418097613841	0.166952279615	0.493417385778	0.114325422224	0.153565004302	0.0210085153774
p	0.0261354963265	0.0343338284527	0.144039389005	0.521182802193	0.123418103475	0.111186206927	0.0397041492871
o	0.0348481684302	0.0356999676338	0.129224357485	0.448177643198	0.202887992558	0.087716673309	0.0614451725757
t	0.0184795129842	0.0317095981732	0.0909979027793	0.375579575693	0.270786783453	0.152222630636	0.0602239771919
i	0.0107459217939	0.0225526854616	0.0522437776504	0.291831848178	0.293539357751	0.260712936945	0.0683734715173
n	0.00567114110445	0.0144780505352	0.0293336379214	0.164690425379	0.317172006764	0.369527282782	0.0991274755991
a	0.00387258875716	0.0097205058308	0.0162133194987	0.102169687546	0.278670169101	0.479638621594	0.10971511884
f	0.00314794828231	0.00858108029307	0.0138438454358	0.0817398140687	0.260072091	0.517427667865	0.115187550013
à	0.00147592892688	0.00399324907389	0.0084092651332	0.0634631301362	0.209747448573	0.592849822622	0.120061146338
o	0.00076075906034	0.00175742765161	0.00334918299975	0.0307579132707	0.132510218398	0.627223448207	0.203641035513
</S>	0.000679807474068	0.00141120211238	0.00205583324101	0.0228343268033	0.093510323099	0.580303791104	0.299204696756
