 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.651293803831	0.114961246497	0.068486324838	0.0241502068037	0.0241839551273	0.0184707791597	0.0984537295054
s	0.60970787097	0.154671900499	0.0864067498413	0.053646091667	0.0403654906162	0.0104859172966	0.0447159900408
ì	0.505627075083	0.269730299033	0.101260022214	0.0574637701638	0.0354144550447	0.00496800584851	0.025536367266
ì	0.378316811274	0.424458701211	0.132764774958	0.0355147889947	0.0178136985131	0.00183108413239	0.00930015987584
s	0.292318369125	0.43078862247	0.132443105853	0.0939559059716	0.0276141396939	0.00350680073353	0.019373077937
e	0.186448856878	0.43884678669	0.187333345484	0.133660070053	0.0272231379983	0.00399550152231	0.0224922988845
s	0.134206491976	0.37361683707	0.292841088695	0.114479443916	0.0421066898559	0.0166223340346	0.0261270959815
t	0.145779670027	0.267387867263	0.275726447232	0.154206487339	0.0928300861727	0.0219568550066	0.0421125580603
a	0.0858873824995	0.254114730554	0.337306469677	0.186100770426	0.0857941743746	0.0092810443126	0.0415154142028
f	0.0589987750203	0.167432502878	0.414197381292	0.210404921395	0.0589412776459	0.0586372851072	0.0313878682396
a	0.0480479842502	0.116470842613	0.393556311364	0.286446301252	0.060597880043	0.0756182701937	0.0192624166339
m	0.0251416164762	0.102208341498	0.337165673855	0.315547985617	0.111453682455	0.0937623852159	0.014720318172
è	0.0163591010386	0.0878274092127	0.303055321485	0.302989708739	0.140505062268	0.126935026052	0.022328380528
n	0.0209855420733	0.0709610152709	0.291041575362	0.281403999913	0.118632874539	0.179631035691	0.03734395712
a	0.0228401236461	0.0503909757107	0.224966297417	0.321962271038	0.161226594776	0.17918647703	0.0394272634287
m	0.0166757395575	0.0577710238221	0.170236024795	0.367126960093	0.183165870722	0.16797939401	0.0370450051716
a	0.0148694963957	0.0534317252282	0.141858222631	0.368587341331	0.165860023525	0.19500979047	0.0603834194305
i	0.00639432382343	0.0375174199407	0.120709500594	0.379742415538	0.180576953392	0.19440966649	0.0806497358415
i	0.00279400086727	0.0341243877418	0.0903937582017	0.320266168967	0.224702546557	0.260530619897	0.0671885342385
l	0.00607702804056	0.0253531880735	0.0653526639808	0.233501241702	0.224824454492	0.396265365966	0.0486260599195
p	0.0184285668295	0.0258381792312	0.0430107664136	0.192192223367	0.239410559444	0.423648927055	0.0574707804198
a	0.0183985261465	0.0257901289256	0.0305399610888	0.140523957703	0.223695910041	0.381404989152	0.179646533613
s	0.00854551959083	0.0254719015131	0.0378547081985	0.0803039593747	0.12066105974	0.508018855717	0.219143990818
t	0.0127848797903	0.0250046395737	0.0377019508471	0.0797882348249	0.13184713408	0.539961203639	0.172911946062
i	0.0126465570445	0.00975037280731	0.0154877118931	0.0599614360184	0.131323193179	0.391239202946	0.379591516863
c	0.00777105579635	0.0184447148605	0.0281467087135	0.0595650667962	0.101585402065	0.390831372715	0.393655686705
c	0.0196833664424	0.0690712514288	0.0504956128058	0.112505911519	0.134505620022	0.404188682952	0.209549570719
i	0.0269152325605	0.0723510883378	0.0380814758451	0.0967371462025	0.113042062553	0.353540143631	0.29933285164
ò	0.0160075729072	0.0295108464063	0.0176733860858	0.0419654930045	0.0587750053893	0.51633273421	0.31973495728
t	0.00841035274872	0.0168803065909	0.0122028814436	0.0235123551521	0.0387288267094	0.707640132737	0.192625156973
t	0.0373830282651	0.0098343345909	0.0113649706063	0.0231785902278	0.0704884961698	0.602971014246	0.244779589271
o	0.0446870005597	0.00488154017631	0.00771751924048	0.0205955524388	0.0680293596535	0.359354726082	0.49473433089
</S>	0.0226393132494	0.00270847055118	0.00408307837111	0.0112860436627	0.0376483404821	0.273614699041	0.648020087445
