 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.542259800465	0.177508791818	0.0459431161854	0.0752991338441	0.0097967309772	0.0207404482269	0.128451968362
i	0.473423767915	0.303087451766	0.0665468385814	0.086012281844	0.0112608912362	0.0155500246902	0.0441187391574
ù	0.325515737905	0.531503018789	0.0589309409638	0.0575990238833	0.00613050164194	0.00527608275702	0.0150446733526
m	0.156702199735	0.601182720263	0.0914687171413	0.0500844216391	0.0614088786639	0.0327024344083	0.00645061006975
è	0.091897966055	0.631443664754	0.114290119714	0.0371315962157	0.0797073858682	0.0419412929868	0.00358795780418
s	0.0556734736126	0.620136979318	0.143720170311	0.0628299802652	0.0785223900367	0.0342557834073	0.0048611963787
a	0.0316845534351	0.419150498773	0.336055911377	0.0966757273817	0.0788400219146	0.0320085407929	0.00558472472469
è	0.0178783637633	0.254522993324	0.444321422812	0.177751859481	0.0913325990782	0.0118166644694	0.00237608905289
n	0.0118777010882	0.140062006605	0.367963524091	0.248813582047	0.179252218548	0.0450210089944	0.00700994654071
a	0.0120480134907	0.123133590484	0.354619260297	0.282439349416	0.160562978983	0.0574260666261	0.00977073155786
v	0.010618352067	0.090422404793	0.296626910059	0.350479147705	0.109300641528	0.134608118087	0.00794443505291
à	0.00824988507237	0.0468296794443	0.180616599046	0.398885974802	0.182137812976	0.174457038449	0.00882302641764
l	0.0526079023078	0.0362308864148	0.147866134255	0.395213552601	0.250570877739	0.108657898576	0.00885275875255
i	0.0727904484537	0.049173265491	0.109410440067	0.301481507067	0.30799020366	0.130986414285	0.0281677214908
è	0.0310705222415	0.0450187727301	0.0664156562477	0.264781096676	0.407959740133	0.149742467255	0.0350117396169
n	0.0185807084053	0.0302409612439	0.0491667424326	0.225919702945	0.450379068958	0.190315711778	0.0353970923856
a	0.038258545732	0.0299279035611	0.0487529430312	0.139943794387	0.396499982553	0.267327597326	0.0792892121952
t	0.0506377523476	0.0249488850004	0.0600266426623	0.0988784144127	0.354280364084	0.290259983775	0.120967947198
a	0.0491713871176	0.0291986642761	0.0538526294068	0.0663683057318	0.292428712761	0.341625197792	0.167355107599
p	0.0374739772508	0.0231954328019	0.0291878980651	0.0437023043395	0.172434520154	0.549308913464	0.144696951366
p	0.0519922003224	0.0328226451503	0.0205653432321	0.0519179927598	0.163872986418	0.601355353421	0.0774734705553
è	0.0545924724123	0.0357415826705	0.0114822514743	0.0494492462843	0.153776989075	0.591316443407	0.103641014452
t	0.042087378695	0.0175586272093	0.0102808486614	0.0193871701191	0.11097935716	0.667524715136	0.132181913351
o	0.0395278494647	0.0315106422214	0.011394512936	0.0114381264946	0.0883643770133	0.525274419712	0.29249007765
</S>	0.0224417112408	0.046849690597	0.00810568892876	0.00932057433966	0.0602232578466	0.393959036856	0.459100038825
