 	è	che	stanno	ancora	alzati	</S>
è	0.585377952991	0.19010101963	0.0787740550262	0.024525922608	0.0074111134819	0.113809929514
n	0.459745873124	0.30098874081	0.14101085846	0.032487525646	0.0217341658295	0.0440328257595
a	0.283154164941	0.424255403737	0.22041083376	0.02744851298	0.024904336257	0.0198267366154
s	0.13796974803	0.458694754046	0.281617109227	0.0938257281937	0.0138029223297	0.0140897302319
t	0.117041205526	0.448958464149	0.293223457476	0.11469675294	0.0102195411202	0.0158605837716
a	0.0976732130093	0.471049691383	0.355597347892	0.0485368185747	0.00431821098425	0.0228247378124
s	0.0629815594571	0.357492322261	0.411359231631	0.129263536788	0.00884509617124	0.0300582721434
ù	0.0416588252682	0.26905522002	0.44780006921	0.201319177365	0.0118790144309	0.0282877162871
n	0.0298903829286	0.198577694473	0.50553874727	0.173523408762	0.0629045416795	0.0295652488797
e	0.0213159547146	0.121268005019	0.447954661623	0.305106677321	0.0806657232912	0.0236889838239
a	0.013918553906	0.0751616078588	0.304610485037	0.528238524774	0.0616341805617	0.0164366498761
n	0.00700856543608	0.0338354194506	0.185713955962	0.522104290325	0.122202108054	0.129135662416
k	0.0666538278067	0.0732995605502	0.195349594774	0.371431814935	0.123050728085	0.170214474595
ò	0.101310154001	0.0926029959014	0.239076505191	0.324596317338	0.081049991095	0.161364037762
r	0.0594002315181	0.0473240026585	0.201062530664	0.408794790713	0.093620610365	0.189797841574
a	0.031392859751	0.0350947531319	0.196955628643	0.412233347771	0.146185060731	0.178138363911
o	0.0138500763535	0.0248743595263	0.159830775512	0.310974274457	0.280092639853	0.210377889504
r	0.0230280821263	0.0197968506447	0.0890454290983	0.217211187499	0.409884539951	0.241033924968
t	0.0843187924418	0.0227038376142	0.0694191385508	0.13557219678	0.43527988985	0.252706151269
ì	0.0882543535689	0.0144673954964	0.0524279013841	0.09831890774	0.350189815817	0.396341628703
</S>	0.0459360394644	0.00916973813573	0.0355026077928	0.08305017119	0.276585236909	0.549756207351
