 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.452652947513	0.16066288374	0.0798906707532	0.0776995309333	0.035397566982	0.0667045675395	0.018753054943	0.108238803535
n	0.397238176192	0.246862336217	0.172204519861	0.044758206479	0.0425708302683	0.050942604642	0.00672388686726	0.0386994467291
a	0.297017769905	0.357301621872	0.214172433998	0.023027857727	0.0448759460533	0.0456324980741	0.00271657728687	0.0152553022469
v	0.205360199615	0.327201962664	0.242481129177	0.097371656495	0.0517877740456	0.0417880293315	0.0162929567228	0.0177163034183
o	0.190272631552	0.236711556328	0.303795932679	0.12991233669	0.0574418581105	0.0422616361883	0.0208906831447	0.0187133699495
r	0.164045912247	0.305650020116	0.278346155226	0.0696309914417	0.0723036609078	0.0325707743451	0.00780159685805	0.0696508781403
à	0.130557405744	0.238427329232	0.268005831055	0.0706148761006	0.116820767659	0.0689775778237	0.00362636283291	0.102969843609
s	0.12483238141	0.107356093279	0.274655641298	0.183030416234	0.117767956968	0.0925111188294	0.00969305253977	0.0901533406228
o	0.103807498516	0.0867897712243	0.270488543133	0.294277068078	0.0965073963707	0.0654248173643	0.0118769496263	0.0708279579459
o	0.09028700782	0.0679390600491	0.245028049226	0.323806675626	0.143057067857	0.0923560753258	0.00547003946917	0.0320560349516
t	0.0327296069481	0.0313370923227	0.145202387524	0.386184425942	0.175175136666	0.121261889167	0.0145873541561	0.0935221164666
s	0.0143318513881	0.0346934280489	0.158012479108	0.456445433781	0.114164926249	0.0712772908277	0.0177088600977	0.133365738337
o	0.0154584236547	0.032532202851	0.149871487929	0.381594736594	0.161524773596	0.0718842270092	0.0252444037018	0.16188975151
m	0.0755023509442	0.0331576942097	0.086422822143	0.294426251331	0.205564716465	0.0920993499164	0.036865486405	0.175961343251
ì	0.0958723079806	0.0349421476244	0.0714000907483	0.25884941875	0.219067755088	0.130231463572	0.0475181057817	0.142118728177
k	0.0623328513018	0.0165071423947	0.0392934842768	0.219673462223	0.273129104363	0.168798994124	0.100918129547	0.119346855332
u	0.0452416524456	0.00760334023365	0.0206576409051	0.156239434381	0.315472986721	0.214895923175	0.135049746776	0.104839298871
à	0.0186399297836	0.00309982139411	0.00925266114155	0.0633065429337	0.328985886287	0.242877841392	0.242184244472	0.0916530821573
i	0.00756602926749	0.0016039745695	0.0195568676444	0.0349687517706	0.278716063342	0.287063070797	0.301656333817	0.0688689035434
k	0.00782056182935	0.00959016788929	0.0407913765303	0.0413373701829	0.222274806647	0.333104597599	0.285672682272	0.0594084285385
u	0.0078612707558	0.0119310391847	0.0331122314928	0.0367850165103	0.160293814016	0.3403180416	0.299008403757	0.110690184579
à	0.00400724115119	0.00424629348118	0.0130789390965	0.0160439768662	0.106511357605	0.330331434867	0.398336971919	0.12744378802
i	0.00256847010147	0.00180402979103	0.0152957903648	0.0112595871271	0.0757065414017	0.284047523289	0.500469053973	0.108849017433
m	0.00467647936339	0.0117952852113	0.0428844172281	0.0222555084159	0.0770045176632	0.263457516963	0.475841067458	0.102085228011
è	0.00514122513215	0.0148634787312	0.0429488829044	0.0229352589913	0.0610130970237	0.193040260721	0.582781233953	0.0772765578037
r	0.00356923619237	0.00566629446903	0.0164963417182	0.0111244979477	0.0498240984899	0.18934279124	0.644124529584	0.0798521784679
i	0.00400424073191	0.0031033485542	0.00820021381545	0.00713639786335	0.0460184481835	0.164964526567	0.449504775461	0.317068012756
</S>	0.00362651310113	0.00232871081643	0.0049376792863	0.00365945428286	0.0253412543091	0.0905607324135	0.303969967731	0.565575656378
