 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.622452185186	0.0720448359184	0.113129293693	0.008254434917	0.028330260902	0.0120917985842	0.00905749867658	0.00384554021826	0.00829830332444	0.0344514707421	0.0880443975718
n	0.47855019189	0.197947843573	0.161267165764	0.0342894685408	0.0157600306575	0.0140339859301	0.0108384018611	0.0103942978859	0.00511275010541	0.0147749799999	0.0570308987748
ì	0.250616154029	0.467046264191	0.134964978441	0.0458774319507	0.00773764151154	0.0144685540604	0.0114003261456	0.01234629282	0.00396802264257	0.00516164848227	0.0464126998035
c	0.123538138115	0.573793793664	0.128469060867	0.0391108441322	0.0323029406931	0.0241444773636	0.0147999266404	0.00736554453114	0.0109474777914	0.0147528577997	0.0307749384817
h	0.0898245415533	0.509278264155	0.186172587889	0.0469373369341	0.0498072963401	0.028127841142	0.0165219609666	0.00642913889629	0.0132700928343	0.0179202157932	0.0357106930154
e	0.0737904968386	0.407449275412	0.379539618963	0.0555384041414	0.0283655669924	0.0106782250408	0.00853568724564	0.00328954788962	0.0045962299467	0.00598895814397	0.0222279538166
n	0.0308499277764	0.274724982297	0.451864215954	0.102262011577	0.0127275826543	0.00583998211718	0.0484738600776	0.00785434916661	0.0302525340431	0.017915549024	0.0172349830827
d	0.0192199269015	0.187119785499	0.372006474085	0.167933535492	0.0599258659166	0.0218973674751	0.0654608888251	0.0233826488587	0.0410516390056	0.0219631605527	0.0200386920345
ì	0.0323135480087	0.209866207775	0.368506452828	0.149780676531	0.0927828928395	0.0505754648328	0.0340790190245	0.0266668185915	0.0166429214992	0.00741259389619	0.0113733989445
s	0.0360396930842	0.216408411134	0.367635893943	0.161175908544	0.0655140536225	0.0551943665713	0.0504103417794	0.0168817685208	0.0108850492984	0.0067955176931	0.0130589897842
o	0.0225621397386	0.112200061189	0.366407310481	0.271896018915	0.0873516718915	0.0456052475524	0.0539760773715	0.011377209185	0.00858161028855	0.0065855187969	0.0134571202122
