 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.658623889029	0.0708557543926	0.0269496251546	0.0218467578674	0.00595123184417	0.00384843729822	0.0541660229359	0.157758276526
ù	0.640695126917	0.170471005318	0.0312186702739	0.019877952684	0.0047396213328	0.00169918097521	0.0497780393415	0.0815203959723
t	0.626337986972	0.187019553733	0.0278576166472	0.0316568629231	0.0138989690456	0.00717061736436	0.0706695250798	0.0353888537306
t	0.652752254217	0.114017443411	0.0678455657957	0.0357877739691	0.016932723482	0.00905643405535	0.0774878274835	0.0261199695157
o	0.570995146434	0.265210772937	0.0969013071539	0.015094306589	0.00648259979445	0.00311521725325	0.0261471641073	0.0160534894972
s	0.392930131001	0.384294932979	0.125621177993	0.0334340150403	0.0165710252815	0.00745664487559	0.0104487123451	0.0292433611026
p	0.358518285495	0.320766625606	0.190579211548	0.0582043830655	0.0196478086449	0.00963817791557	0.00544657944139	0.0371989268823
ì	0.263330655918	0.475922842482	0.182968850399	0.0466164600805	0.00806044531084	0.00404354954783	0.00216253392389	0.016894649464
t	0.115738758119	0.539347809021	0.205844757066	0.0455692695675	0.00982101098991	0.0142364291957	0.0510838356674	0.0183581056389
i	0.0521098093348	0.362913122267	0.372995726755	0.0848250511858	0.0227685632666	0.0180420738339	0.0674110700062	0.0189345733289
t	0.0233557170534	0.269695645089	0.448121878652	0.121895263355	0.0312129741525	0.0354101390618	0.0354999431582	0.034808438804
o	0.0144090590999	0.19668306163	0.441544244617	0.202014054432	0.0382321741585	0.0417309595439	0.025078070095	0.04030838047
f	0.0107610478108	0.112351040117	0.383222038139	0.317621198544	0.0466269255462	0.0681035579613	0.0330101680419	0.0283040338827
a	0.00590322166893	0.0673988192703	0.30244838698	0.407723520781	0.0663679777287	0.0855550411471	0.0382449034102	0.0263581296982
b	0.00659340773298	0.0557855504281	0.27684744676	0.450268005794	0.0681032634629	0.0956062129224	0.0316531106663	0.0151429945494
b	0.130780889298	0.0780568067427	0.203099833947	0.356181654865	0.044637905522	0.118114018087	0.0560682992413	0.0130605880591
r	0.235672969245	0.0731120569302	0.175222677309	0.268009576555	0.0487513276683	0.114171663429	0.072515488873	0.0125442271446
i	0.15347765077	0.0380049065671	0.18663949437	0.242398411118	0.162784783529	0.103733643256	0.0561187300017	0.0568423668791
k	0.0603874050296	0.0277071621844	0.132945450323	0.237383032013	0.231882729376	0.138529891465	0.0535827049846	0.117581628258
è	0.0223802676719	0.0206050585679	0.068230872641	0.306403020244	0.257323665659	0.144356927422	0.0674749023882	0.113225283673
t	0.0245125946846	0.032168123537	0.059466175347	0.362824251015	0.25535850202	0.106341109674	0.0923640842761	0.0669651529243
s	0.0347898289682	0.0444924146552	0.0614724626023	0.342679621538	0.214862906007	0.140534158138	0.100899661139	0.0602689421748
a	0.0219888646025	0.030422972305	0.0393727935541	0.235585698939	0.368633351536	0.155013990026	0.0708590789357	0.0781232406363
n	0.00802617661131	0.0182803796141	0.0284351717694	0.11937993136	0.412196247979	0.261241333209	0.0963068920679	0.0561338594748
o	0.00333684619661	0.0136166492092	0.0289760540951	0.147005203013	0.327000101193	0.35609724587	0.0959692411426	0.0279986504853
p	0.0022074514967	0.0118088273535	0.0284309061724	0.177401966411	0.308770588091	0.329559947423	0.120360637368	0.0214596685842
e	0.00190726508633	0.0104711952336	0.0251120811841	0.182014779937	0.315490807324	0.308867604941	0.131550225123	0.0245860439214
t	0.00266741623678	0.00709034345153	0.0261671588014	0.186917105672	0.289125082205	0.324119871114	0.126155961908	0.0377570624605
t	0.0152078425052	0.00717946351411	0.0298703475871	0.124397741651	0.186030227899	0.349143654705	0.213951573436	0.0742191466602
ì	0.0175961078053	0.00541297599276	0.0174289161527	0.0813064580037	0.176844670566	0.275828390302	0.294135454345	0.13144703652
n	0.00667381492531	0.00423395455192	0.00987223218543	0.0485439358519	0.210279135302	0.245577602834	0.344720417515	0.130098906973
t	0.0082665565407	0.00473878351059	0.00939449757801	0.0301927266146	0.165302164641	0.331907025611	0.335179942238	0.115018277304
a	0.00850861189703	0.00391584998235	0.00631696689582	0.0316935809122	0.139062533374	0.336264445404	0.268625538079	0.205612446681
c	0.00439256009742	0.0090178412226	0.00793527572309	0.0874358473581	0.148657296525	0.234197408268	0.311702229593	0.196661518527
h	0.00953641830572	0.0170454494889	0.0150367889544	0.137755917415	0.133272105068	0.225562847423	0.366903486498	0.0948869787423
r	0.0138623241145	0.0136895155126	0.0137398636324	0.0973794129737	0.091373600836	0.299153686008	0.400900520233	0.0699010799808
ò	0.00835906602288	0.00530353746001	0.0060718761548	0.0379313412848	0.048880299722	0.232722638189	0.513645551078	0.147085684794
n	0.00437574451383	0.00532873355038	0.0112240454047	0.0307055348645	0.0599640504973	0.172441572116	0.542755822359	0.173204489398
u	0.00382462249743	0.0139236121128	0.0160287375946	0.0621818225722	0.0844388287478	0.173757801705	0.40797809972	0.237866471333
a	0.00227288108135	0.013810553605	0.00990443043876	0.0614854917774	0.0639964664179	0.157026671902	0.349814652173	0.341688859911
m	0.00231351897929	0.00587141085537	0.00651088984949	0.0284303517098	0.0357602849193	0.199832511234	0.480875956724	0.240405070104
p	0.0482469709931	0.0196831826146	0.0105556915755	0.0308600391086	0.0285490701064	0.252276530878	0.491507923175	0.118320563701
ì	0.0622717917307	0.0236529439259	0.0102193215799	0.0299749711903	0.0205029490688	0.193553062339	0.508418333325	0.151406609834
</S>	0.0312534231549	0.0119493083945	0.00522160914205	0.0154026494964	0.0131686572744	0.115815129439	0.585068470663	0.222120747917
