 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.695012627472	0.031232748311	0.0057246275373	0.00213010405686	0.00110484412824	0.000908345767525	0.00361105420727	0.0924184709666	0.167857176266
ò	0.735632150291	0.050119975857	0.00527847998377	0.00102892461674	0.000499469985104	0.00037362106552	0.00142250912006	0.0871409533266	0.118503929162
t	0.719291902068	0.0831372374657	0.00543606846259	0.000654354167505	0.00111760737559	0.00142831739712	0.00220020777625	0.0986424301359	0.0880919048073
t	0.566203098901	0.194899379895	0.0595545612369	0.0412895105483	0.00243827576506	0.00253658256844	0.00270426571782	0.0937472767555	0.0366270852724
i	0.34190187728	0.392678747591	0.14647494336	0.0577665637486	0.00742901411524	0.0016919248541	0.00133128605843	0.0324407240795	0.0182849386961
è	0.245159176255	0.43507537089	0.195254200852	0.0278896822545	0.00798494436139	0.000673363728179	0.00130520344219	0.0454377263749	0.0412203412059
t	0.19568324682	0.392546863323	0.205526812336	0.0252749933679	0.00702464602934	0.00516435412947	0.00535215690608	0.116547408277	0.0468795289773
t	0.196104949172	0.316173909874	0.240724582899	0.0908439351906	0.0110403314509	0.00797270370059	0.0062768053778	0.106622754326	0.0242400430927
a	0.176489337324	0.255052744311	0.359501594833	0.1292998135	0.0190757963107	0.00462216908138	0.00291099763493	0.0362865900954	0.0167609662463
s	0.0935382047023	0.294458837424	0.375635364144	0.140152917068	0.027237979466	0.0222418486821	0.00913032817576	0.0227866930989	0.0148178239474
e	0.0555446200124	0.262298198705	0.326411970048	0.259309965403	0.022876793942	0.0286655517715	0.0129275775943	0.0183608182937	0.0136044917348
o	0.0969777003724	0.141843452252	0.275781272343	0.373072088612	0.0155470420767	0.0109733061601	0.0092984334181	0.064718960236	0.0117877485657
G	0.158608017427	0.101643751738	0.195938552841	0.341714899048	0.0302743174882	0.0137317583874	0.0178911983626	0.096564693856	0.0436328250115
i	0.125182466562	0.124429951041	0.236999069747	0.335982604916	0.0420709878961	0.0168503835958	0.0188781157769	0.0490411261745	0.0505653022102
o	0.116011500371	0.0815126004128	0.227341508416	0.371200567984	0.085404176512	0.0096075017746	0.0116863029083	0.0760881440096	0.0211477095618
v	0.146020530488	0.0579878157154	0.155743097772	0.307850814147	0.163173942051	0.0190607791542	0.0184867317094	0.104853938735	0.0268223707567
