 	voglio	che	Maria	venga	domani	</S>
i	0.533686898567	0.07938569214	0.0772252946793	0.099483486916	0.058545082364	0.151673586743
t	0.521639676537	0.128108018487	0.0922024162554	0.0878486697366	0.119148081629	0.0510531784728
è	0.505890521719	0.228841431202	0.101575743767	0.0387966475168	0.107301157576	0.0175945352583
l	0.439728387893	0.225885968887	0.107007537542	0.0865412812296	0.0731251260933	0.0677117247434
o	0.318436530751	0.308410949316	0.123366377733	0.105742410974	0.058358645684	0.0856850933731
n	0.185551056117	0.440511546772	0.132352520278	0.129373224301	0.0789509442989	0.0332607058402
a	0.125881574892	0.408016423257	0.191911358193	0.157401167383	0.0909727428747	0.025816743815
r	0.0840691474167	0.358081835952	0.204199729751	0.229414478221	0.0934395236967	0.0307953049977
t	0.103330208366	0.289124385351	0.139038935533	0.26293224124	0.141265001383	0.0643092275959
i	0.111862003982	0.263313873964	0.216878559574	0.16813315722	0.147034704143	0.0927776833577
à	0.0475062639764	0.182294179649	0.256987594925	0.124556645373	0.325413709986	0.063241604508
v	0.0174218236254	0.0707950644681	0.180117895641	0.153076489558	0.502515143369	0.0760735968071
v	0.127310383893	0.0667595804071	0.109625610382	0.155057431193	0.352582863691	0.188664130015
r	0.24626691122	0.118636147829	0.06859121133	0.113201339558	0.16477938843	0.288524981547
i	0.177252229848	0.160605102753	0.111008146597	0.139867894646	0.116897389635	0.294369223385
i	0.0733136668164	0.11741689994	0.132473404507	0.168332195722	0.288235461365	0.220228371128
M	0.0598790348156	0.0847318531255	0.064033070677	0.214037317041	0.410506692455	0.166812029143
a	0.123476903667	0.107587865715	0.101100351021	0.2185346475	0.275828049731	0.173472176062
r	0.199027507569	0.131036778458	0.108956490628	0.137717679227	0.234602964226	0.188658573287
ì	0.17775465314	0.143549155776	0.0651580913747	0.111363724876	0.312002128478	0.190172242114
a	0.08656761865	0.099983888651	0.0538245105743	0.124645634425	0.353650927893	0.281327414238
</S>	0.047685341225	0.0653495371286	0.0337184300313	0.113423704312	0.358792570047	0.381030403919
