 	sono	stato	sempre	poveretti	</S>
ì	0.60782889395	0.219590406506	0.017453002514	0.0402015687852	0.114926104617
m	0.580378086183	0.257837423569	0.0309413670507	0.0859063948989	0.0449367345732
e	0.465558262461	0.34581465019	0.0773733886502	0.0930439162555	0.0182097947871
s	0.285551794354	0.489337489397	0.176937893423	0.0379010815604	0.010271758988
t	0.185395310151	0.551428322132	0.223723064208	0.0189952734439	0.0204580487832
a	0.144705613225	0.585727885044	0.218949837869	0.0175145528949	0.0331021020364
m	0.103355080723	0.519987397015	0.30587911449	0.0320040369838	0.0387743580239
m	0.104162312008	0.467616785938	0.35863305473	0.0271927622482	0.0423950886232
è	0.0783914530467	0.532457299933	0.307653359143	0.0289322529667	0.0525656583634
n	0.0657168697662	0.463952970531	0.368144277381	0.0544746765013	0.0477112340296
a	0.069026031919	0.32064068389	0.49156479946	0.0802761773138	0.0384923298959
p	0.06788349397	0.232041831437	0.50730752482	0.133916697231	0.05885047065
à	0.0598797848155	0.16978582245	0.480477604273	0.21126950681	0.0785872904007
n	0.0273661844758	0.128427881628	0.465617645158	0.306938393203	0.0716499007442
t	0.0350962622951	0.0734531890893	0.487745854786	0.319285612634	0.0844190695347
a	0.0343398067352	0.0584755404296	0.411669698995	0.292483865245	0.203031077505
t	0.0615920604346	0.0728783799251	0.335599956332	0.323867964015	0.206061638902
e	0.0692872166016	0.0649573926392	0.273584222151	0.426601216272	0.165569953834
c	0.0955917311996	0.0541910732341	0.155124635204	0.531994605157	0.163097959878
h	0.113882463752	0.054136723387	0.174760146675	0.543462773452	0.113757900426
ù	0.0599103720537	0.0328903127899	0.153031664442	0.604884065817	0.149283594275
d	0.034323032717	0.0624247792762	0.114743314604	0.653774361939	0.134734524758
d	0.0220106470379	0.0725601987274	0.159522477801	0.575893851666	0.170012829073
h	0.0375350121032	0.0297508015115	0.156894391676	0.475827518242	0.299992273244
i	0.0348222059977	0.012788850204	0.0969623095327	0.320042183147	0.535384442015
</S>	0.0174973756633	0.0066849284388	0.0512615168144	0.202918022173	0.721638134007
