 	un	forno	che	fa	buon	pane	</S>
è	0.606780175442	0.0994327013803	0.068988442064	0.0805925265219	0.0218843022627	0.012180421253	0.110141468018
n	0.523401730707	0.143736973054	0.141388124027	0.0935941195403	0.0473704586157	0.0115582089284	0.038950402429
a	0.396163144329	0.258457756507	0.180833825436	0.0876808669604	0.0565487789547	0.00580969310449	0.0145059116378
f	0.245356194243	0.387570038569	0.164572367659	0.10607813901	0.0532665685104	0.0295578256313	0.0135988329775
ù	0.153274763414	0.43563288011	0.16082432222	0.132796002503	0.0538654411524	0.03852746423	0.0250791275923
r	0.101427827178	0.396691179057	0.207154082607	0.130016852394	0.0486299722458	0.037519974634	0.0785601286899
n	0.175699860999	0.334026671119	0.225457351336	0.0790678763913	0.0476486798264	0.0371601515965	0.100939425623
o	0.217060690506	0.23423052972	0.331394015312	0.122562016057	0.0284161658429	0.0141663165682	0.0521702884607
k	0.121068783923	0.108998741907	0.415451621104	0.192796876999	0.087631716771	0.0504339745039	0.0236182832647
a	0.061410442014	0.076507209449	0.419779802368	0.248082603933	0.117161778362	0.0632163058893	0.013841826509
i	0.0313006806921	0.0454663983337	0.420788344789	0.375173667178	0.076272823632	0.0393377048098	0.0116603590693
k	0.0167954316745	0.0282944122486	0.279781851796	0.392109883059	0.145491662184	0.114588738655	0.0229380246886
à	0.0147297475169	0.0272768561295	0.152145225199	0.39943120102	0.246517620061	0.133473464952	0.0264259034429
n	0.0144402791781	0.0294051059098	0.12212256676	0.38936058234	0.307682187354	0.111101157851	0.0258881383543
n	0.107754512184	0.0415339089087	0.0921342012467	0.264304927913	0.315801030651	0.135924184864	0.0425472530381
i	0.140294852826	0.0423568596261	0.0926158351956	0.205362758038	0.252759537417	0.161874897001	0.104735274739
t	0.0569481724765	0.0231350124739	0.0944217127585	0.188628713219	0.351234848139	0.178280793867	0.107350753133
s	0.0381468614963	0.0148499453254	0.0789602109328	0.194413689946	0.390962928713	0.218609816489	0.0640565398643
o	0.0303111547418	0.0125504481239	0.0725539540963	0.163525754582	0.258061070704	0.306564063896	0.156433548555
m	0.0122708274157	0.00578054398137	0.0425886962774	0.095270800394	0.284801006035	0.366802066765	0.192486059718
ì	0.00646059159966	0.00291529771015	0.0254005143879	0.0567487106447	0.360748798452	0.329230121522	0.218495965039
k	0.0179849457262	0.00403095587974	0.0180930316714	0.0458679742616	0.416352356591	0.290856316441	0.20681443648
a	0.022553758365	0.00540060692272	0.0207247665037	0.0491948248121	0.340988438464	0.322628113747	0.238509514693
l	0.00985405262801	0.00374066087998	0.0193802889918	0.036546389329	0.260380891088	0.416678550182	0.253419178364
ò	0.00437132421673	0.00186734613056	0.0086842095044	0.018817619483	0.243345187196	0.432434956061	0.290479368921
</S>	0.00298724365145	0.00139784919974	0.0049526905369	0.0132088872015	0.181942477848	0.36158732003	0.433923548461
