 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.603448628004	0.211891884333	0.0250269776215	0.00775488937475	0.00143271464814	0.0056637472454	0.00802875341428	0.136752393089
i	0.542222747548	0.339844812771	0.0284661581718	0.0109515062669	0.00193542545644	0.0157280968935	0.00290718049835	0.0579440693103
n	0.437059667642	0.33657802079	0.0791603581359	0.0383376393367	0.0318544715475	0.0256374403042	0.00249338457225	0.0488790350275
a	0.300292075523	0.46592194693	0.0903412946506	0.0456616885359	0.0426573016996	0.0169813357361	0.00235286045796	0.0357915282953
d	0.149506416491	0.61588987545	0.0541007284295	0.026551585584	0.0425759098105	0.0911757969789	0.0079348863763	0.0122648310457
r	0.179663424838	0.54038175829	0.0731720644768	0.0288320376037	0.0453868665886	0.116261761763	0.00996899581017	0.00633309843653
e	0.208993129811	0.558593006763	0.10656886088	0.048547920333	0.0270044352991	0.0409974962818	0.00353130234903	0.00576383509761
f	0.0983947696286	0.610308216781	0.100794156233	0.0548970601217	0.0256784503936	0.0991757092427	0.00622978419052	0.00452184353367
f	0.12244655759	0.566871181094	0.0833125967889	0.0405576230217	0.0336011807581	0.127940972782	0.013614443395	0.0116554365917
ì	0.152635131792	0.502187269411	0.126633241834	0.079672178991	0.0492464864026	0.0641228441988	0.0114085495413	0.014094293132
m	0.113819662033	0.437869749877	0.147229257931	0.0956830406637	0.0681647117226	0.0807856602512	0.0232472115488	0.0332007192469
m	0.096284563951	0.377597224359	0.156132297364	0.0594729020212	0.0956299373686	0.0882531857424	0.0277519478729	0.098877967316
u	0.0681851235401	0.247409217346	0.304085093321	0.0944828796737	0.113119100252	0.0644250716915	0.0117579990967	0.0965355217793
a	0.0393007762004	0.100127134079	0.448353052774	0.147471742425	0.134540031293	0.0735604270865	0.0188149039033	0.0378319343894
n	0.0178409936408	0.065392277883	0.390583868938	0.145730191142	0.172069456964	0.108757375254	0.0697532886698	0.0298725638358
k	0.10273091789	0.104914797814	0.280908879713	0.109466308654	0.185641373365	0.111559249351	0.0780692838339	0.0267091841119
ò	0.13573824866	0.0998707233856	0.273584006224	0.149487361891	0.183719832898	0.095549413317	0.0454895724566	0.016560825056
r	0.0624367204214	0.0562590880228	0.260309952541	0.17420277003	0.182372711699	0.168478309439	0.0492197341095	0.0467207094853
a	0.031760810602	0.0349728325147	0.179401806647	0.196361490077	0.228311647633	0.219118444066	0.0530146318998	0.0570583440351
e	0.0134748289208	0.0167379169491	0.102770446229	0.266820549492	0.249227833878	0.225412734009	0.0914934978726	0.0340621991649
n	0.00539000153312	0.00834337768259	0.056066288003	0.191592502397	0.170529521119	0.30188925067	0.188760951271	0.0774281056348
ì	0.00327654676014	0.00718709556028	0.0269517654557	0.0928956381657	0.185945008733	0.340513282463	0.236226913814	0.107003760285
r	0.00813798102114	0.00867774854713	0.0349601792506	0.0652954145886	0.220112288978	0.336057413328	0.249454203338	0.0773047836683
t	0.0741341496437	0.0106465237102	0.0401975535229	0.0466688333962	0.164107623566	0.349636788776	0.250177848059	0.0644306757461
e	0.0906531266322	0.00711896599854	0.0252208013487	0.0396607627134	0.142193229215	0.298469062859	0.214924219086	0.181759826319
e	0.0310155373172	0.00256580582546	0.0137856677836	0.0311187347245	0.106480591318	0.300189379086	0.263173798029	0.251670482973
t	0.011368794834	0.00253008447631	0.00871082277953	0.0200629990615	0.055186713886	0.365691420595	0.374499336436	0.161949826624
t	0.0386725649788	0.0124901593193	0.0106499963699	0.0159068887685	0.0594659087487	0.320319178832	0.409302521572	0.133192777275
ù	0.0468971563079	0.0142299959478	0.00999281859403	0.0107763545918	0.0595316675162	0.205029415844	0.376257015191	0.277285565392
</S>	0.0236215971514	0.00720099522389	0.00547370945311	0.0063937902493	0.0410706367581	0.148205784272	0.359613763596	0.408419710696
