 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.661379564828	0.210456740459	0.0061257379452	0.00182726410404	0.012266242792	0.00193444881709	0.106010027298
p	0.558183854185	0.326431015874	0.0332645690525	0.0242532059554	0.0114640421668	0.00964809723634	0.0367552300632
e	0.441476600628	0.403273706558	0.0793776971375	0.0381969292031	0.0116079354483	0.0123555998041	0.0137115311162
r	0.278808025793	0.479902165786	0.135033105633	0.0845818298517	0.0087600539002	0.00709092740876	0.00582388921127
i	0.173381923123	0.498380413929	0.200040169524	0.112164812163	0.0076711256134	0.00523423589192	0.00312731432994
k	0.12292280467	0.45795377571	0.222954377288	0.138984049042	0.0203355168091	0.0295248295583	0.0073246406394
u	0.0923661496947	0.378638126837	0.294473054096	0.160757413881	0.027189978859	0.0376760905606	0.00889919791991
l	0.0844352534162	0.360288342946	0.300582863632	0.155220587827	0.032810649629	0.031261218584	0.0354010900717
ò	0.0576732994619	0.320354034682	0.342482500477	0.165861343676	0.038317091063	0.0307753411847	0.0445363784439
s	0.0570577628324	0.205482971794	0.395976565826	0.207860776959	0.0533026561077	0.0289359351289	0.0513833241847
o	0.0501376156694	0.102197680038	0.417642795942	0.26445301692	0.0790437733026	0.0324002120364	0.0541249059189
n	0.0311859143157	0.0695496145947	0.400088490447	0.295867166373	0.130043818634	0.0453788896816	0.027886123507
a	0.0202641275194	0.0566329312169	0.317178177416	0.299867623458	0.229762807478	0.0562085318112	0.0200858219514
n	0.0156574178204	0.0306552986443	0.244951192939	0.297508228153	0.285213205293	0.0803322380544	0.0456824312796
a	0.0127096692297	0.0200545975968	0.152006916266	0.260946807051	0.400063065231	0.0992853225181	0.0549336325559
t	0.0124734519984	0.0123390672589	0.109618932269	0.245159388817	0.444886858877	0.116050103606	0.0594722033346
è	0.00779969907587	0.0114263182194	0.0529202389863	0.251263199006	0.395945189426	0.213190662335	0.0674547042649
t	0.00877250260196	0.0225395667122	0.0323522920321	0.219109082535	0.392521649809	0.281215497645	0.043489421095
s	0.0354158589959	0.0257846881242	0.0244881202507	0.233240960712	0.389085564803	0.228195750328	0.063789066067
i	0.0403150611974	0.0149425426921	0.0165236094449	0.180175073837	0.405931469801	0.183245282489	0.158866975371
a	0.0153223579125	0.0217894544044	0.0119858154563	0.088770451119	0.305377335667	0.368208424096	0.188546178077
t	0.00734312276037	0.0223306504685	0.00995407927077	0.060222260213	0.213093711489	0.540901548699	0.146154627712
s	0.0121538021915	0.0113377761288	0.00938337178426	0.0998915332377	0.284913321696	0.4292518273	0.153068362011
è	0.011692407204	0.00702845084568	0.00662222130115	0.0911635746472	0.283142780165	0.413880540833	0.186470037044
n	0.0046772427655	0.0201432465806	0.00341253904785	0.0357564454304	0.200911818188	0.571232402944	0.163866317348
ì	0.00254240294105	0.0242535349947	0.00236425546162	0.0171825208141	0.159008859529	0.593966470315	0.200681959649
t	0.00217027598819	0.030312183663	0.00218889103134	0.0112695447396	0.14958054951	0.544998744105	0.259479823216
t	0.00644405234413	0.0392037358884	0.00411495991565	0.0707832090768	0.132213414637	0.469058815368	0.278181817732
a	0.00777881952212	0.0225598371948	0.00424835491139	0.0868557064439	0.0765386870023	0.319625767989	0.482392819904
</S>	0.00537317302403	0.0142438178376	0.00332873810946	0.0450074035205	0.0528148285861	0.237269365294	0.641962673952
