 	Marika	è	che	si	sposa	domani	</S>
M	0.489401522699	0.107193699944	0.128753634125	0.12007468924	0.0408262786244	0.00699950831449	0.106750681184
a	0.480558367624	0.143139551948	0.181429410802	0.0996309006873	0.0453286451554	0.0110540492009	0.0388590785607
r	0.406778609226	0.127414601468	0.210452806127	0.0816667989938	0.0759819586088	0.0105767852996	0.0871284462699
ì	0.290671083861	0.280501795414	0.201194310942	0.0385304894646	0.081475732784	0.0063190178266	0.101307564606
k	0.204597017736	0.395573307471	0.223637595381	0.0452254689082	0.0580529127011	0.0149497788291	0.0579639052484
a	0.113901954122	0.418084964957	0.29689777546	0.0594433517761	0.0504673151997	0.0176033549006	0.0436012824075
è	0.0779296309032	0.379070569252	0.31379415662	0.0871701451987	0.0729806839246	0.0527711452651	0.0162836623951
n	0.0477356823746	0.222136986517	0.322464422807	0.131245005973	0.140865714537	0.122354424916	0.0131977537895
a	0.0527259785803	0.169608477258	0.289752862802	0.214726878031	0.142792661399	0.111066042951	0.0193270887937
r	0.0456521476657	0.128690992176	0.235104155067	0.260446910477	0.168562947406	0.118287162619	0.0432556634751
m	0.0501900472221	0.07468883063	0.248732966889	0.220554672196	0.215608048162	0.108955447682	0.081269985535
a	0.0557266751239	0.0900674845697	0.224897355736	0.210902879195	0.238227556214	0.068847200137	0.111330861992
s	0.0313966746127	0.0946312305356	0.160084074845	0.199575404328	0.253021649671	0.150762621713	0.110528345079
t	0.0226320826177	0.0547792359359	0.150470510108	0.174785545239	0.293013505137	0.149432022838	0.154887096102
ì	0.0210550442567	0.060167506419	0.107295554013	0.122788765373	0.310449177526	0.204925011479	0.173318943655
à	0.0117349227328	0.0542077029003	0.0480473748617	0.059298678057	0.232606949569	0.493003388393	0.101100974905
v	0.00521382483278	0.020052740685	0.0189888560879	0.0254028904583	0.15427914395	0.634021029464	0.142041501741
v	0.0423214988879	0.0358959929604	0.0448012835693	0.0616572740318	0.12263888043	0.442678699708	0.250006362153
r	0.113418590329	0.0466174058088	0.0708060931402	0.12454971767	0.0947295998567	0.230140421703	0.319738171904
i	0.100179911327	0.0290594232319	0.0458687044581	0.100220757226	0.0699263478056	0.148702692214	0.506042166001
</S>	0.053808704839	0.0238905030845	0.0261160336505	0.058257653787	0.0706865723828	0.110242775707	0.65699775
