 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.624231791237	0.13301928854	0.005625060675	0.00347857708361	0.100702752901	0.00159099376532	0.00472259477733	0.00241228032151	0.00622573670425	0.0362156344669	0.0817752791187
v	0.680359662971	0.108451748452	0.00794492003327	0.0126913546422	0.105155520605	0.0187000042918	0.00561954566786	0.0110175346135	0.00575605761058	0.0127911227127	0.0315125070378
ò	0.49950591359	0.260070328609	0.084426396472	0.0430661437581	0.0431713484465	0.0250511952975	0.00590771337217	0.0138283030221	0.00555678017157	0.00475997389779	0.0146558909586
e	0.285332646881	0.35659140087	0.193527074525	0.0517054204873	0.0816149687232	0.0116566515299	0.0039913358039	0.00595461613369	0.0025863269021	0.00178635459045	0.00525319452807
n	0.210542479232	0.31101351509	0.228613193382	0.0471596308336	0.120066078617	0.0144673569558	0.0284749460654	0.00486040461435	0.00326742831827	0.00286318769912	0.0286717677028
ì	0.127222270993	0.322485396097	0.320286121527	0.0556662091939	0.0778112401723	0.0163692803217	0.0347318838666	0.00338434555847	0.00280911391884	0.00303771866946	0.0361964062321
m	0.0786205727901	0.310272011632	0.371273824642	0.083532885518	0.0549704551841	0.0184666726728	0.0169664329195	0.0089179371443	0.0121721570819	0.0168389625647	0.0279680876373
e	0.0604983887859	0.205272320039	0.312953778281	0.208572202173	0.103491343408	0.0236045015329	0.0124394848123	0.0110553255986	0.0153985935978	0.0214412633033	0.025272809429
g	0.0344208936755	0.104445770754	0.283266330894	0.238168998111	0.203870541003	0.0257413535843	0.0254274246639	0.015638049793	0.00886304112675	0.0369666809855	0.0231909166074
r	0.037978704961	0.0500756490447	0.240813509298	0.26875696429	0.200851773868	0.0461849013948	0.0381816797607	0.024374125173	0.0103455263659	0.0424119608892	0.0400252035336
a	0.0289354348597	0.0405744227136	0.197079236353	0.31474891847	0.227616298956	0.0800893829183	0.0362428976869	0.020332123775	0.0077984646377	0.0144989482703	0.0320838698421
m	0.0254746706065	0.0483141774543	0.151002614969	0.20877417903	0.316789844452	0.0758344347928	0.0559997574643	0.028451080619	0.0234646414274	0.0462143601809	0.0196802432726
m	0.0266866827989	0.0394035683492	0.109646296094	0.235590221177	0.270126461317	0.0571471482976	0.0566333103848	0.0456711078797	0.03801394552	0.0576237938462	0.0634574795029
è	0.0125643414982	0.0274053237484	0.094111451478	0.305187701746	0.266946600446	0.0731991630792	0.0559176230229	0.0445390583466	0.0241570436407	0.020468334543	0.0755033731785
n	0.024311600471	0.0228919560894	0.099254813874	0.213075126291	0.328520103389	0.0945232194731	0.0848898463476	0.0415830832289	0.0185413858951	0.0274900282894	0.044918836265
a	0.0286821155229	0.0206820348813	0.0846659719499	0.108548952161	0.309860394463	0.198629061612	0.130178571963	0.0409190186363	0.0173261026837	0.0299801194001	0.0305276452711
m	0.0203685696961	0.0184430987483	0.0651080124065	0.0845967479957	0.259442532821	0.266738373845	0.133065211768	0.0555147175054	0.0248447173146	0.0544189737304	0.0174590374705
a	0.0176099327749	0.0152099279089	0.0541082766918	0.0818296641989	0.240763721407	0.254645903399	0.156823207436	0.0682400845018	0.0282330728582	0.0636455298301	0.0188906794837
i	0.00705449328267	0.0100284440416	0.032539521263	0.0927245458613	0.204358595736	0.274974630297	0.227681451412	0.0816663629673	0.0261465841727	0.0265238599046	0.0163014995684
a	0.0033329817204	0.00868559658365	0.0267761229475	0.09318411041	0.153777170145	0.245215795259	0.268981279004	0.132771789989	0.0417904376309	0.0154464287229	0.0100382669213
n	0.00979751035658	0.00718657389251	0.0208521767297	0.0569575832678	0.113758475168	0.178766102473	0.262355443001	0.160222292423	0.0485170041436	0.089463849621	0.052122980388
g	0.026141820321	0.0159121467307	0.0234222223726	0.0375731498589	0.0942687600627	0.139140902751	0.1887410626	0.163953499501	0.101444973181	0.120796465947	0.0886050014417
r	0.0381734095435	0.017959399755	0.0229261832422	0.0403711497076	0.0829289086716	0.12295862363	0.155920772587	0.1903242725	0.156944702994	0.0681557955423	0.103336794059
à	0.0275893429032	0.0067346899269	0.00983341388619	0.0286850821142	0.0486676303545	0.0885893404041	0.173136656582	0.190151424047	0.178440916263	0.118254282867	0.129917213972
m	0.0232690978498	0.0181431124844	0.0509919170892	0.0244746998598	0.0347514630048	0.0689574535688	0.131508934527	0.151870068429	0.143979711946	0.238497567556	0.113555951764
