 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.775979773571	0.081899466035	0.00485468632671	0.00294574002335	0.00244166191253	0.0130857643096	0.0155971304582	0.103195779781
r	0.60125339359	0.24292954151	0.0194279838654	0.0456228856896	0.0096899846016	0.0237654795271	0.0193749047716	0.0379358350011
t	0.406087550283	0.37157486055	0.0611272479485	0.0668119779819	0.0155601095799	0.0235968874363	0.0231032367018	0.0321381349835
e	0.377010501894	0.410075933677	0.115569591749	0.0376672898792	0.00993400227328	0.0127678495861	0.0102211788984	0.0267536294175
n	0.301839511338	0.382713769006	0.164186200983	0.0695527967933	0.0393415247129	0.00727426101379	0.00868210878172	0.0264097938437
a	0.230440128639	0.400041923335	0.194512673128	0.0855518944931	0.0499118454128	0.00503789209554	0.00817070660773	0.0263329240705
i	0.13978455278	0.559967054445	0.158503740996	0.0619297518044	0.0405103783334	0.0234951186384	0.00556437720801	0.0102450333147
v	0.0664559566973	0.540977594815	0.146237182032	0.0748237526015	0.0621580206778	0.060799028176	0.0362516294595	0.0122968440912
ò	0.0401614308538	0.351817202272	0.360890989891	0.0877648837338	0.0512849669226	0.0525891821349	0.043754964417	0.0117364005684
s	0.0202011110119	0.200946316384	0.521943982497	0.128233659311	0.0566311808975	0.0271953266301	0.0265402439077	0.0183082058915
t	0.0241606606498	0.108112700709	0.497305121566	0.167879566104	0.100181303632	0.0236300751422	0.022224800034	0.0565057904235
è	0.0281133549485	0.0744337611903	0.457932520722	0.257442976768	0.0923427472907	0.0225988974911	0.00957580301548	0.0575599470373
o	0.0169669695299	0.0753604655504	0.314120409887	0.404297539323	0.0856381445969	0.061808525708	0.0146139862004	0.0271939593858
s	0.00920767710034	0.0554278340571	0.211969862942	0.437898908574	0.100693536532	0.0784307787947	0.0716371759874	0.034734213552
t	0.0109747249594	0.0260119786937	0.204819516847	0.445351035391	0.115518514644	0.0719842419442	0.0864549020075	0.0388850530883
u	0.0102121236153	0.0132574547484	0.155697479992	0.490426728864	0.184736515415	0.0832441980174	0.0388915423116	0.0235339268948
d	0.00626957721103	0.011962052334	0.09700898248	0.452829761688	0.239086100472	0.0811301488791	0.088470324541	0.0232430196656
i	0.00509817464526	0.0101837873499	0.0650613110933	0.396107980629	0.288567501491	0.104834076066	0.10646294653	0.0236841944945
è	0.00233648710617	0.00854116925197	0.0472561941888	0.334149341343	0.35060821183	0.183402897289	0.058488301086	0.0152173821442
o	0.00106840949774	0.00968846206214	0.0275696186149	0.221760941781	0.393684753943	0.267080000696	0.0673356507553	0.0118121577614
n	0.00108480617777	0.0065949636454	0.0150118919268	0.123754087234	0.358051915381	0.295237418832	0.160882271592	0.0393826608305
a	0.00117622860542	0.00375381073493	0.0124021299307	0.124052388358	0.261578129194	0.337853957544	0.203963101131	0.0552202643768
g	0.00147249893984	0.00534072484617	0.0173630187512	0.136736779733	0.201171768398	0.359083446381	0.242917262644	0.0359145016323
h	0.0190157427373	0.00618388121426	0.0353581627484	0.0892875340843	0.191388569066	0.320926175994	0.301647308215	0.0361926417374
e	0.0241062170289	0.00344533324295	0.0358024448536	0.0718695211554	0.176687575622	0.337845219998	0.256221465738	0.0940222410458
t	0.00899771185014	0.00412012775409	0.0206020583508	0.0707039426591	0.136986227861	0.341718233409	0.297255482913	0.119616235149
t	0.00718556392271	0.00494088254334	0.0192716315817	0.063705374453	0.136491642674	0.28485515288	0.378604256304	0.10494550935
ò	0.00581379194926	0.00244806189816	0.0173451528298	0.0408611625922	0.103833203345	0.248702313693	0.375701848101	0.205294481683
m	0.0273480686361	0.00605157420803	0.0192361009832	0.0374295452519	0.0741124649017	0.240977492564	0.3791441687	0.215700600141
e	0.0353052542112	0.00754042898691	0.0550422025007	0.0387925878592	0.0709618693939	0.193733441255	0.368191031567	0.230433197627
s	0.01535779129	0.00432583014877	0.0617963570597	0.024265036843	0.0513959368713	0.160611432038	0.439727806522	0.242519842076
s	0.00946206436473	0.00343689660392	0.0287795036999	0.016518199747	0.0437499826238	0.153861563833	0.558787826841	0.185403987359
è	0.00481253357471	0.00171175754251	0.0144735201697	0.00970745248333	0.0284518212573	0.114067243278	0.526653619614	0.300122061586
r	0.00608791620944	0.00266990726101	0.00845593347477	0.0159467502921	0.0191523639351	0.114233659959	0.535638369205	0.297815109462
e	0.00693801136652	0.00337705629996	0.0283854856566	0.0198290060726	0.020440983237	0.097425006753	0.453814537268	0.369789924754
</S>	0.00414937594571	0.00230891867751	0.0485714530559	0.0140370660772	0.0194292238765	0.0625769547265	0.315180246934	0.533746773377
