 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
k	0.749003304964	0.054086389638	0.0337975059995	0.0311096207713	0.0109286010248	0.00308840306071	0.00895393916027	0.109032206046
a	0.696282807321	0.115052299946	0.0616562122618	0.0617367985428	0.0149281935391	0.00302584656656	0.00495474630522	0.0423630904265
n	0.475629998467	0.229242876598	0.077576497291	0.113008754255	0.0342617340527	0.0374061432753	0.00331788636401	0.0295561150301
è	0.285899034382	0.386006430815	0.112967783342	0.108666430118	0.036762794208	0.0480728227059	0.00198369140598	0.0196410054098
n	0.220714544014	0.467974207958	0.125059983097	0.087701491	0.0425073301876	0.0235954186312	0.0243395298869	0.00810748249298
a	0.16747884542	0.468556558073	0.172764771579	0.0926632171897	0.0466582710427	0.0156896770046	0.0318872510302	0.00430141112914
s	0.116141730055	0.431515224158	0.2390071619	0.0790443087316	0.0677982886362	0.045062380344	0.0131708165316	0.00826010198486
t	0.0716761723717	0.477546349119	0.198781531787	0.0537964288285	0.0833444503281	0.0958826150453	0.00683354140117	0.01213892053
o	0.0582295629517	0.513494492213	0.182176434762	0.102053329414	0.0525365575994	0.0791134624889	0.00349146319096	0.00890469626977
t	0.0394361215333	0.353762363244	0.248286822921	0.165926704031	0.0790189398665	0.0966028988654	0.00396003998136	0.0130061033334
e	0.0256950990884	0.204501166611	0.317376909967	0.21450973217	0.115749126495	0.105231515263	0.00343486352664	0.0135015908547
l	0.0189875509652	0.1342745616	0.337546872062	0.227251298977	0.137644597325	0.110520464954	0.0090096613174	0.0247649867178
è	0.0131580606452	0.0914980541935	0.337825802701	0.233349705579	0.165172005482	0.116049085477	0.0129374288035	0.0300098468896
f	0.0216399507985	0.0802710773913	0.301846931	0.284937662193	0.163535729867	0.0748452746077	0.0428071426235	0.0301162335908
o	0.0218312176907	0.0650092883799	0.228945132282	0.295137143398	0.218250653622	0.0833025144826	0.0535559782387	0.0339680722916
n	0.0112633742488	0.0373695566961	0.16491932347	0.287945772866	0.267180861541	0.125774855488	0.0747464770124	0.0307997783876
o	0.00736774835532	0.0242961101819	0.149077450114	0.241277011355	0.29988577038	0.164350570843	0.0862312718581	0.0275140665262
t	0.00585160045654	0.018206132814	0.126464659531	0.215605079132	0.32779358106	0.166681795414	0.0989780955867	0.0404190566866
è	0.00482083934915	0.0140335408625	0.0968790356914	0.224226790231	0.271334231687	0.168819861138	0.159910837942	0.0599748709519
l	0.00885463432032	0.0235839529952	0.0901632086881	0.22874597405	0.246732845696	0.146849257779	0.205265398294	0.049804730513
i	0.0103194985349	0.0267604372438	0.0612202918021	0.185435256462	0.249402108099	0.21531734666	0.195981971498	0.0555630922343
n	0.00571588138292	0.0146558525706	0.0434184464872	0.138693679097	0.2131365603	0.264592718487	0.257408019433	0.0623788508608
a	0.00392063930942	0.00811846038351	0.0396026162356	0.106288529066	0.169835356967	0.281420599762	0.325779795878	0.0650340029629
t	0.00406359295123	0.00644401744235	0.0333007253875	0.0817879640765	0.158139025996	0.290074782587	0.359933008493	0.0662568845076
s	0.00787304649126	0.00856366767592	0.0270162689387	0.0741455068433	0.193934066872	0.258661260196	0.349876978698	0.0799292138759
è	0.0065792199745	0.00758240226145	0.020121061546	0.0422856514251	0.161545983371	0.257301767265	0.388796949899	0.115786973505
r	0.00494806312461	0.00373166013996	0.00893807784175	0.0277565640457	0.0989936452703	0.238894091755	0.5102221983	0.106515707235
i	0.00460558235099	0.00485595437473	0.00662962730718	0.0223679360909	0.0773403525933	0.245649016385	0.411147579433	0.227403959145
à	0.00185211648006	0.00409044387058	0.0041724688634	0.011145974492	0.0392664937063	0.190614474482	0.467331316144	0.281526728982
t	0.00193089824793	0.00253442747861	0.00329478295552	0.0191068770818	0.0361394196514	0.130623489714	0.656004213381	0.150365917327
t	0.0489341984959	0.00838640945237	0.0129529686898	0.028753541119	0.0652417221478	0.144049764771	0.52752455686	0.164156855756
i	0.0634268869621	0.00936231909145	0.0148744079536	0.0196031116568	0.0610009065237	0.160154461057	0.324305423353	0.347272483165
n	0.0328876060162	0.00805804415381	0.00805065366798	0.00823500363965	0.0340307229865	0.147479932886	0.394778031118	0.366479999568
A	0.0226738812715	0.00751817603635	0.00544262645731	0.00408657376343	0.0214922455977	0.107120820895	0.597495664373	0.234170010703
n	0.00817389152564	0.00313135955786	0.00263872200929	0.00324519576281	0.0123476940372	0.0714866657917	0.720171499458	0.178804967001
n	0.0347372390831	0.00468852290495	0.00517222728043	0.00651548211527	0.0282603830431	0.0791629643572	0.604470784219	0.236992394367
a	0.0430890183609	0.00488890241668	0.00539562453622	0.00610074360691	0.0300455038456	0.0661714082817	0.38039262494	0.463916186056
</S>	0.0217068583089	0.00278930531038	0.00285429911622	0.00321591723718	0.0158281070636	0.0400654816848	0.31113302517	0.602407025028
