 	hai	già	mangiato	</S>
ì	0.717134130394	0.152478633627	0.0122339738564	0.118153274058
s	0.665903940571	0.270772044009	0.0156197713907	0.0477042547401
e	0.45071690261	0.50723846927	0.0174505609869	0.0245940710394
g	0.302694202109	0.518959427823	0.15609294605	0.0222534325992
i	0.228844503987	0.462402728008	0.26839721057	0.0403555524751
à	0.091553406986	0.501537813803	0.34882112981	0.058087644035
f	0.0455499422937	0.344825604868	0.542939833403	0.0666846294917
a	0.0300856334751	0.248112632736	0.590024974068	0.131776766544
m	0.0170814716096	0.164884976225	0.645946105623	0.172087439815
è	0.012389580564	0.0765667877217	0.722241992541	0.188801642172
n	0.0171081569772	0.0428310904872	0.72212025618	0.217940511877
a	0.0169538002391	0.0249002496526	0.546632643293	0.411513311312
</S>	0.00881713873596	0.0154789156616	0.358330049496	0.617373890656
