 	lo	posso	finire	di	scrivere	</S>
o	0.452437848691	0.174439233699	0.115057734648	0.0193919623245	0.0678042941661	0.170868908841
s	0.34451121115	0.31392522	0.125793109961	0.0596030862325	0.0829501004828	0.0732172739805
ò	0.255790867283	0.479551308667	0.114702901264	0.0656579625382	0.0479637087652	0.0363332685539
z	0.211796969381	0.449471332622	0.122809856006	0.0494035002131	0.0993850860779	0.0671332675685
o	0.188295382134	0.439416321607	0.122582961795	0.0595847804857	0.11243059389	0.077689968154
s	0.121294202051	0.460396777736	0.184462322332	0.124396806622	0.0735627587457	0.0358871520561
p	0.179603930504	0.330503669445	0.231988257211	0.159924309947	0.0636949528344	0.0342848905798
i	0.195120233824	0.279996137082	0.343331455104	0.122264465969	0.030854120421	0.0284335956493
c	0.0745086234632	0.202365035107	0.435721761008	0.10759247481	0.159916323087	0.0198957996467
c	0.121688187389	0.111748775716	0.375060210063	0.0962069330987	0.258540815544	0.0367550902636
è	0.138100690672	0.106005338212	0.381969633774	0.0903556829749	0.22665655103	0.0569120935045
t	0.066337417464	0.0884337049773	0.478007522258	0.126516402992	0.18618996727	0.0545149728428
s	0.074597875388	0.0821040200058	0.472000071753	0.176346137931	0.11201757461	0.0829343263283
i	0.059262643537	0.0748967111998	0.314290470284	0.326018857977	0.0934247665967	0.132106545483
à	0.0201441563472	0.0351457593038	0.191962116461	0.429399993112	0.211686357332	0.111661611941
t	0.0194330216739	0.0399321737239	0.20313992872	0.388098938157	0.280825187511	0.0685707594199
s	0.0453838030097	0.0794260143566	0.179362888073	0.383197420719	0.215283759677	0.09734610974
e	0.04147857732	0.071315426988	0.099367655037	0.418243447573	0.196732118132	0.172862764553
g	0.0164911100476	0.0355947585912	0.0777445783197	0.375173499524	0.294433022711	0.200563029049
r	0.014496869486	0.0253286800019	0.0842620787146	0.263060863241	0.391339566937	0.221511934081
à	0.0113879586381	0.0147133671137	0.0561051590177	0.162235442414	0.504327370346	0.251230688694
t	0.015352761485	0.0138810448048	0.102646894859	0.147704611805	0.503600484115	0.216814191965
s	0.0297283322571	0.0486568966357	0.137882757745	0.185420222868	0.306107408672	0.292204373388
i	0.0232035142236	0.0526764601763	0.0719703495621	0.125736391309	0.191167174324	0.535246091729
</S>	0.0118158357078	0.0280357919643	0.0402591992436	0.0803717208845	0.167696094362	0.671821330865
