 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.577994715947	0.115336441763	0.0800492788558	0.0159060925513	0.0722257975455	0.0034774866724	0.00513439360912	0.129875791402
a	0.561555801291	0.254765086188	0.0867202384433	0.0114215466538	0.0270455676909	0.00157414411922	0.00339555905451	0.0535220558845
k	0.374190217851	0.333604566329	0.147367061944	0.0320575159335	0.0138933756698	0.00626520176407	0.0229795854645	0.0696424745899
à	0.17269004071	0.50731500771	0.165832506948	0.0389656592105	0.00920405824945	0.00771989252034	0.0294643879869	0.0688084379491
j	0.150197526364	0.58994177157	0.098873062896	0.0233386484362	0.00836173669653	0.035283300354	0.0618480402799	0.0321559004864
o	0.170744068338	0.563183090857	0.0937081149787	0.0264662574161	0.00838917258218	0.0447422634474	0.072669970132	0.0200970510275
t	0.119393945729	0.514283535779	0.16186323945	0.051534825732	0.0146367003134	0.0387507095765	0.0355378198383	0.0639992111213
r	0.193525772178	0.375160011186	0.195527715103	0.0625562277093	0.0193657986067	0.0374050837597	0.023380654019	0.093078750069
a	0.239931704021	0.358003504362	0.179035393797	0.131728019175	0.0110963574931	0.0174097669444	0.00916354722246	0.0536317244039
v	0.113493982614	0.249403673321	0.280745736492	0.168158335098	0.0208553676864	0.0374726697428	0.0869368950237	0.0429333480684
ù	0.0406044288776	0.210585712107	0.384617736591	0.142020248339	0.0316785878321	0.0432875663843	0.115319839444	0.0318858840198
d	0.0203576779981	0.224416373796	0.36276077825	0.13754450802	0.0600228361074	0.0360372831181	0.101006480983	0.0578540539319
i	0.0164634513559	0.172835699533	0.26023518111	0.24770994078	0.0875946009825	0.0484339818394	0.096866463242	0.0698606763442
a	0.00931410181215	0.138017522652	0.173440749077	0.417328144927	0.078632905071	0.0848650233731	0.0681680062715	0.0302335480501
i	0.00373093291759	0.101521539224	0.112084971892	0.446840205376	0.0936637164765	0.143837431984	0.080969944103	0.0173512630775
g	0.00215648039045	0.066264164744	0.0664931263907	0.305721938485	0.208702382175	0.191712090975	0.119971631866	0.0389781833682
r	0.0316727316315	0.0321197258907	0.0428907057569	0.210949778055	0.249332429158	0.200725903992	0.137369163242	0.0949395579521
à	0.0412725926195	0.0188826476922	0.027256992261	0.208311653805	0.2745430434	0.200404549197	0.136965086461	0.0923634377374
f	0.0235697495635	0.0122156983267	0.0205581025777	0.141445163908	0.318015734148	0.223659114799	0.190599039514	0.0699373960258
u	0.0186273193068	0.0104461209221	0.0194391284062	0.135682215279	0.227294979616	0.3069800864	0.194911975838	0.0866181685019
t	0.0173272460032	0.00604996982091	0.0158135702089	0.111980701355	0.165730062179	0.3823535992	0.217742096613	0.0830027527206
t	0.0232293951511	0.0046168220813	0.0104909488356	0.0687178894459	0.20264885398	0.3738001584	0.212267958031	0.104227990021
e	0.0154012564283	0.00321869734393	0.00542451670687	0.0628971511289	0.174638253671	0.384581390133	0.153566740204	0.200272018234
a	0.00529269112846	0.00449664752952	0.00401401901189	0.0530178118976	0.072748063271	0.369951780044	0.266912610435	0.223566376091
t	0.00234486667423	0.00529722009033	0.00472579517016	0.0345041539965	0.0671399367163	0.319310180215	0.400564539812	0.16611329191
s	0.00988501220041	0.0201858687786	0.00699838740619	0.0247667951262	0.130843392115	0.305296639605	0.348056404871	0.153967496323
è	0.0118339222602	0.0245354841477	0.0060228690702	0.0220775279771	0.116070938933	0.285673375402	0.334120961557	0.199664923594
n	0.00522601195498	0.00847021402267	0.00280902358889	0.012784267371	0.0456245669932	0.245312096667	0.485946379852	0.193827460451
ì	0.00303491462657	0.00312121363413	0.00312291322452	0.0288920355648	0.0512452242312	0.187715058289	0.520322883151	0.202545781737
t	0.00403839220666	0.0013053221519	0.00395801411861	0.0379285561625	0.0662185217995	0.172095445896	0.479643795584	0.234811948179
t	0.0115126067887	0.00903679954265	0.0100194072942	0.0365842417996	0.0925060445375	0.175624866965	0.398579259061	0.266136761033
a	0.0115215485569	0.0116259207514	0.0108740771337	0.0330711601532	0.0873320291557	0.132600174802	0.228138435554	0.484836647051
</S>	0.00654295045436	0.00607387108222	0.0056657466407	0.0197754455934	0.0478500709506	0.108000380221	0.159650997777	0.646440534525
