 	tu	le	hai	cucinati	le	verdure	</S>
e	0.509343778335	0.203512114379	0.023802570722	0.0064470984082	0.00501451911297	0.0205992321308	0.231280728985
s	0.481819065778	0.283774239007	0.0411641816407	0.0604339800494	0.0397244430075	0.00754528498857	0.085538833008
ù	0.445840197126	0.326445590453	0.0611131404269	0.0770136981985	0.0496704388677	0.00317992190029	0.036736988314
t	0.364308855309	0.421516280602	0.109619463422	0.0580994531415	0.0303490792547	0.0031824188527	0.0129244143894
a	0.254444185816	0.434648741667	0.193527713407	0.0838414496272	0.0252295423638	0.00318510178223	0.00512326101339
m	0.179821853899	0.323967302822	0.263630141569	0.109648152696	0.100500651179	0.0143422051491	0.00808969146206
à	0.149947900746	0.243355824421	0.328323882756	0.115246813785	0.13053033723	0.0193099152717	0.0132853208854
r	0.185702560055	0.19063186582	0.379078260985	0.119519044862	0.0976121825273	0.0167476114886	0.0107084771692
e	0.125714008108	0.116273781792	0.354967138462	0.267790592707	0.105528157234	0.0149081594887	0.0148181679451
t	0.0599607704575	0.0668811683428	0.337242286221	0.371164844256	0.127665340023	0.0183469599829	0.0187386122244
s	0.0367197636245	0.0913558528743	0.33630960302	0.308982866719	0.179882635141	0.031992714538	0.0147565296161
e	0.0404899607787	0.113098527131	0.24170906907	0.288676122406	0.233540047958	0.0274958421413	0.0549904046374
t	0.0451154145133	0.06340346238	0.141915157695	0.274607022069	0.31025291783	0.0812744235204	0.0834315898191
a	0.0554542044271	0.0328943221921	0.123897105578	0.218507448876	0.342244416863	0.101554821713	0.125447673033
l	0.0547575066125	0.0215066549795	0.105349015358	0.141191748345	0.394782831474	0.120730430211	0.161681813251
à	0.047689356102	0.0107014915363	0.0533402129273	0.115206367295	0.329249400451	0.294056385577	0.149756788124
c	0.0934235859978	0.0191897851566	0.0309833624101	0.127616674805	0.15884876887	0.464140990834	0.105796823185
h	0.0955506198547	0.0325989013268	0.0209730896097	0.0924268426283	0.234625520183	0.481464174449	0.0423608287703
a	0.037202739612	0.0237445703716	0.0108819591019	0.0610361745028	0.337681015685	0.400249696374	0.129203827288
n	0.0172091368032	0.0120203196992	0.0106955811546	0.0484969578209	0.337165429492	0.383779292087	0.190633291829
a	0.0145895891971	0.0119103576118	0.0118311602801	0.0403829402539	0.273440357133	0.301672376016	0.34617324021
</S>	0.0137620278463	0.0130818224649	0.00946437364102	0.0378082443073	0.191427972261	0.194589491988	0.539866086105
