 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.675200527128	0.0250331930733	0.093878297665	0.0274570301909	0.0664002286493	0.112030701365
c	0.671137444488	0.0884282032711	0.138021368063	0.0340104867749	0.0241242758249	0.0442782219941
h	0.499192141343	0.274964311954	0.149039117573	0.0391059382285	0.0100791820417	0.027619336109
a	0.416148461868	0.416014061546	0.126354940063	0.0225487058023	0.00342147480444	0.0155123669192
n	0.322126254528	0.481717497143	0.138902328923	0.0498585225097	0.00150146881435	0.00589393033437
a	0.202574909175	0.576210906514	0.158468517326	0.0583760838654	0.000859612644102	0.0035099813948
v	0.138951282632	0.497496228198	0.248084111327	0.090794412269	0.0157940139572	0.00887996850058
o	0.125120513258	0.359078672759	0.351173162109	0.123001666096	0.0292476800787	0.0123783189467
r	0.133699588354	0.377285746453	0.26024006797	0.134782144985	0.0309556909683	0.0630367510234
à	0.0930418419633	0.284635563491	0.23563553899	0.237901277728	0.0419006501752	0.106885109515
s	0.0885596846111	0.127377532544	0.342956523397	0.277220048343	0.0553685509184	0.108517654142
o	0.114535691349	0.0810245732827	0.391980665466	0.270440556548	0.0463059186975	0.0957125917473
t	0.103412894711	0.0503421839903	0.403755040022	0.299912639449	0.0607156179905	0.0818616219558
s	0.0617570192419	0.0561852671601	0.469127165541	0.249975186816	0.0644393934835	0.0985159764719
o	0.0483854583292	0.0517864933979	0.366650595427	0.234770393005	0.0591900160945	0.239217055177
m	0.0836113941189	0.0680920825499	0.196816576722	0.276298357335	0.0984762350915	0.276705350472
ì	0.0935262015688	0.0734427111619	0.152583423307	0.313481018712	0.175696822797	0.191269803037
k	0.0382098496124	0.0260971187539	0.112912006769	0.337002314571	0.312339167199	0.173439529346
u	0.0203044585588	0.0104006383958	0.071790315173	0.306053604057	0.3896502316	0.201800739715
à	0.0115464194183	0.00433878966869	0.0307707734317	0.268198745939	0.500457461533	0.184687798172
i	0.0195275647567	0.00234654714534	0.0165303394445	0.215997190366	0.584508868844	0.161089490991
m	0.0323273545946	0.0310563240481	0.0298458209761	0.172132804722	0.584726573715	0.149911143304
è	0.0221936306697	0.0400136554282	0.0321032870114	0.121742896174	0.684401026672	0.0995455161413
r	0.0525400059809	0.014544064824	0.0157780760465	0.0918440211513	0.730856764691	0.0944370649138
i	0.0628663296038	0.0064295200516	0.0101902801133	0.0674049951998	0.518030357497	0.335078520438
</S>	0.0319224579587	0.0038172645992	0.00528902929138	0.0364509070839	0.330676655948	0.591843689219
