 	le	ragazze	vogliono	guardate	</S>
t	0.53615902157	0.196121352626	0.0688946900216	0.0374283750352	0.161396556936
a	0.43029726105	0.410821134889	0.0304930244108	0.0547803774882	0.0736082061093
k	0.320708635605	0.526779840963	0.0329884591088	0.0753942755411	0.0441287942406
o	0.238524869097	0.637133943654	0.0433108526349	0.058841573943	0.0221887579683
r	0.132826003686	0.683737717418	0.050971425159	0.0885678189403	0.0438970145642
à	0.151269400182	0.563304433339	0.0762389596107	0.154694611061	0.0544925759664
s	0.169789567367	0.498884632113	0.0890588110012	0.183740523637	0.0585264673208
i	0.110807746187	0.462701666038	0.197970511334	0.165509971487	0.0630101026186
a	0.0540932912236	0.376049969713	0.407497717206	0.124273905783	0.0380850993338
t	0.0230698490528	0.217174307698	0.51447030005	0.186797287597	0.0584882466608
è	0.0232902182412	0.194855412873	0.50081190169	0.207997874019	0.0730446008829
l	0.061873670156	0.228735212504	0.450716951723	0.186071581893	0.0726026054836
o	0.075133735118	0.219021058064	0.359461582641	0.264431367031	0.0819522814279
n	0.0419043781246	0.167254112844	0.294394411054	0.432311728477	0.064135387696
e	0.0215174776438	0.111964666916	0.308111653991	0.470010645226	0.0883955633853
k	0.013427759191	0.0989050617663	0.294971718744	0.487883684009	0.104811770708
a	0.00858290389438	0.0547146973312	0.280855923328	0.522622705336	0.133223751616
n	0.00917485406807	0.0388279987861	0.240055729389	0.547233675112	0.164707727005
o	0.00934334421594	0.0246120569962	0.187896921203	0.550688517437	0.227459158802
n	0.0071582198708	0.0189883358902	0.157490512394	0.551804228879	0.264558723401
i	0.00627163678188	0.0133510704108	0.106401132711	0.561593790293	0.312382400934
m	0.00701582831477	0.00905880786438	0.0732518076237	0.598736197431	0.311937367151
m	0.0716132396636	0.0151111596388	0.101183855215	0.601998169144	0.210093568785
è	0.0893274208011	0.0145826431095	0.10044388588	0.526570309715	0.269075733823
n	0.113749211503	0.0094134800371	0.053928878148	0.545665790372	0.277242633374
a	0.125218766991	0.00876463420879	0.040082033369	0.414305868924	0.411628681891
</S>	0.0689997301994	0.00668419090303	0.028546450294	0.292489746962	0.603279861945
