 	può	che	sono	ancora	svegli	</S>
i	0.650420540222	0.077263392199	0.007173183872	0.0282830505911	0.0843077743801	0.152552089234
s	0.664950093394	0.108756605764	0.025804959464	0.0711612547751	0.0748388663293	0.054488245938
ò	0.635956979218	0.189668105279	0.0440770642707	0.0830889994834	0.0259821603233	0.0212267132875
z	0.498277688539	0.29771995276	0.0722578822902	0.0747265190345	0.0222068274032	0.0348111447938
i	0.278418056153	0.450233050587	0.13193275739	0.0790778798938	0.0209643388636	0.0393739307995
k	0.121077615624	0.532773929182	0.183410643183	0.126843664659	0.0207550740091	0.0151390901791
a	0.0472480313747	0.447366911381	0.309223245114	0.165991904962	0.0215447418606	0.0086251692413
ì	0.0287331310362	0.315901485447	0.430815136305	0.143730248227	0.0735839803559	0.00723601305017
n	0.0266339139901	0.209326522136	0.454877443035	0.162350034916	0.128681191306	0.0181308935878
e	0.0200529398318	0.142113934406	0.391071637945	0.337985730439	0.087775248157	0.0210004986226
a	0.0101260854976	0.0701424739167	0.266200733315	0.55052060348	0.085811119879	0.0171989624894
n	0.00775503757573	0.0366519836429	0.184023693688	0.490528397693	0.176425867853	0.104615000318
k	0.117626449166	0.0423671375976	0.139025493133	0.353094604338	0.198896082898	0.148990227862
ò	0.157898930325	0.0455881215292	0.132637833498	0.371333696019	0.189652402546	0.10288903199
r	0.065743951537	0.0291880644731	0.110414431499	0.44754474934	0.252553587715	0.0945552267033
a	0.028176765557	0.023694411884	0.111859071485	0.446333610087	0.309827217032	0.0801089255678
a	0.0113630021208	0.0186227441332	0.10245925381	0.378455527402	0.424626593271	0.0644728826826
t	0.0235405339644	0.0270064551301	0.049478815444	0.288566561401	0.460974604557	0.150433024594
s	0.115130074887	0.0328239325368	0.038170183306	0.229588649534	0.350152251572	0.234134890838
ù	0.127434165962	0.0179495032047	0.0257679180697	0.204998119891	0.360417703111	0.263432587599
n	0.0446767820645	0.00834762151465	0.0101857216669	0.14329693957	0.44649497907	0.34699796078
n	0.0688129465572	0.016828513186	0.0071306349559	0.0955737359167	0.447055727723	0.364598437993
i	0.0750055012965	0.0176152241991	0.00557855963727	0.0914547940722	0.457842999508	0.352502919998
t	0.0551868055566	0.0333782264848	0.00532199570646	0.0854211062194	0.423586629529	0.397105239446
i	0.0483617353547	0.0387705672894	0.00871183776862	0.0694313867151	0.256733639203	0.577990840595
</S>	0.0243488594331	0.0200177934537	0.0103516332045	0.0538899352276	0.157236831502	0.734154951298
