 	io	voglio	che	Maria	venga	qui	</S>
e	0.687239618454	0.057006078025	0.0055895919908	0.0150139451037	0.0661636879865	0.0236993245405	0.145287757871
v	0.679748653039	0.0942442623383	0.0157833108736	0.026293276423	0.108673812411	0.02594241153	0.0493142809598
ò	0.4943880306	0.240067854691	0.0327762542832	0.085910471897	0.0846204754483	0.0355581262826	0.0266787986767
t	0.253328398753	0.427429633964	0.0821780858231	0.12363545164	0.0518752892921	0.0415438717465	0.0200092903106
è	0.114495072624	0.608180454921	0.127008976074	0.0841350260675	0.037153566827	0.0204801495349	0.00854675001062
l	0.0656806666377	0.57815344344	0.125968253958	0.0779808915245	0.0424837699151	0.0509542347263	0.0587787136396
o	0.0599983621963	0.386663899613	0.290578303853	0.0812239530835	0.0457228489512	0.0608656846043	0.074946929728
n	0.0439262857952	0.302463360871	0.447573320684	0.0666286262145	0.0725955165748	0.040143566699	0.0266693379616
a	0.019910277229	0.246324090057	0.444203064295	0.154232959351	0.0898291818223	0.0342888392234	0.0112116184695
r	0.0121016286078	0.173706215452	0.413091103078	0.174871503784	0.165025773192	0.0535659617788	0.00763782314029
t	0.0164601753137	0.173278275484	0.388843657339	0.129632094605	0.198537099815	0.0666933952316	0.0265552909781
i	0.0171186369319	0.149965554119	0.38721949578	0.211624938079	0.165394667721	0.0332860674216	0.0353906177607
e	0.00767962728803	0.0684560065943	0.25318194204	0.308273847426	0.271512560003	0.0683595123416	0.0225364878716
M	0.0255188550225	0.0696412574281	0.15498930506	0.274507695862	0.338397284841	0.116722704994	0.0202228993953
a	0.0515512633908	0.137034262196	0.151956127487	0.248945480049	0.2840399343	0.105099059085	0.021373885202
r	0.0409817245649	0.186763362419	0.119672078276	0.24995816656	0.24425789308	0.127362927156	0.0310038581637
ì	0.0191024463919	0.177642209862	0.117312679385	0.187248964489	0.25365935264	0.181712351492	0.0633220062607
a	0.0136455673545	0.135905556611	0.100257248902	0.118614945467	0.294883377693	0.259294614897	0.0773986966202
e	0.0260749061934	0.110057752224	0.0666483782371	0.053620650684	0.320816756231	0.360807022299	0.0619745377401
t	0.0348269086117	0.0910938517054	0.0804313670925	0.0284106974197	0.275844163157	0.411899920766	0.0774930903334
t	0.0801023448472	0.0769279684397	0.0918827620945	0.0224852689539	0.208505802406	0.423244367789	0.0968514919005
ù	0.0857317508798	0.0499555813529	0.0576128648488	0.0261987361846	0.134458758309	0.408507421463	0.237534914536
</S>	0.0434389570295	0.0273428053959	0.0331865297604	0.0236353268223	0.100951516005	0.390278856731	0.381166046268
