 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.546849877929	0.251205137918	0.0314650927538	0.006263184965	0.006104377767	0.00713726764203	0.0021541038669	0.148820933933
t	0.358285788043	0.398388133306	0.0848438654953	0.048768619043	0.0083406628458	0.0147154021144	0.00598932382264	0.0806681877014
è	0.163340097614	0.597774692435	0.0908923375318	0.0601841764593	0.00907895925717	0.0164373623022	0.0072520552256	0.0550403211426
l	0.0950311310713	0.660745402812	0.0957396420906	0.0625912814994	0.0107611351963	0.0117950324388	0.00373104805109	0.05960533894
i	0.0819859375362	0.477719544671	0.269185438297	0.0844490492198	0.0126745592287	0.0105210818346	0.00252597170046	0.0609384213646
f	0.0695599242119	0.320386837824	0.441338706499	0.118887523633	0.0156504361202	0.00929141401495	0.00351009905359	0.0213750587706
a	0.0484293310155	0.230325645755	0.501372171233	0.172290747144	0.0244986523721	0.0106545274836	0.00393582927028	0.00849310684339
m	0.0576876067494	0.160407410552	0.468467517678	0.195845943981	0.072519407996	0.0178850934732	0.0208682516652	0.00631878067859
è	0.0561802886682	0.140130368991	0.401750192959	0.198945695994	0.0863135980575	0.0496850779427	0.0319409368551	0.0350538450587
n	0.0546600090487	0.144972339104	0.320723341586	0.238809749665	0.0589813179447	0.0752745450739	0.057091643125	0.049487056788
o	0.0521367114315	0.119939506594	0.212429133611	0.290690763555	0.156059840875	0.0757769602826	0.0642800179559	0.0286870616249
o	0.0207404421789	0.108245041026	0.135597715568	0.259070341652	0.289788661038	0.111293003294	0.0525760547728	0.0226887327006
l	0.0462502522161	0.068454639744	0.0782792686987	0.204037284151	0.351176040466	0.128351212611	0.0998222157376	0.0236290797975
i	0.0563898361371	0.0369762387317	0.0978964819276	0.194628268184	0.342906532155	0.14175187565	0.104666804459	0.0247839632892
m	0.0507662430651	0.0371992949677	0.104408005137	0.202473520795	0.291743429072	0.137724981503	0.12748703564	0.0481974911931
i	0.0482092682282	0.0343751519089	0.0751678369313	0.212029170932	0.251998352377	0.162576325254	0.13081051412	0.0848333901977
a	0.0181372579026	0.0198352390765	0.0575053158428	0.170438597345	0.197411188632	0.331972620818	0.10027743392	0.1044223557
f	0.0401869770452	0.0162276158311	0.0301052522876	0.104535083616	0.174835012851	0.362637840806	0.188006582193	0.0834656204743
o	0.0479866104666	0.0130126103278	0.0227629000973	0.0894066467853	0.15433383275	0.354931593869	0.218198846084	0.0993669454781
r	0.0258348858883	0.0171753416416	0.0200390924406	0.0634548549484	0.085287187572	0.37896953509	0.266397710961	0.142841391626
à	0.0179564437392	0.0177364548219	0.0115032735447	0.0297222153981	0.0386703129653	0.294192341817	0.347722952654	0.242496000229
</S>	0.0092599771708	0.00952919725299	0.00627223155915	0.016259972062	0.0249362901616	0.253291190989	0.340749969327	0.339701157814
