 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.538652823955	0.13419982655	0.109164062119	0.014465919308	0.0052727076759	0.00449977612233	0.0259597610064	0.0177622561213	0.00881260332056	0.0152931494567	0.00975785315971	0.0424606368288	0.073698637362
n	0.423493360939	0.215712147917	0.15633428464	0.051455193034	0.0129882373292	0.0182164313539	0.0146317796082	0.0106659942437	0.0126081112024	0.00854089865523	0.00506432679049	0.0172347160111	0.0530545397802
ì	0.239418680394	0.424016749972	0.137648723213	0.0654872248527	0.0169217897352	0.0229731884906	0.010048825214	0.00823241736968	0.0138683226092	0.00614006074271	0.00339134302437	0.00593350758575	0.0459191775513
c	0.122108121148	0.514910081191	0.124133094804	0.0804439679829	0.0323446389205	0.0121708141355	0.0171889813478	0.0230024172333	0.0169289265544	0.00708858380373	0.00976966137769	0.00803678561915	0.0318739203837
h	0.085939437358	0.421516008264	0.158139070779	0.136715364421	0.0462283829402	0.0163377184459	0.0212027348742	0.0281068368398	0.0181759954496	0.00801016834815	0.0119172406805	0.0087131820534	0.0389978345338
a	0.073149370523	0.359441561821	0.283008768037	0.164435311434	0.0379100742867	0.0189773417327	0.009872231509	0.00989404172711	0.00737752056476	0.00383513909363	0.00414952217336	0.0029228578638	0.0250262248459
n	0.0312971443469	0.22044416434	0.382841541279	0.184453121958	0.0379104114089	0.019430595505	0.00701198257186	0.00654568206334	0.0374542869929	0.0149296906725	0.0302903116264	0.0136369314451	0.0137541146711
d	0.0173327034378	0.150382828047	0.30694529056	0.241942654399	0.0562110581963	0.0265882579083	0.0282835957389	0.0165574554209	0.0501536443169	0.0325652685714	0.0428474163472	0.0172658062133	0.0129240170434
ì	0.0451075577613	0.175621677346	0.21238616732	0.2945912204	0.0718502486321	0.0531807269908	0.0391918581176	0.0241694485504	0.0247223535613	0.0273777639996	0.0185133465085	0.00583140497856	0.00745622105639
s	0.0529414144045	0.162932499245	0.181182714107	0.2848432688	0.111248069917	0.0693055761049	0.0262483317389	0.0221836280853	0.0383219355722	0.0163951954318	0.00922827915082	0.00464383772834	0.0205252587005
o	0.0253890854705	0.117260858563	0.134377177762	0.2993775456	0.225706950746	0.0721791993616	0.021931099171	0.0167618448464	0.0401041039756	0.0120024882613	0.005919695988	0.00424520790425	0.0247447677949
n	0.0123103693308	0.0654193920738	0.0908409681807	0.275023207067	0.301788113315	0.0765310297205	0.0164170643863	0.0124149775921	0.070870723752	0.0369784434748	0.0252449242197	0.00483939516675	0.0113214137767
t	0.0164431132793	0.0354503863266	0.0572911635269	0.239479250822	0.282323001938	0.0716347645068	0.0430195782914	0.027466154592	0.0868773546077	0.0801961831243	0.0457058782757	0.00534704612376	0.00876613441576
a	0.0207178325065	0.0408372884394	0.0365242481823	0.226414930741	0.286586046079	0.144305957236	0.0623100785105	0.035379961758	0.0406856496601	0.0692030250966	0.0298844296365	0.00210177118455	0.00504878612043
i	0.0106819136491	0.0423704480183	0.0317112926541	0.15685681918	0.28771388516	0.206397558412	0.0800268094368	0.0373104995773	0.0525697474102	0.0607114916831	0.0215345308259	0.00487165074057	0.00724335637442
k	0.0173900394596	0.0279992625495	0.0296608072634	0.0934352799	0.208733266053	0.188690501471	0.159277354119	0.0720174917324	0.0660997464167	0.0729898082527	0.0388641992672	0.00950492939539	0.015337310139
i	0.0203291821785	0.0188662463245	0.0242919394845	0.0943543796733	0.182354216551	0.221867178424	0.19387572076	0.0884316426241	0.0425860602964	0.0592432752154	0.0341299182372	0.00692650376349	0.0127437394079
a	0.00778225276887	0.0142559334035	0.0158867291286	0.0876932719711	0.17051613185	0.262821550741	0.17049692262	0.0807176813347	0.0631705122763	0.0890266780224	0.0240632068468	0.00797773119939	0.00559139616566
t	0.00521369534342	0.0113040918053	0.0165586046239	0.0477799208037	0.12765990095	0.262359513447	0.145861553607	0.0954247944449	0.100872343379	0.0992930221555	0.0338271104098	0.0234051149147	0.030440336834
è	0.00584113639863	0.0131827196724	0.015074993578	0.0377523455746	0.13175989405	0.248804948882	0.119890762116	0.0965691025816	0.16427185206	0.0780887985185	0.0264561234167	0.0241478381971	0.0381595010921
r	0.00817027801675	0.0164332238274	0.018973958458	0.0374407573915	0.122179697483	0.215217291094	0.175026673619	0.102521387561	0.18433541674	0.0741730921595	0.0175422083376	0.0115362421471	0.0164497926055
a	0.00761163006313	0.0120536282779	0.019320145127	0.0300158951232	0.090783405341	0.160801626165	0.21939797574	0.210185002714	0.1317107769	0.0772968554598	0.0252283031419	0.00690917864173	0.0086855911095
m	0.00638238599842	0.0094599873553	0.018600283541	0.0292080797579	0.0649855274603	0.120196514235	0.225534690047	0.271616363698	0.0949593290333	0.0856780175199	0.04034554571	0.0274735034053	0.0055597746575
u	0.00583963898317	0.00821154392655	0.01805464308	0.0244968188073	0.0452199985401	0.0992667911917	0.240039264729	0.266383847433	0.0970772032778	0.0991633810066	0.05457914559	0.0356998156953	0.00596790118117
t	0.00274809553603	0.00637640921702	0.0115097580539	0.0147061020302	0.03596973038	0.0936046596839	0.17454679969	0.242165663878	0.171682573293	0.115957895482	0.0731927280087	0.0400899305056	0.0174496660524
i	0.00180597947646	0.00608596545049	0.00934359297224	0.0113579293839	0.0323138573977	0.083897326068	0.112942476323	0.228138604126	0.238199457764	0.123753558121	0.0880982189249	0.0433108800224	0.0207521639828
