 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.475364101757	0.154153861249	0.031294675758	0.121497452749	0.0610647602482	0.029859462039	0.126765662871
n	0.423223956742	0.247090748521	0.0980185411703	0.103279323577	0.0693641188599	0.0120025462927	0.0470207461931
a	0.316673105783	0.368263936174	0.148520947354	0.0690606574873	0.0713877367786	0.00605762551034	0.0200359748299
v	0.219414164348	0.339029574258	0.173122550142	0.147953183417	0.0746477470132	0.0219749758444	0.0238577962911
o	0.208972461011	0.243773116939	0.247378457141	0.167298582886	0.0796296959352	0.0274043771192	0.0255432967584
r	0.180102251047	0.3071440719	0.25994859534	0.0887938017093	0.0928654424479	0.0132576941947	0.0578881373409
à	0.137649618093	0.244635212167	0.252933472013	0.0839909798364	0.181490886038	0.0106662426159	0.0886335920349
s	0.132456403902	0.114838648222	0.260041879904	0.174111776345	0.208640049413	0.0171967482644	0.0927144758456
o	0.11222512791	0.0941667253403	0.261543491835	0.284444437448	0.152429894306	0.0179453886976	0.0772449043709
o	0.0942058057623	0.0710385922061	0.204484951741	0.336713905616	0.247737027297	0.00986966285455	0.0359500381663
s	0.0350449257804	0.0306627461297	0.10611018351	0.404595561672	0.303642421032	0.0385189376747	0.0814252194497
s	0.0161296757679	0.0341917523512	0.153016225103	0.467915877224	0.159495230777	0.0468380928096	0.122413154466
o	0.0146873896705	0.0320315856694	0.152423220624	0.404114542541	0.155868835759	0.0404479677019	0.200426467254
m	0.0796559771626	0.0378094669334	0.0777464322307	0.323497637714	0.198831089386	0.061092354074	0.221367035471
ì	0.101191154581	0.0421823746224	0.0588927197722	0.288062902705	0.234282165262	0.109037428458	0.16635125135
k	0.0602743477123	0.0193000514741	0.0359847331593	0.232096668168	0.283216743421	0.227892966753	0.141234477317
a	0.042037713394	0.00838057533521	0.0195380173017	0.148815823429	0.345942369807	0.284015046451	0.151270427839
m	0.0193110321751	0.0155304358423	0.0306756442552	0.096077081783	0.373936508269	0.31241460975	0.152054662713
è	0.0108976513649	0.0177747326926	0.0341099784455	0.0780335996477	0.311891127623	0.429396080583	0.117896818938
r	0.0107021488994	0.00753074907979	0.0167296122162	0.0546484816426	0.283713793941	0.515810496194	0.110864716939
i	0.0100570199123	0.00407341184691	0.0106860679079	0.0416339745066	0.207172964647	0.431707741665	0.294668819473
</S>	0.00657537479278	0.00249887763823	0.0062303078277	0.0211942044319	0.134549819524	0.328624721232	0.500326699737
