 	sicuramente	stanno	ancora	svegli	</S>
s	0.763161804285	0.012336797118	0.0085083229176	0.0180484278655	0.19794470269
i	0.830265944762	0.046403269496	0.00934137967637	0.0289472279915	0.0850422049301
k	0.695180853587	0.0887180853287	0.115889176019	0.0402121639386	0.0599997204605
u	0.589170540529	0.18895771934	0.151662958239	0.0245551048304	0.045653676438
r	0.530159214363	0.27687227578	0.160998909455	0.0130311489337	0.018938457672
a	0.460175335908	0.35410799706	0.166887171736	0.00875203883827	0.0100774687193
m	0.440679019169	0.329522712307	0.173696369694	0.0361712143289	0.0199307082136
è	0.38334874039	0.320889228056	0.214662302363	0.0536453427509	0.0274544094547
n	0.307449463699	0.380878644685	0.207366424976	0.0721981931972	0.0321072906364
t	0.313372241068	0.400207262895	0.176482423842	0.0700422018031	0.0398958953528
e	0.254565653603	0.496145991632	0.181239277039	0.031486642021	0.0365624602689
s	0.155008154981	0.485781019477	0.271715273373	0.0487869026193	0.0387086709676
t	0.197446087494	0.446412367826	0.265192049384	0.0487758214701	0.0421736820225
è	0.159089853798	0.460320110335	0.302142118361	0.0363223309387	0.0421255744562
o	0.057819770477	0.352332127687	0.43755756812	0.118722811562	0.0335677176141
n	0.05261577165	0.178952815311	0.484282321507	0.192654033437	0.0914950760667
e	0.0525111676477	0.168065424059	0.459420240969	0.207454303292	0.112548881302
a	0.0213844410707	0.175271238548	0.448676963323	0.290208362644	0.064458993034
n	0.011362307258	0.0873352206667	0.402699357721	0.333925158481	0.164677944171
k	0.178942707897	0.0613614762109	0.263636781787	0.268594175947	0.227464858359
ò	0.233392915608	0.123562496735	0.202349142129	0.269217924702	0.171477533128
r	0.0881006269047	0.125942120665	0.250861968643	0.374793981567	0.160301305209
a	0.0400262149662	0.11100109108	0.250802739754	0.425205910449	0.172964038903
a	0.022526422257	0.109715002512	0.206485358391	0.497994213743	0.163279000701
t	0.0415429248728	0.0580882141116	0.166581401084	0.497308158648	0.2364792911
s	0.110072824574	0.0621338387552	0.148727809788	0.344220387696	0.334845124953
ù	0.10659035218	0.0642898017536	0.114457494903	0.355381934512	0.359280410171
n	0.03647104551	0.0291880141314	0.0715433787479	0.454737218991	0.408060342924
n	0.105877578044	0.0131668102075	0.0452266866028	0.433070553284	0.402658375708
i	0.129815459841	0.00837994593311	0.0420082112209	0.425989632095	0.393806765569
t	0.101514540339	0.00709686278052	0.0465268261223	0.406361461912	0.438500318556
i	0.0905011347753	0.0102425992888	0.0394046720814	0.243370539917	0.616481047885
</S>	0.0453573660721	0.012029709707	0.0296549323487	0.136736742059	0.776221240943
