 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.749836348219	0.0910691680561	0.00201501990583	0.034995346761	0.014017406725	0.108066707378
c	0.656435569406	0.178955360585	0.031564025012	0.0394121421349	0.0566290954201	0.0370037826643
h	0.603301602069	0.244210503928	0.0489448136383	0.024656123276	0.0660072221773	0.0128797177689
e	0.55255680689	0.373841971776	0.028785584841	0.0159422222893	0.0238221713855	0.00505123791047
p	0.342070233163	0.513915832592	0.0513145790797	0.0440612805599	0.0451433254517	0.00349472022689
o	0.243286031288	0.587861449531	0.0617953023752	0.0521955551053	0.0518379574122	0.00302367011268
l	0.171517002811	0.549742597124	0.125756178634	0.0636290462051	0.0785160378887	0.0108391109963
e	0.0732685171159	0.499269772988	0.220545526454	0.105348298488	0.0873126562789	0.0142552106674
m	0.0429416049042	0.427806852596	0.297960991411	0.128087145916	0.0912811384876	0.0119222547297
ì	0.0225829584961	0.304359349665	0.32332043905	0.192709190572	0.127523181737	0.0295048786519
s	0.0235989014987	0.313944475755	0.27411581747	0.222784743657	0.123270642212	0.042285423722
o	0.045135205029	0.288234141805	0.286364656957	0.239357132152	0.108858506284	0.032050352282
n	0.0407341003079	0.181416613028	0.265511549031	0.277555962051	0.214484216461	0.0202975511087
t	0.0407091865369	0.097180767216	0.252916452989	0.343511916017	0.24581334902	0.0198683161762
a	0.0434802851482	0.070638255652	0.206364683003	0.420087858006	0.215499028507	0.0439298721187
ò	0.0191010398094	0.0459789081707	0.105915504946	0.382002629335	0.386583398436	0.0604185096362
l	0.0122473499726	0.0323014500036	0.115331047842	0.320043984645	0.477988136192	0.0420880201621
i	0.0112144193286	0.0357551330273	0.125929546098	0.329055962615	0.441439340977	0.0566055869207
t	0.00758640298297	0.0277046764398	0.0752007730427	0.348236031938	0.473276416183	0.0679956962002
i	0.0054286994288	0.0191009001208	0.0571630687222	0.294639866779	0.544581775718	0.0790856817601
n	0.00298498558641	0.0124726110205	0.0448100268359	0.237772373533	0.600961785239	0.100998200753
a	0.0020740324625	0.00901746417009	0.0335513017894	0.201218385251	0.646788869746	0.107349927551
d	0.00231639427453	0.00951870734262	0.031421165407	0.19449090035	0.654986341449	0.10726646869
d	0.0240495011428	0.0133122872475	0.0228811637639	0.258815191317	0.533291835248	0.1476500203
o	0.0305090401009	0.0109835823102	0.0195769197578	0.235564100239	0.357568704314	0.345797663597
m	0.0171812792603	0.0181059535671	0.0206331179083	0.208673186946	0.365591745171	0.369814706732
à	0.0132618231556	0.020800659149	0.0195854318128	0.169275942095	0.490145730124	0.286930388444
d	0.0136421317547	0.014436509907	0.0104130264618	0.129644304012	0.583604753208	0.248259257015
a	0.0137982402531	0.0125433616476	0.00730879276436	0.114687548555	0.485181483836	0.366480584538
</S>	0.00817483826791	0.00779914660167	0.00497868445782	0.0616943962035	0.355829996318	0.561522960269
