 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.628348528289	0.18095145196	0.0203180521609	0.0156956629484	0.021828139071	0.00680204049468	0.0174427674443	0.108613362167
M	0.551678693496	0.216471266707	0.0264993353035	0.0528920744609	0.0629326087791	0.0227819214118	0.0249160923538	0.0418280074484
à	0.491207023232	0.256119186702	0.0440750785592	0.0659984701004	0.0737004253178	0.0277193026636	0.0230020590163	0.0181784479336
r	0.434432968357	0.325311366101	0.103332008124	0.0519481871803	0.0498877551267	0.014336407767	0.0094383216364	0.011312980818
i	0.274102476828	0.425103857034	0.180789210108	0.0546626147268	0.0418204946286	0.00976186568199	0.00489747341487	0.00886199999812
k	0.160659091065	0.334746590858	0.221587814789	0.159786894849	0.0945128399199	0.0123226581521	0.010225852894	0.00615825613836
a	0.071864120775	0.252533793399	0.28914967735	0.239602634323	0.1159141083	0.013489680143	0.0120289886516	0.00541700788576
e	0.0408599867352	0.24102910966	0.362654636917	0.227827316508	0.101651069787	0.0172182666314	0.00558821491225	0.00317141448991
n	0.0307691504679	0.1243259857	0.307996530172	0.316673168769	0.126943106529	0.0546464989438	0.0133330055764	0.0253125645345
è	0.0346158786556	0.0882929520733	0.282496974791	0.380441219056	0.106986371623	0.0607109958037	0.0146465115445	0.0318090985984
f	0.02638415509	0.0775454412644	0.290364759837	0.420332102552	0.121672110521	0.0361724238004	0.0137113866983	0.0138176462863
a	0.0168864995211	0.0519749600349	0.212920821439	0.421558025764	0.23433414144	0.0385992675341	0.0151466152199	0.00857970509477
m	0.0143900244657	0.0387520318145	0.140143395138	0.338474558501	0.36421037828	0.0481071019314	0.0488829166395	0.00703960277092
è	0.0122079312572	0.0230043337841	0.103984912128	0.267376972234	0.39274600376	0.123366134664	0.0656578667058	0.011655831637
n	0.00901708164427	0.0147650149516	0.105970894383	0.218209439745	0.382322244587	0.157475969821	0.0973385720283	0.014900773939
a	0.00686795441526	0.0104893335089	0.0857758123517	0.146732185429	0.414293695596	0.177572685274	0.137775486992	0.0204928487663
m	0.0050262455635	0.00863211992971	0.0468295451291	0.0878901924437	0.417109923932	0.221413132425	0.166645284331	0.0464535451421
a	0.00412963840791	0.00652847538893	0.029358681428	0.0601790240043	0.390261092737	0.247606984608	0.191749054244	0.0701870444007
i	0.00213589635341	0.0044272064632	0.0173143770149	0.0390900311953	0.386341705628	0.306224254803	0.185038089841	0.0594284522822
a	0.0024446116428	0.00466205565243	0.0153454447541	0.0330721768312	0.369188389415	0.336362609334	0.201947372907	0.0369773540227
r	0.00647623630189	0.00586259199371	0.0153936833898	0.0475761603457	0.288856930388	0.348458867845	0.215112666536	0.0722628810409
ù	0.00807934910262	0.0103084555696	0.026412552221	0.0490228535451	0.181357017423	0.313000333348	0.259874759879	0.15194470028
s	0.00554495940739	0.014276656628	0.0370382102757	0.0350756567729	0.110745206834	0.271342604183	0.33741177976	0.18856493596
t	0.00526853485673	0.0101982123317	0.0248338255714	0.0510719176397	0.0649724091753	0.243655324194	0.38859927132	0.211400501953
i	0.00408791317219	0.00520857331414	0.0107950257163	0.0459540420036	0.0398954510788	0.190446256957	0.397852231973	0.305760508751
k	0.00254254379287	0.0036083608886	0.00709080587891	0.0183112274348	0.0295892409693	0.158956025598	0.479796867524	0.300104939397
o	0.00242724843857	0.00414651518485	0.00747506099465	0.010563588142	0.031081445216	0.147013464126	0.473444486775	0.323848198946
</S>	0.0022528990124	0.00513787230333	0.00882378681808	0.00892708681054	0.0319528078173	0.135757939673	0.382034210787	0.425113401473
