 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.577302722618	0.163587880414	0.015538156371	0.099510695139	0.0031400815291	0.0052502762197	0.00151384739733	0.00312196319296	0.00701624211175	0.00687881209523	0.0114863893854	0.00346883800117	0.00556200653776	0.00526399711414	0.0171840837428	0.00443683496192	0.0137676271531	0.0229763420011	0.0329932159736
d	0.430942451982	0.268415398405	0.048570156237	0.106919391332	0.0123782059694	0.0206427642217	0.0103191533042	0.00748898211779	0.0158767881907	0.00390870547811	0.00790124937428	0.0104806635715	0.00407661823466	0.00337806492957	0.00607616700884	0.00300105123901	0.0183766418091	0.00784731944362	0.0134002339357
i	0.260027277661	0.396133124402	0.100407959412	0.0916222108013	0.0201299376415	0.0262175239073	0.0142967900403	0.00932920904719	0.0198626876986	0.00292258618357	0.0067433146016	0.01277167592	0.00361341059706	0.00278004643119	0.00221395608997	0.00252252097112	0.0198994303572	0.00272777254303	0.00577857374252
k	0.166649919187	0.459328831201	0.116810802937	0.0853041794378	0.0152216430995	0.0439065119994	0.0123686683654	0.00685738885256	0.0238856520286	0.0017278951934	0.00995629078927	0.0232545949079	0.00481926184653	0.0022962002362	0.00101445114029	0.00127726481457	0.0088467304164	0.00147484616312	0.0149988860341
ì	0.115610360805	0.452523546134	0.183554559912	0.0592808623526	0.0212821790318	0.0522727078517	0.0123931237499	0.00606278087408	0.0249975545729	0.00137625559678	0.0110054119451	0.0267248887835	0.00508930589993	0.00211331058681	0.000629736896892	0.000858027647487	0.00516174634555	0.00105522016387	0.0180084296931
m	0.0755556311777	0.440696551111	0.231653290637	0.0589148563242	0.0315064414226	0.0344840899578	0.0150702517343	0.0107465128998	0.027599842701	0.00378714365185	0.0100594025531	0.027741463471	0.00493933395981	0.00266923812057	0.00093294654662	0.000603978832159	0.00241851487209	0.00186755051253	0.0187529647063
m	0.0864368841259	0.364034637437	0.206618594946	0.0639940173414	0.0524277517242	0.0367133538499	0.0263181899454	0.019839518047	0.0332962524616	0.0059012385991	0.0102603382042	0.0290716487817	0.00576338260225	0.00380125728284	0.00111538760051	0.000558579231681	0.00264494518048	0.00215355868098	0.0490504825065
u	0.0641691407261	0.261533070612	0.328512649715	0.12227100038	0.0591901787114	0.0288001481046	0.0246659649111	0.0151591705108	0.0207917936016	0.0034102196626	0.00423832427016	0.0109829483959	0.0037661600783	0.00243232807002	0.000517771236664	0.000253386641501	0.00205106692185	0.000734782661502	0.0465199136417
e	0.0261159459756	0.138549580224	0.415281578305	0.205234841867	0.0608637807038	0.0305255489415	0.031855835585	0.016226200758	0.0279513191613	0.00204635721295	0.00589334927714	0.00943557737367	0.00516225323584	0.00201891980867	0.00240017148807	0.00083645690068	0.000857577511578	0.002135604717	0.0166091208776
m	0.0310965231367	0.0940963466947	0.302997080502	0.225646332662	0.0705885348346	0.0597147697938	0.040453153019	0.0361404929693	0.0596906008177	0.00376312463454	0.0239193036326	0.0244388973385	0.00688465658474	0.00290118016276	0.0037900915957	0.00230290243131	0.0014289259487	0.00330591855535	0.00684118363238
à	0.0331383800933	0.0855022864849	0.284260052834	0.228075387587	0.0830234948115	0.0827416875313	0.0318728903903	0.0339988901538	0.0607390915938	0.00671386488735	0.0272204352277	0.0240928421155	0.00516477159947	0.00293653845318	0.00245855845739	0.00207448344035	0.00153199026442	0.00180787868299	0.00264648696762
n	0.0167161940331	0.0560889568456	0.282486049478	0.249493494329	0.111746028804	0.0792866438438	0.0403626757101	0.0239783674953	0.0400846484215	0.00836198814055	0.021113329279	0.0164935362022	0.0173095307827	0.00932596393911	0.00135344459273	0.00635692549753	0.00112738065628	0.012746687858	0.00556816606566
a	0.0106186885687	0.0365227854917	0.169906192293	0.23903199051	0.160156517535	0.102742398815	0.06594988507	0.0325716286051	0.0552292846872	0.00693856971418	0.0184551422137	0.0160223732972	0.0375219430442	0.0146159754345	0.00162350685101	0.00804359215577	0.00103035490807	0.0164483755736	0.00657079708901
m	0.0189046353128	0.0379266681951	0.105392371764	0.213685596637	0.175249287578	0.136723406005	0.0724929149967	0.0370147127684	0.0684979891224	0.00725247262373	0.0210978063216	0.0413330284276	0.0322887052626	0.0111151418203	0.00351053715943	0.00440743283663	0.00212066855717	0.00788976713118	0.00309683810463
u	0.0219420159599	0.0365488777667	0.0757852674147	0.177595127946	0.200841700993	0.149302615468	0.0756841277056	0.0387561416561	0.0878917737295	0.00734500526124	0.0236303272223	0.0499527741428	0.026154853337	0.0103753816814	0.00475572986694	0.00341872670655	0.00256288969329	0.00501062880958	0.00244600311918
o	0.0082849974455	0.0164445694562	0.0493692770869	0.114099181195	0.244531089398	0.169162520823	0.0977048691685	0.044682803572	0.109484669443	0.00937601816575	0.0288529553348	0.0325789465593	0.0292519569005	0.0116002958413	0.0219935418974	0.00497086908215	0.00210552894009	0.00187850882047	0.00362737926371
c	0.00554899321863	0.00799098981906	0.0299587044843	0.059692135685	0.185416677399	0.196521727074	0.0979190167895	0.062716704744	0.107619518121	0.0136591599353	0.0693341209959	0.0749360747579	0.0254862266955	0.0102037323775	0.0275650835961	0.00815874077188	0.0102595993496	0.00142349706709	0.00558930394905
i	0.0059745845462	0.00566824119055	0.0236150514914	0.0425984883017	0.158733952533	0.209327432891	0.109176603063	0.081936028448	0.122871926347	0.0130697118718	0.0684833686286	0.0806464409471	0.0277694135149	0.0123056965173	0.0136383952838	0.00635407277821	0.011970034967	0.00110214131259	0.00475842023731
ù	0.00703823526852	0.00533143658016	0.0244045047705	0.0346367491672	0.180813401111	0.236583973564	0.134474653088	0.0843182783493	0.128874044382	0.0208052641839	0.0458867301495	0.0340402271378	0.0270390771	0.0147987474919	0.00875463640474	0.00433131613105	0.00439677665041	0.000602086744564	0.00286984641048
r	0.0112702968743	0.00674333354183	0.0242975524802	0.0278825301491	0.164862310237	0.252241360921	0.144123926429	0.0841886571831	0.120276746594	0.0274805005746	0.0477280151832	0.0363287727549	0.0205369290673	0.0135377149133	0.00478669098784	0.00431146083688	0.00242704877571	0.0027763019344	0.00419985195611
i	0.0093296954308	0.0055357139688	0.0181065622658	0.0204011622044	0.114124241546	0.190117863574	0.166607908943	0.114827293728	0.177938064265	0.0286751382449	0.0407410901677	0.0399139786639	0.0349015177944	0.0206505464018	0.00415471808483	0.00444845250256	0.00208582517358	0.00330695347722	0.00413328927617
m	0.0107405505094	0.00378494293246	0.0109685578953	0.0133216401961	0.0661981753153	0.161260801525	0.157976448114	0.138195286176	0.195506894708	0.0334469438883	0.0412262284959	0.0774617504006	0.0390439821515	0.0218641449793	0.00867081839288	0.00621090505345	0.00507075808793	0.00627775241197	0.00277344005479
u	0.0111540672477	0.00311538580392	0.00821140038794	0.0095572726395	0.0518419330184	0.136026294002	0.151217930505	0.147934969805	0.198088972856	0.0371010712134	0.0389813636386	0.0950088746662	0.0407197208505	0.0247888336871	0.0195291838726	0.00916353377695	0.00722199838184	0.00728852579739	0.00304869527362
e	0.00393562633746	0.00162306855254	0.00452387086605	0.0047515375269	0.0327703404195	0.0792573121873	0.142799940635	0.144491766402	0.246751578285	0.0506636017751	0.0495149482462	0.0677273524021	0.0501620308368	0.031263476483	0.0620408788085	0.0155080759974	0.00676988891739	0.00275008475722	0.00269463439972
m	0.00501493647724	0.00287653020288	0.00669855071814	0.00465735761657	0.0264791321065	0.0695457002224	0.114870921345	0.128312716187	0.220044235408	0.0643622147117	0.0680958870954	0.126221627014	0.0382356458123	0.0234490589077	0.0700055426925	0.0156810321978	0.00718073308538	0.00394927320406	0.00431890278387
