 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.65767847707	0.0858637605994	0.0361853885951	0.0117674030152	0.00580835955762	0.00905818312045	0.00306479348823	0.0790693612207	0.111504259071
ù	0.666399238873	0.168524454735	0.0339021766118	0.00432498983468	0.00235746051368	0.00327583653379	0.00162114434156	0.0731419869551	0.046452706632
t	0.661975599107	0.174371349592	0.0314805516403	0.00179738881837	0.0137245796323	0.0113400274254	0.0128093147333	0.0707180047046	0.0217831934179
t	0.660863553042	0.121509641845	0.0491188127184	0.0261202126573	0.0178221456363	0.0152389690811	0.0188814626028	0.0702431310517	0.0202020871623
o	0.659595268459	0.192734040204	0.0516042230488	0.0341736033483	0.00726865035625	0.00681426882804	0.00943674174943	0.0239117569825	0.0144614803676
t	0.543483095698	0.262830952915	0.0523528919776	0.0239952979925	0.0211484878845	0.00985814222047	0.0109463099619	0.0232362542598	0.052148604201
r	0.509017974733	0.195028561055	0.0523317239791	0.088477559841	0.0261539988256	0.017257915744	0.0150598848464	0.0232333752966	0.0734390393295
a	0.412900081405	0.248829457522	0.139781361966	0.102124610089	0.0193073172036	0.0151027770592	0.0120698344828	0.00853216227951	0.0413524176879
v	0.21473950471	0.315284594927	0.192083166989	0.0763591926857	0.0498190960072	0.0305225204904	0.0118901583903	0.0753485772484	0.0339531813323
ù	0.108094256518	0.372759482929	0.186455016663	0.0874291097419	0.0777917794157	0.0361563748081	0.00951141062144	0.0973282992988	0.0244742681766
d	0.0798138213693	0.41031488895	0.227906936088	0.066452422694	0.0677866954472	0.02459665423	0.00769185440079	0.0577040102184	0.0577327233852
i	0.071633619006	0.265774829723	0.349623405229	0.0990566635247	0.0675443587577	0.0258062717553	0.0070430777716	0.0445232375153	0.0689945325157
e	0.0288538858269	0.134726884608	0.457911067076	0.173249423823	0.101767899119	0.0309677372904	0.0147367376032	0.0325547252686	0.025231638562
e	0.0128362013105	0.0736876339493	0.415185325425	0.236230672869	0.12866065084	0.0488873225768	0.0359493784685	0.0359444935776	0.0126183176178
t	0.0415707423777	0.0602729048831	0.287684962168	0.25017506073	0.12326302348	0.0835408716056	0.0672867247402	0.0340374521902	0.0521682508022
o	0.0498309018392	0.0445415172077	0.178163374016	0.242266142443	0.17089108116	0.160080561402	0.0637549604821	0.0269336502061	0.0635378275458
n	0.0187314721606	0.0236434653492	0.131263338499	0.202279631361	0.239213326513	0.229653805667	0.041732756354	0.0457562145814	0.0677260046456
è	0.00709320286494	0.0144197291697	0.0756088641263	0.14402029038	0.310488591631	0.260341988422	0.0403553163247	0.0774366153365	0.0702353835259
g	0.00627925265945	0.036023811747	0.0552885849288	0.12620309594	0.306594904957	0.310458177474	0.0307989663389	0.0952021506255	0.0331510340593
r	0.0315451421747	0.0415003607377	0.0441309543096	0.116691441213	0.200812678066	0.342416027825	0.104511685184	0.0860455012485	0.0323461987664
a	0.0373264035454	0.0156207078887	0.0204122805365	0.10829450458	0.175731239355	0.331267691275	0.186690585028	0.0739063392562	0.0507502428955
t	0.0155586504355	0.0105241905487	0.0161835501348	0.084127197296	0.197778680385	0.332901220692	0.153323341109	0.127797173961	0.0618059979605
s	0.0144064332697	0.00830405469457	0.0123376170609	0.0705092937587	0.163923204328	0.380465158497	0.17434170777	0.116677977276	0.0590345544082
e	0.0120514935241	0.00323796412617	0.00596075451097	0.0567374410709	0.127906697109	0.372441545166	0.248898183273	0.093359231252	0.0794066777754
è	0.00414665440811	0.00140782906157	0.00311065496832	0.030602731949	0.13698445839	0.273497375822	0.255851806186	0.219650889217	0.0747475822118
n	0.00299262047015	0.00663588671286	0.00888515571691	0.0268760785837	0.15322510335	0.233342472374	0.237776717208	0.283698262406	0.0465676865773
a	0.00278836803616	0.00870245656656	0.0124191629124	0.0387845483979	0.133008443283	0.213157778658	0.280979447623	0.258481234442	0.0516785547458
p	0.00250735813548	0.00531460721139	0.0127846810791	0.0301468346893	0.0883768003943	0.192575656486	0.264304445428	0.355859383654	0.0481302275353
o	0.00262546695543	0.00452452099817	0.0125827319916	0.0275927815352	0.0699247611848	0.174968787495	0.238135791135	0.414401517218	0.0552436337984
è	0.00131691136034	0.00240139620294	0.00605027492549	0.0246264925162	0.0463392693683	0.122001046912	0.277871653189	0.461591813739	0.0578011437661
t	0.00165003645341	0.00545273813445	0.0146875431101	0.0260108133564	0.0645764746761	0.104437750117	0.288601722548	0.435428771713	0.059154154322
a	0.00196171788482	0.00692027560047	0.0189387152892	0.0392105880046	0.0898805094994	0.0958222684003	0.254631167069	0.327438981504	0.165195776007
</S>	0.00134499684673	0.00431462648317	0.012065234178	0.039577058273	0.0777236298107	0.0816958202421	0.208382973665	0.322485674452	0.252409980004
