 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.582791248679	0.171485672129	0.0491092150714	0.00500987237746	0.00301450737668	0.00231118851789	0.00322752896543	0.0146023784052	0.0749143470646	0.0935340360108
M	0.508999097026	0.27528156191	0.0196502501051	0.00274035207619	0.00597356667575	0.0112769295593	0.0400824601697	0.0299968903955	0.0729151965229	0.0330836898608
a	0.378961229209	0.445782961303	0.022703861655	0.0075833648334	0.00789993121088	0.0146364997822	0.0521535782696	0.0275048510182	0.0294802550052	0.0132934579812
r	0.283464833003	0.486472994934	0.0530364276517	0.0180374869501	0.00975619383826	0.0128318151636	0.0536414922703	0.0194933445035	0.0109957006472	0.0522697061797
ì	0.187212220738	0.555664596811	0.0821334273306	0.0171700138645	0.00859912671889	0.0115212822817	0.0526332673596	0.0160609209031	0.00460010495794	0.064405043215
a	0.128400789025	0.71397140027	0.0774304358502	0.00980211308591	0.00594424844078	0.00603077523509	0.0195771289862	0.0098119783156	0.00620104160975	0.0228300923112
à	0.0964791849493	0.726231901423	0.105690815517	0.0186342642084	0.00626913645681	0.00966139475813	0.00977773634756	0.0104165870561	0.00772197191038	0.00911701192361
r	0.0598607076574	0.498149293341	0.231628648139	0.0694325030811	0.0383118866158	0.0294442204514	0.0192794282459	0.018541216679	0.0297975354098	0.00555455295144
t	0.0558961776119	0.221713624527	0.379671822846	0.140758170627	0.0719092520253	0.0386255499238	0.0262434965216	0.0231100316544	0.0363955283394	0.00567633336306
e	0.0725224847102	0.145843637269	0.456949128549	0.187192804009	0.0641687225418	0.0286690548079	0.0157932503828	0.0128216603307	0.0125467100557	0.00349253587711
n	0.0572214912146	0.10522038144	0.434484223343	0.19761807601	0.0452933318073	0.0337524093	0.0391326722083	0.0483204050573	0.0357384217062	0.0032185861818
a	0.0276536373453	0.0801992505433	0.422999127534	0.211736878277	0.0522337768691	0.0458949128973	0.0516300666394	0.0607902842574	0.0437042499399	0.0031578283725
s	0.013730484247	0.0601335559746	0.377237022318	0.261611135099	0.0597580761564	0.0482458825658	0.0345995921025	0.0788261038318	0.0619726734405	0.00388547437341
t	0.0175380162677	0.0283803159611	0.289636021253	0.325287922773	0.0610298545855	0.0489975212219	0.0312849755502	0.112195539692	0.0703241613479	0.0153256545707
e	0.0191943414929	0.0212422998156	0.231183074404	0.317856008351	0.126855955995	0.121958942674	0.0420328444567	0.071777908063	0.028515602087	0.0193829849587
m	0.0104258860657	0.0140591205291	0.131342040501	0.299639775529	0.156041454198	0.156799013825	0.0906772457456	0.0630466841613	0.0662927927939	0.0116759407572
