 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.380524304596	0.244017873161	0.048325099379	0.030145027463	0.0766654987925	0.0287496731552	0.00356549898283	0.00543134215092	0.0127511912928	0.0158589784636	0.0152954509501	0.00848509751547	0.0125700785481	0.117614903707
p	0.34703686558	0.213709409507	0.124623317096	0.0390782796443	0.099622120576	0.0376380953061	0.0290541698959	0.00832859567971	0.0132146952409	0.00691590938937	0.00947854631273	0.0053253118141	0.0132717076327	0.0527029982981
e	0.302400465127	0.189702777956	0.192449267599	0.0636849717414	0.0718804246139	0.0564276437002	0.0438421179379	0.00773392373301	0.0133381592284	0.00383502914741	0.00747842302059	0.00289714404105	0.0135052289344	0.0308244365179
t	0.212016277636	0.226025673259	0.2251695469	0.0659464449978	0.052467886779	0.0527665251867	0.0406686450852	0.0104835914449	0.021899750677	0.00947517353342	0.0106823438178	0.0020214006086	0.0412160054775	0.0291607551187
à	0.089773356386	0.24412159444	0.310302245967	0.0524901584479	0.0849584404817	0.0396584761749	0.0357814837841	0.0143297567345	0.024767417599	0.0114437527327	0.0117562297614	0.00172496405957	0.0504408033603	0.0284513248067
c	0.131362545383	0.232122081493	0.269528138122	0.090981830938	0.0963554263206	0.028855123123	0.0213900921649	0.0119598673415	0.0123796021995	0.0312139989008	0.0212381042949	0.00297563381379	0.0185416133216	0.0310959449922
i	0.145103268983	0.159392125404	0.232030358574	0.192253808797	0.0731809919135	0.0371122731137	0.03587549088	0.0104343894292	0.00829401815275	0.0380915710275	0.0246932169163	0.00343898454147	0.00799352898897	0.0321059720781
a	0.0624540159055	0.0994618184941	0.290316331191	0.306475530795	0.0912660216445	0.0451119193439	0.0420015636137	0.0104200492362	0.00339773119028	0.0179827012408	0.0153647046787	0.00163706608581	0.00306728063717	0.0110432586659
e	0.0251780434903	0.0582102182885	0.270557500064	0.389416516554	0.112423523282	0.0569917528213	0.0279292819779	0.0124591646269	0.003492466501	0.0150180883127	0.0206948939064	0.00170591709996	0.00175286306346	0.00416976948946
t	0.0113907039855	0.0483835846466	0.186820918488	0.357041487429	0.149273552694	0.0651723040071	0.029470959346	0.016100810965	0.0306203412787	0.0414020463601	0.0370724531169	0.00443952331033	0.00486775941848	0.0179435450347
o	0.00540856966498	0.045222650389	0.109067121096	0.268650547076	0.240734074365	0.100512888936	0.0581573453353	0.0200857024863	0.0393517208512	0.0461067594914	0.0341355378824	0.00472514023101	0.00556381944333	0.0222781201619
s	0.00295170847519	0.0588391121638	0.0857420680587	0.201488036825	0.268529266788	0.125829755319	0.101813205512	0.0319337653821	0.0380799743894	0.0353554012805	0.0209718982427	0.00523289560127	0.00540788037455	0.0178250443185
ò	0.00164340584161	0.0611748903822	0.0610651828462	0.159360652595	0.288664108929	0.125752280113	0.134908209637	0.0503931826807	0.0397811600478	0.0326760092915	0.0173958372393	0.00551663096996	0.0053144192517	0.0163540357049
