 	che	non	li	aspetiamo	</S>
n	0.481308010006	0.169188254652	0.0477313498997	0.0406377052066	0.261134692912
a	0.376692040069	0.325264979417	0.151268851207	0.0259527845339	0.120821351382
m	0.236340839656	0.362921701319	0.226626485269	0.104997544175	0.0691134331817
i	0.154099320972	0.363374621953	0.283041798623	0.137248958532	0.0622353213684
t	0.142508689997	0.316246087991	0.288298126374	0.202369684565	0.0505774130673
u	0.129731478365	0.289668837604	0.322544981625	0.223216790459	0.0348378867531
s	0.0663666991194	0.254790932755	0.348843932475	0.282509278477	0.047489141935
m	0.168878181692	0.129869275425	0.200846695445	0.385060690226	0.115345150076
ì	0.208310110664	0.131472525428	0.203302593235	0.293763244402	0.163151522603
n	0.205063157188	0.126596870609	0.241250891478	0.293557537027	0.133531540394
o	0.198642178888	0.0847317896383	0.266027109359	0.304986718716	0.145612203311
m	0.106638548272	0.0878554827148	0.312653468653	0.295221801912	0.19763070915
e	0.0690745228029	0.0689295646891	0.227455131218	0.304188423571	0.33035236769
</S>	0.0349311011438	0.0377875243209	0.168347858609	0.300882767085	0.458050755845
