 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.606974200789	0.01839098968	0.0251926024309	0.0874064572153	0.0250820260433	0.0478931125608	0.0324996576909	0.156560980113
è	0.62324853455	0.0548036749333	0.0915569554842	0.0898602688486	0.0191079075202	0.0344938864833	0.0326969589356	0.0542318077065
l	0.552971648717	0.0968116869044	0.118653886115	0.0644165906127	0.0419263180676	0.0162338347915	0.0296227939628	0.0793632174403
o	0.366915075172	0.301838578655	0.0916010156517	0.0640803022576	0.0499509252684	0.0100759258067	0.0277902017258	0.0877479591369
k	0.220970273086	0.441117568471	0.0847077113801	0.0624359458959	0.0931387047887	0.045944616872	0.0206180927079	0.0310670760868
a	0.156527674044	0.475525943743	0.0934157710896	0.073446163612	0.112034611662	0.0582157600088	0.0181657422963	0.012668345465
i	0.0976215263003	0.393560355981	0.24067925113	0.068994174064	0.086312776045	0.0313279256731	0.0743911614783	0.00711285306551
M	0.0423423476374	0.230134611763	0.263790851797	0.0705703464213	0.126512202155	0.0717466371984	0.17797433006	0.0169286761694
a	0.0920154163175	0.22642497715	0.247702110778	0.0717098185371	0.115248846621	0.0817967015504	0.145529597068	0.0195725427698
r	0.200936511172	0.174630829437	0.274992234076	0.056634094309	0.0752571350426	0.0483773010611	0.130722126129	0.0384497921213
ì	0.232436022671	0.163255581883	0.188461693577	0.107079175316	0.0657028374675	0.032919121353	0.16341138556	0.0467341954949
a	0.149968576073	0.159519852383	0.130267189119	0.212241042852	0.119859684343	0.0341836638103	0.166323803948	0.0276362082414
è	0.0683931465985	0.0931216412293	0.0949209430463	0.222346782977	0.177737287114	0.0738291029901	0.248232774949	0.0214183452847
n	0.0482073959743	0.0705333252118	0.0680530334408	0.159824885486	0.208360643171	0.10950691455	0.28940802961	0.0461057766924
a	0.041234518527	0.107849067574	0.0650263441056	0.119318517495	0.21843604739	0.149133456023	0.22979470555	0.0692073397608
r	0.0283656329143	0.0943591723787	0.0630805211219	0.102104445405	0.26776574233	0.156597065341	0.229168874903	0.0585585554203
t	0.0477109486641	0.0519787851682	0.035670607218	0.0758364616617	0.29075788351	0.14485246894	0.204313982781	0.148878868982
i	0.0506252289697	0.0551326657903	0.0405832472113	0.0527746336539	0.23056650527	0.14812797354	0.163222294807	0.258967452056
à	0.0184188188746	0.0405123048445	0.0473761068626	0.03601736643	0.148268144537	0.115736473229	0.398791943336	0.194878853429
v	0.00712926995728	0.0143635291324	0.0441042306777	0.0393173185553	0.120672929424	0.0665526933677	0.568989999112	0.13887002869
v	0.127986991328	0.0180274999348	0.0344519051112	0.0441815972424	0.122859175039	0.0330247482112	0.395803790264	0.2236642799
r	0.255854669595	0.0344533997689	0.0200387292664	0.0244980404653	0.0657732945315	0.0636676545417	0.212030428168	0.323683785049
i	0.175770061519	0.0298947895636	0.00789731249576	0.0121109957237	0.0352108269617	0.0780286714092	0.120866830176	0.540220519232
</S>	0.0907924832122	0.0185368450567	0.00561417858332	0.00822751940395	0.0274740862798	0.0541087255096	0.077384423988	0.717861741616
