 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.566120041901	0.110446688873	0.00756944577692	0.0179556538465	0.0363677139197	0.0837473572326	0.0188216835055	0.0143543252727	0.00480630677927	0.00123189976475	0.00604342950991	0.00601037028413	0.014535466966	0.0424749043109	0.0695147171063
v	0.681066102731	0.0799651685163	0.00970592779639	0.0211317513136	0.0210031904362	0.08779518661	0.0220989693949	0.00957979281951	0.0125642934086	0.00358368241033	0.00322241989344	0.00329758785077	0.00579621957581	0.014420775534	0.024768928109
ò	0.594247166977	0.221055735447	0.0417532265596	0.018391171507	0.0161070696871	0.0347622543412	0.0237156917609	0.00807625191998	0.0151739425502	0.00438994414005	0.00227570354406	0.00237499118231	0.00287170496433	0.00502208749426	0.00978304192179
s	0.323472826992	0.432992834349	0.0661090282905	0.056302554709	0.0357737293484	0.0455805220209	0.0108749102722	0.00341771765489	0.0108680127617	0.00249620955855	0.0016426944825	0.00125950066801	0.00185992146318	0.00256040683659	0.00478912342475
t	0.123888950658	0.556833433183	0.0871770951875	0.0717545800673	0.0478122591809	0.0583668907597	0.0110714172703	0.00337059410083	0.0206189491892	0.00676182654727	0.00168350750869	0.00139759805794	0.00191316885068	0.00175186934799	0.00559786157893
o	0.0648846783758	0.471442469761	0.202972944706	0.07740666316	0.0617564148917	0.0738561885319	0.0103750788494	0.00313294570559	0.0183245172447	0.00723465988331	0.00109078327329	0.00109191945049	0.00107229095999	0.000612047743795	0.00474640093971
d	0.0516340286866	0.291319618987	0.242082156389	0.16058344978	0.0985067266839	0.0917168347113	0.0130594690846	0.00285444089021	0.0212461423556	0.00329460735694	0.00221389584944	0.0061100111358	0.000974008682097	0.00968847228503	0.00471613588157
e	0.0343977369491	0.198629576289	0.238067982003	0.235793384367	0.095119726028	0.128655442313	0.0140916214625	0.00288609325438	0.0223488784252	0.00198332057117	0.00235253986245	0.00768402464935	0.000909825636235	0.0127072744896	0.00437256302057
r	0.0170601532452	0.12967295867	0.223558862208	0.308178343429	0.0771221757027	0.15605705706	0.0124305089472	0.00451855383773	0.0208409615382	0.0021177217297	0.00964076581328	0.00292789062893	0.000561116313082	0.0067821468907	0.0285307775905
f	0.0243901352377	0.206063702537	0.177879899268	0.284499332183	0.0590236403409	0.092551867526	0.0249025462957	0.011937241782	0.0406020599459	0.0119186023477	0.0170162701459	0.00227751262666	0.00105605132217	0.00485961992805	0.0410215368902
ò	0.027313730158	0.221394601712	0.187547242021	0.311876592234	0.0588800050803	0.0575161156513	0.0308554450106	0.0189406425627	0.0361116634989	0.0156931520344	0.0110024653908	0.00192623398764	0.00100010935034	0.00168253398223	0.0182594797513
m	0.0236759106592	0.140824962637	0.166663147074	0.391038238078	0.0790022428468	0.0703718011338	0.0258316879102	0.0167348755773	0.0214303321205	0.0123774871662	0.00661672469773	0.00405036322415	0.00470956006386	0.0149333183523	0.0217393515667
u	0.0211104089114	0.096583506218	0.142728640038	0.313061168426	0.164914115749	0.112076829045	0.0364929615701	0.0226061987082	0.021367346934	0.0103068021398	0.00576257560579	0.00467531273377	0.00602568917491	0.0193664106113	0.0229220348031
e	0.0097204587065	0.0400161952765	0.10560227635	0.235993466475	0.27633192325	0.146547917482	0.06793136079	0.0309615983027	0.0436526384753	0.00908565371667	0.011174632293	0.00494380382348	0.00310349376589	0.00688620830515	0.00804838007096
n	0.0205341978342	0.0202803938913	0.0673537949473	0.214883689758	0.238656257217	0.162880576794	0.0919895253967	0.0311887829076	0.0558449666451	0.0118979357841	0.0210346652957	0.00656253163617	0.00391641981895	0.00897847521619	0.043997808419
t	0.0515623943425	0.020082888898	0.0723448564224	0.199294727953	0.132052306006	0.153885133698	0.118821550732	0.0571528741959	0.0523786306217	0.0255781060094	0.0256555861586	0.00805323035992	0.00602628691088	0.00965930950944	0.0674521208334
u	0.0465140695652	0.0178731661508	0.0735634144175	0.153584461798	0.109528703002	0.180278435099	0.151796302211	0.112877952799	0.0508911162606	0.0291309211325	0.0218337131892	0.00857359220284	0.00515506862605	0.00366091911945	0.0347381553573
t	0.0172081216006	0.00962046522236	0.0503198928092	0.108254764333	0.0957399850007	0.2488676693	0.189344564237	0.113162838113	0.0409904999202	0.0151451937068	0.0259574227898	0.00760092482541	0.0062672667753	0.0109102471591	0.0606101375269
ò	0.00718465026473	0.00528361332523	0.0356989504651	0.088844518831	0.0802228240002	0.273807784633	0.202586407012	0.0994984092843	0.0598827704401	0.0147444344823	0.0350438558101	0.00773000219847	0.0072214798779	0.0133879514227	0.0688623458974
g	0.013952291641	0.00803741919219	0.060800601755	0.0890640317103	0.0827860139334	0.241234757478	0.157317770317	0.127066931161	0.0733200540467	0.0184059658874	0.0321995052228	0.00801546099616	0.0137038728074	0.0241903152506	0.0499050122697
r	0.0237421557132	0.0161979688707	0.0750036688265	0.0746134996034	0.0726911460645	0.152627820659	0.123685821552	0.18348199972	0.0760042138156	0.0295330154558	0.0233771158603	0.0275432163987	0.027846096013	0.0304584261115	0.063193829163
a	0.0157226478369	0.0137724989741	0.042282641317	0.0459131830827	0.0613650615455	0.12709830532	0.151061691711	0.225210314547	0.114028528072	0.0554798811199	0.0330990875334	0.0372708059362	0.0228212831921	0.0131915984258	0.0416824488305
z	0.00771557803834	0.00982281856922	0.0260058598562	0.0351059713358	0.0363759963725	0.13506344844	0.154563493717	0.197352530809	0.151835230244	0.0731474884946	0.0486971036711	0.0268830374487	0.0140396755607	0.0346599823719	0.0487317568426
z	0.018700808533	0.0655199658437	0.023296623578	0.0310785733053	0.0216037731908	0.101120500347	0.105669283792	0.185875286456	0.129543795335	0.0734483419849	0.0489478922964	0.0488551767829	0.0302748396707	0.0438811206263	0.0721840004295
a	0.0200513249747	0.0795757078465	0.0132445823894	0.0179135448047	0.0167567982796	0.0964487809157	0.105200432911	0.201538145872	0.130321696145	0.0757088787416	0.0783573898115	0.0597632149676	0.0309569518934	0.0174316983315	0.0567308501282
m	0.0144579671003	0.0343626759714	0.010157187521	0.0124299773278	0.0159498654572	0.128501565932	0.12216199375	0.182392786251	0.164124531582	0.0733796308939	0.0917998316172	0.0529538717959	0.0233422599318	0.0352418079996	0.0387440565841
à	0.012558350421	0.0191695265162	0.00894282875453	0.0097444984234	0.0128130674648	0.103998022511	0.103894828017	0.192758779657	0.204225750661	0.0820436664113	0.0997577562191	0.0500218055786	0.0327411607346	0.0432877895132	0.0240421735174
i	0.00429692303152	0.00693982741237	0.00556622489514	0.00867757453473	0.0104708904162	0.046526269987	0.0769163408163	0.161812407236	0.240834419487	0.131846327788	0.162715460806	0.0599875598795	0.0312543549155	0.0388495199564	0.0133058824055
è	0.00168266272374	0.00288539668148	0.0047482511689	0.0081116018121	0.00937343423617	0.0258364690737	0.0669986524028	0.0747547050487	0.220126112409	0.190929696181	0.177372634562	0.0915860431665	0.0711990003718	0.0442556967841	0.0101396210962
n	0.0025234892293	0.0037991798125	0.0106670440784	0.013787515425	0.0175915420607	0.0256473346612	0.0808966686943	0.0483128827296	0.170749425916	0.200846734807	0.118413931614	0.0929097497555	0.0893417109239	0.110532229888	0.0139805399134
a	0.00269242292285	0.00408014887047	0.0119128878555	0.0161420182464	0.0222070391243	0.0275341108826	0.0744680888248	0.0474161073085	0.144097327172	0.181904436269	0.162771297271	0.0878127339052	0.0724239544346	0.127842304136	0.0166950862205
n	0.00280811943315	0.00485006145124	0.00992018212541	0.0116721797425	0.014754822354	0.0202021732324	0.0458786669483	0.0423161348562	0.118589448257	0.17520228584	0.19440414669	0.107609992128	0.0733787391382	0.143237199152	0.0351758054628
g	0.019719141669	0.00981081111085	0.0108017179061	0.0095009005103	0.0102054811546	0.0115462354355	0.0302728363828	0.0460208458001	0.0823755761523	0.16215603615	0.122324306563	0.142666145949	0.109882485246	0.178256811784	0.0544606516763
r	0.0292804506149	0.0112771807394	0.00751825000697	0.00570747691377	0.00834128482647	0.0109130288792	0.0297637260409	0.0648663577534	0.0844039632908	0.143757654437	0.109712125794	0.18224319265	0.143531188682	0.109300224628	0.0593838947236
à	0.0155596076219	0.00705846916274	0.00500409723824	0.00371186027932	0.00626603065393	0.0124054763523	0.023145702407	0.0550565346211	0.0719404927369	0.132256709513	0.120910075738	0.165328111722	0.134872252243	0.137681873509	0.108802693524
m	0.0122687103925	0.0139532157846	0.0141794064823	0.00879868314851	0.0116784217309	0.0346070743527	0.0265672083023	0.040695095397	0.066184981379	0.130333986358	0.0847328285193	0.116636906079	0.099987282717	0.22378450917	0.115591680461
m	0.0169877940176	0.0176599127751	0.0179688425328	0.0116541375288	0.0160693545968	0.0419874886751	0.0423645502479	0.058583292039	0.067740541393	0.109796855339	0.0739263738358	0.17932925176	0.080052415359	0.18616343999	0.0797157473543
