 	stava	ancora	cucinando	</S>
ì	0.777810324096	0.115349507117	0.0253987025949	0.0814414576051
s	0.757139042385	0.170448474707	0.0273364862436	0.0450760106656
t	0.717264926615	0.180130030828	0.0629689401796	0.0396361214063
i	0.720436082205	0.201503758544	0.0566494655635	0.021410695897
g	0.631468745035	0.227417216308	0.124353545858	0.0167604840283
g	0.629073297312	0.203232715676	0.148209023504	0.0194849704887
h	0.656284563571	0.202966384405	0.0643147355153	0.0764343323995
e	0.474940508807	0.310972605535	0.0550691462118	0.159017732011
a	0.276881225708	0.439356708512	0.123376588937	0.160385465187
n	0.147562925421	0.441437512124	0.164007073879	0.246992489753
k	0.21719843837	0.378543702561	0.129622471126	0.274635390871
ò	0.266464740781	0.342772003887	0.231601359842	0.159161907537
r	0.153346052984	0.328651407896	0.389556327147	0.128446229179
a	0.111873962619	0.305909091397	0.425910828529	0.156306117126
m	0.0957312280773	0.225772036297	0.521982151656	0.156514580242
a	0.0767946881511	0.145853680473	0.566203423885	0.211148210854
r	0.0809925015204	0.0906687706357	0.550461758895	0.277876983391
è	0.0518362354407	0.0711861824906	0.672179270565	0.204798319177
o	0.0227331333338	0.0587967163039	0.694157214188	0.224312927972
n	0.0764313975386	0.0294041011897	0.515427620463	0.378736872657
t	0.153521047549	0.0206947567259	0.387759727021	0.438024456419
a	0.114546034502	0.0179413097137	0.28621888474	0.581293757406
</S>	0.0623890339496	0.0108331774545	0.18728882727	0.739488948703
