 	il	ladro	è	entrato	da	qui	</S>
o	0.515246800544	0.296848658609	0.0083453768236	0.0107525046682	0.00801218984993	0.00730650867543	0.15348798086
l	0.299356410284	0.381134362436	0.0186930854719	0.0976241920734	0.123551526032	0.0232790876415	0.0563613417518
à	0.118963281533	0.441896581812	0.079685940124	0.141480245878	0.162050062295	0.0318266203131	0.0240972711547
d	0.117638756939	0.454248966737	0.103249693188	0.169486377813	0.0903154767731	0.0214771458256	0.0435835775623
r	0.197428860037	0.333255069326	0.0908962753627	0.179365342338	0.0853453120057	0.0148691814121	0.0988399314258
o	0.184193993817	0.283764705922	0.245609471741	0.125614786039	0.0684261814612	0.00686360197725	0.0855272349137
i	0.0860816307646	0.241567061341	0.365490459914	0.180681152406	0.0806419490871	0.0125065577953	0.0330311891826
m	0.0322345803869	0.160779739668	0.254139669005	0.306143258535	0.175061895513	0.0559463286091	0.0156945451396
b	0.0253697077332	0.0718852748747	0.226303472608	0.420071029272	0.180579631702	0.0639696028024	0.0118212911609
ì	0.0333121792581	0.0554606093462	0.269270007609	0.384252435384	0.144842531101	0.0385086848408	0.074353557111
k	0.0249606260467	0.0461638609316	0.247365992003	0.333752341495	0.21092898803	0.0394455007628	0.0973827066797
e	0.0136296713197	0.0271331747116	0.187552055767	0.318597830672	0.339544249607	0.0611036826968	0.0524393453399
a	0.00756449818613	0.0121496521937	0.0915457871592	0.255471199631	0.403831283802	0.179707651699	0.049729909492
p	0.00349171080969	0.00575763812937	0.0455907892276	0.242107297877	0.293408480854	0.371063354429	0.038580708266
ò	0.00143988997236	0.00385031688971	0.0271871373873	0.228572207979	0.208257897851	0.504028333806	0.0266642147053
t	0.00175249256521	0.00405079235132	0.0214990183536	0.213676349193	0.177451138864	0.541082918618	0.0404873012418
t	0.0121576412729	0.00716931773088	0.0464832398716	0.17609345653	0.147126523888	0.479412844222	0.131556978621
u	0.0146759449638	0.0065449798295	0.0478835599423	0.0978523003253	0.101900575596	0.356250031407	0.374892599607
</S>	0.00747117120012	0.00338085271101	0.0252162877925	0.0650239289575	0.063811960348	0.295635216704	0.539460582803
