 	avete	cucinato	le	verdure	</S>
i	0.5757232044	0.136010703585	0.076434921977	0.0159335141857	0.195897668715
m	0.478489598587	0.270814319262	0.121968723583	0.0479319101841	0.0807954669236
a	0.349314605416	0.412307397421	0.117423935708	0.0588127948268	0.0621412838237
r	0.296346425559	0.459315585274	0.156746682689	0.0304652525038	0.0571260566624
è	0.26484094604	0.525350790691	0.149591589674	0.0217169224228	0.0384997543901
t	0.25344617388	0.510730879564	0.162987949135	0.045121330738	0.0277136672394
s	0.240732146573	0.356249933721	0.317206880025	0.0574285951002	0.0283824535682
a	0.280829688263	0.225366008017	0.4058222797	0.0257683541529	0.0622136822278
t	0.265634758964	0.110477834582	0.466771580212	0.0835648697396	0.0735509576026
o	0.251288121866	0.0613066213073	0.494159024684	0.10525304621	0.0879931844435
l	0.22230105105	0.0402940576491	0.473233592175	0.163023822223	0.101147469004
a	0.178878450633	0.0276461471464	0.475587952565	0.187634308194	0.130253120841
l	0.160255257728	0.0192339029921	0.453499024615	0.175331615365	0.1916801749
à	0.0930709672489	0.0463362700197	0.314326061375	0.349680141522	0.19658653732
c	0.169089805538	0.0576119422395	0.156137743715	0.484498329889	0.132662161173
h	0.175227309246	0.0371982710744	0.224825018778	0.503833571017	0.0589158315177
a	0.0609470220658	0.0310715391194	0.310418973969	0.439795708743	0.157766770299
n	0.0293033073724	0.0242760384004	0.303411114612	0.418242411112	0.224767134033
a	0.0255703749016	0.0166145784847	0.238089920819	0.325709138971	0.394015988344
</S>	0.0244921882412	0.0126787880642	0.157203515662	0.200152528386	0.605472986172
