 	la	casa	la	costruirono	i	muratori	</S>
o	0.536468260475	0.260590237569	0.0247835541309	0.0278574873405	0.0141655873402	0.00844733854832	0.127687528936
s	0.435358153225	0.378003881856	0.0590252061903	0.0379395040652	0.0277160575125	0.00370039850826	0.0582567846377
p	0.440412323875	0.362988284419	0.0941449409768	0.0426674021764	0.0246173712782	0.00142027209583	0.0337494012664
ì	0.415319312085	0.458127749273	0.0865179443189	0.0185274843431	0.00892098505679	0.000486615391256	0.0120999131657
t	0.246834667222	0.519588427291	0.153033550106	0.035862866628	0.030238950514	0.00727117344589	0.007170376086
i	0.132679170074	0.468793871297	0.289723793769	0.05620142934	0.0374434627534	0.00954349702122	0.00561479310025
o	0.076604213434	0.387893225099	0.411354091923	0.08843816616	0.0280525758269	0.00428963002316	0.00336811567723
f	0.0604363173447	0.2239903485	0.394790555308	0.223993004827	0.0632377044676	0.0265453892991	0.00700668469127
a	0.0507921755791	0.14026319582	0.336058171769	0.366827386242	0.0654417387199	0.033015230597	0.00760208865249
b	0.0229569713226	0.109502506293	0.32463608537	0.428183631224	0.0317056318326	0.0771402633763	0.00587490521023
b	0.123990219542	0.116934566238	0.208237874057	0.327926720131	0.0844374564905	0.132773776696	0.00569937961208
r	0.239738850435	0.110307183926	0.152049999572	0.219266387357	0.164021149743	0.104484787453	0.01013163169
i	0.167216420062	0.0690738159513	0.197492380057	0.286535686986	0.157714502791	0.055014143977	0.066953044894
k	0.0668941164024	0.0565642070684	0.159676117952	0.403542367031	0.105372440134	0.0692189764883	0.138731770841
è	0.0313200535403	0.0391709829928	0.0821507148507	0.507094789713	0.144644696846	0.0805946548294	0.11502409965
t	0.0391049516616	0.0572784617056	0.0884006059169	0.525205669238	0.151953878616	0.0820774380098	0.0559789890653
s	0.0459262326554	0.0589308934285	0.083466522719	0.426693388846	0.211439770059	0.0813202435166	0.0922229374471
a	0.0206493998605	0.028744110589	0.0402239034263	0.327149283249	0.372490424664	0.0700899406589	0.140652937686
n	0.00883510818699	0.0153096063478	0.0392353434728	0.256626050931	0.303575164172	0.27312843126	0.103290313482
e	0.00479945090885	0.0112023303041	0.0411517481969	0.298385842918	0.200331652584	0.387288876053	0.0568401077073
e	0.00175078022367	0.0140725598479	0.0241617726463	0.310733854489	0.249598828628	0.348646184984	0.0510360230791
f	0.00495066401098	0.01320798111	0.0193750483774	0.181738786962	0.237037535676	0.493409682328	0.050280307143
a	0.00626958041033	0.00913113483183	0.0183694243958	0.231043543096	0.165734373189	0.511223622576	0.0582283345143
b	0.00804654036118	0.0126984134318	0.0325573967826	0.288825154304	0.125621986533	0.480402654459	0.0518478676094
b	0.105589876873	0.0575252059886	0.0433625533675	0.183140883864	0.128753529951	0.45735552862	0.0242724326745
r	0.18648880307	0.0659422177432	0.0362468554332	0.0959264716113	0.16700219085	0.395454898007	0.0529385669715
i	0.117705577611	0.0240944863246	0.025036475607	0.0695826970559	0.176599310068	0.407551129202	0.179430317737
k	0.0419528238075	0.0162621585469	0.0162584535698	0.10179513984	0.167344938447	0.448853131801	0.207533355079
a	0.0339406070575	0.019994408141	0.0190135566441	0.151739482276	0.147073978063	0.449372821267	0.178865143226
t	0.0308146177055	0.0187345184797	0.0286771800648	0.140346576059	0.0958138599047	0.536628033089	0.148985201075
ù	0.0152061371757	0.0156774366414	0.0282324541911	0.106136854332	0.0997910126682	0.63247396703	0.102482132092
r	0.0349925637424	0.0176896064953	0.0229524418711	0.0977419249661	0.153867211113	0.57882745901	0.0939288078973
i	0.0377920217454	0.0147012049452	0.0187026794076	0.0738100025138	0.122381264163	0.461136671977	0.271476167832
</S>	0.0194326929887	0.00947806516078	0.0110679866497	0.0546473323705	0.0797824612694	0.350156195448	0.475435264916
