 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.594000828458	0.0229784205167	0.079417793946	0.0643389021739	0.0285303370425	0.0111048830053	0.0215342397586	0.0055964833565	0.0109906881872	0.00936219224369	0.00627304943493	0.00169171933033	0.0034245466408	0.0463335600461	0.0944223587535
ì	0.568553256399	0.116579823901	0.0829451357904	0.0732628450968	0.012115624756	0.00416136906423	0.00727782175473	0.00192340750858	0.00369075675023	0.0031517151338	0.00212024777898	0.00081844013197	0.00116890342901	0.0183408875335	0.103889788096
n	0.495430800333	0.218757177769	0.0594829369186	0.0491288929392	0.0161641224346	0.0281177127692	0.00645933522045	0.0126642581178	0.00266915941332	0.0039101642862	0.00198740157305	0.00235131574845	0.000676923598113	0.00717002895884	0.0950297926158
o	0.378539811044	0.343769639036	0.0729443172929	0.0545151198293	0.0203373406434	0.0360384396269	0.00621361046399	0.0162308837433	0.00231655258632	0.00414857548848	0.00194344060595	0.00288285260416	0.000526151585422	0.00303659390269	0.0565566908197
ì	0.275489911081	0.488190183154	0.062483123921	0.097053374533	0.0142431282349	0.0124717833965	0.00224737523653	0.00543925208359	0.000790416080311	0.00140940581276	0.000656072604924	0.00106372919017	0.000194751949171	0.00225511157367	0.0360123794889
t	0.205878084894	0.47770135238	0.0820385931437	0.114504529142	0.0208044793198	0.028170717203	0.00617523348624	0.0164673223872	0.00377516382531	0.00543758320086	0.00346026997548	0.00103940281863	0.00760365786381	0.00536851652044	0.0215750812308
s	0.162834184345	0.51820107726	0.106367905048	0.085142408346	0.0199563100543	0.0338140299515	0.0078257800433	0.0204005813535	0.00487224357005	0.00682132950202	0.00443027985206	0.00110377318225	0.0100748155839	0.00547278768817	0.0126824998013
e	0.180439227772	0.510681184753	0.176448609616	0.0642537161847	0.0219866591059	0.0153131581622	0.00566045462029	0.00746318720018	0.00193841750869	0.00248463538826	0.00156759326683	0.000558746783552	0.00338508543593	0.0018427498729	0.00597658276848
r	0.158816455228	0.377444122451	0.279424350205	0.0784305854422	0.0354214942848	0.0324997462237	0.0120701436721	0.0135468557597	0.00395101695799	0.00245791377165	0.00104953865822	0.000352253689463	0.001418236123	0.000681254103886	0.0024360256699
e	0.0954775309517	0.262784275084	0.343912928068	0.140244292467	0.0618755469739	0.0478070781121	0.0183330611289	0.0168568710363	0.00538872780484	0.00295807385811	0.00116138520124	0.000375976018853	0.00104044910113	0.000329205730603	0.00145459072354
k	0.0598018225915	0.137849604361	0.349581820156	0.235377905042	0.0737021121036	0.0528347575961	0.0219163725462	0.0263859843899	0.00831553276105	0.00521100704389	0.00284538666653	0.00247294215825	0.00773015283171	0.00525664965671	0.0107179519111
a	0.0302956929187	0.070024748047	0.332930078052	0.278846780281	0.109172197815	0.0629022161259	0.0273003105722	0.0305630035785	0.0102288715262	0.00628803184318	0.00335743132986	0.00314077976385	0.00987948081768	0.00725412460051	0.0178162435354
s	0.0176549028079	0.0464321190223	0.308274003171	0.288552571094	0.121052273918	0.0793964727798	0.0319895096101	0.047854167577	0.0153395987377	0.00747163591827	0.00317433129618	0.0014037202835	0.0090399016688	0.00481604991815	0.0175487215738
ì	0.0120410056995	0.0306741731568	0.207607889544	0.353570266765	0.127055402173	0.0850562718066	0.0339334683867	0.0551037733776	0.0187180163729	0.00825702717231	0.00363270042238	0.00129411867582	0.00867867153463	0.00969140153176	0.0446858069438
m	0.0157056416348	0.0174818551083	0.153608006981	0.389493957388	0.127100353924	0.0738606989155	0.0269280273882	0.0412803330998	0.0150164412678	0.00876633318619	0.00707296119793	0.00142650971857	0.0107082039247	0.0576434480043	0.0539072368032
m	0.084164378029	0.0483275712228	0.15711030726	0.373289511329	0.087209750308	0.0532295454185	0.0222568855261	0.0342032986475	0.0117164310821	0.00838140689206	0.00791446698211	0.00135223563188	0.013166260266	0.0680196781811	0.0296582711336
e	0.121685738218	0.0552196910092	0.143529609147	0.323387565856	0.130318449503	0.0778667876062	0.0345021185554	0.0280940832154	0.0181844313583	0.0124295235334	0.006114499004	0.00271790113593	0.0065110541536	0.0233795301599	0.0160590117725
r	0.105279311735	0.0375473941763	0.115475744242	0.317364467819	0.155429181434	0.108790405735	0.0366954058518	0.0417788215551	0.0301557462028	0.0191392397743	0.00844794989733	0.00310497560395	0.00412488224436	0.009191791715	0.00747469859543
i	0.0750809831362	0.029472791821	0.0721866326473	0.276332516886	0.205679660078	0.151325205778	0.0503323750706	0.0540707048317	0.0389705397996	0.0229213394716	0.00988954671884	0.00222319342035	0.00359365984922	0.00447560201241	0.00344527469023
è	0.0267674460796	0.0104755530912	0.0316198688904	0.216033300542	0.256317175626	0.170377069059	0.0564115618902	0.0445271543239	0.0339632954292	0.0214154892235	0.00877929739599	0.0861140328468	0.00245640171222	0.0115096855538	0.0232326738708
f	0.0106761651497	0.004241844446	0.0265181401381	0.214377533634	0.243126517609	0.143042766153	0.0378477110967	0.0442677885213	0.0203205921997	0.0170077785618	0.0140805234335	0.115089431152	0.00991486313724	0.0674327348281	0.0320556146229
r	0.10843786579	0.012818554904	0.0282136260727	0.213151008311	0.199688444696	0.148597215518	0.0382079488322	0.0476849913071	0.0173654680792	0.0146099280153	0.0156167759142	0.041332714378	0.0178533551677	0.0798431588127	0.0165789483709
ì	0.140300330634	0.0154918661798	0.0166240918292	0.166126704797	0.155188824192	0.168948012306	0.102993219211	0.0669387531024	0.0345703054017	0.0239943275738	0.0162509289541	0.0375675886	0.0131215162781	0.0314849612098	0.0103985677732
s	0.0520504134313	0.00753470165703	0.0168764475967	0.0868959132257	0.172419311664	0.189266107769	0.13647202027	0.100515247234	0.0519953933039	0.0326417585286	0.0262618866002	0.0385319473937	0.0114313988016	0.0614480062448	0.015659445404
k	0.0743061297731	0.00979367321768	0.0220447289142	0.0817009594086	0.181650423421	0.180774119923	0.114019066157	0.0838479691447	0.0549286411213	0.0242468781029	0.0264548310549	0.0214339978202	0.0183338676575	0.0749706916418	0.0314940167521
o	0.0773228230168	0.00859684913035	0.0140290731675	0.0611749226802	0.137266279607	0.184474210308	0.166758769919	0.107710738848	0.0885477007571	0.0366350189676	0.0237688140916	0.0189110870074	0.0149773523271	0.0308915594196	0.028934795523
è	0.026387104756	0.00303899224668	0.00526277688293	0.0272119890887	0.0910658068957	0.183176471823	0.20965178224	0.131098948529	0.0924522092924	0.0439058073759	0.0213752357765	0.1235297256	0.00853462949474	0.0176270962235	0.0156814287243
t	0.0137132525076	0.00270109442567	0.00749118838731	0.0246972880142	0.0942455429252	0.181997680328	0.184883578347	0.12402709669	0.0606231038708	0.03253170249	0.0265142431494	0.159077387671	0.0141644557363	0.0598471140024	0.013485271908
s	0.0999684962158	0.00600258802162	0.00930896034444	0.0245935117381	0.0859683350817	0.169520025663	0.156043726116	0.136082755897	0.0674752020436	0.0301314788213	0.0335134444698	0.0639375512353	0.0365109780838	0.0698697547767	0.0110731708361
i	0.123911157437	0.00545384473856	0.00438730528022	0.0147342312426	0.0523120071959	0.132058348108	0.155867882372	0.176424437366	0.135376768568	0.0487805894071	0.0392264415499	0.033274298364	0.0373709468799	0.0300124576892	0.0108092728706
c	0.0429100655488	0.00552123661644	0.0391283583855	0.0284020036014	0.063975571994	0.094410256236	0.166847352257	0.180435321255	0.139373518729	0.0631764205824	0.0432298881006	0.028896256928	0.024417890791	0.0609182753634	0.0183575753942
h	0.0354582688647	0.00921612928678	0.0524358820872	0.0370205444911	0.0730945362647	0.0940739915453	0.185161324219	0.170170928818	0.106710985116	0.0579744492608	0.0423267670175	0.022725523636	0.0260857993587	0.0700814289875	0.0174634299744
r	0.0528125506403	0.00930085383359	0.0202968179677	0.0207551812937	0.0453348840549	0.111532849008	0.192410419893	0.186616220386	0.127021086899	0.0523295186469	0.0430179255725	0.0156085482987	0.0319557293662	0.0797294592418	0.0112779667203
ò	0.0390114748634	0.0056550128547	0.00781766989893	0.0108563043128	0.025649351523	0.0860303071627	0.178758685118	0.200807699575	0.128423004826	0.051344252709	0.0484874311575	0.0351166603329	0.0305642082377	0.10317115973	0.0483068024681
c	0.046530319183	0.0173318510366	0.031289781856	0.0505611348558	0.0314132257123	0.0578280498076	0.152006569386	0.179162585712	0.0941668153907	0.0595362335137	0.0492336735372	0.0425854275476	0.0235519438928	0.0952451016197	0.0695573070387
e	0.0521613101008	0.0217986342535	0.0402550779805	0.0645177963661	0.0421690393814	0.0481461794892	0.143715753142	0.156002161491	0.131756617312	0.0797657740952	0.0500613276304	0.0356996278325	0.0197397810688	0.0711856139202	0.0430253129889
e	0.0205665396534	0.00788971751842	0.0147874315833	0.0260924610955	0.0294445114003	0.0359515013831	0.130236035247	0.165354439497	0.215909003504	0.101531661965	0.0650547804768	0.0676857564975	0.0309968213343	0.0600931886234	0.0284061597218
n	0.00842554599269	0.00329069789052	0.00585109217033	0.0136567236704	0.015400557482	0.0269174704677	0.0872783138623	0.153592399166	0.203472758368	0.096212061875	0.0774349725256	0.0864238842725	0.0500702676174	0.126531335516	0.0454419352527
è	0.00436807442054	0.00173077962608	0.00271712611941	0.0060145875756	0.00875239750333	0.0208592740159	0.0592437498408	0.135222756655	0.152122144456	0.0921127539117	0.107577196762	0.0928696436642	0.0435743933234	0.18530857273	0.0875265539109
k	0.00163739015559	0.000910498417731	0.0013691994145	0.00492186532473	0.00771492130444	0.0307920832786	0.0700868581203	0.168887423085	0.126088858285	0.0866731301706	0.115411139114	0.0812690369281	0.0356091479047	0.171776737323	0.096851696677
a	0.00124108304655	0.00083118342141	0.00107531609089	0.00480487426258	0.00826131953615	0.0380872865595	0.0786927821068	0.189634161695	0.155312150428	0.0919485417902	0.104455885745	0.083100250176	0.0476321909316	0.123284402848	0.071638562159
n	0.00163813209036	0.000715010618769	0.00209219576368	0.00326898606149	0.00857109041705	0.0249881960945	0.0593050776356	0.136083926565	0.174990753609	0.104760278083	0.102279363582	0.113956537259	0.0663167301332	0.149745394276	0.051288331843
n	0.0182492080254	0.00368460647049	0.00274803385959	0.00470877126823	0.00807473522548	0.0204233787272	0.0459427291319	0.0982627693883	0.156614872936	0.0997901202477	0.112214306794	0.11311638402	0.0948007555244	0.179495686125	0.041873640451
e	0.0231158735681	0.00444732749765	0.00141933507686	0.00397714971721	0.00569494758483	0.0192234438874	0.0315006117906	0.0740529130628	0.136251002845	0.103005657283	0.124442068931	0.109583411007	0.0935703857215	0.170249365308	0.099466509897
o	0.00775525619878	0.00150634275456	0.000545399325447	0.00221688226855	0.00414592614868	0.0135451892125	0.0208003824502	0.0513293562876	0.112570307662	0.101692042294	0.0963934407303	0.131695448369	0.0675359692672	0.271272555216	0.116995505186
b	0.00429863812636	0.00209156994803	0.0452536700247	0.00298378947409	0.00706736868243	0.0090904905635	0.0189541458501	0.0377836763492	0.0869594588007	0.082494745378	0.0720490931968	0.128916360276	0.0774898674357	0.372413188045	0.0521539320353
à	0.00313744981758	0.0022803522119	0.0601113633989	0.00253788387188	0.00744803373414	0.0069894616925	0.0212673913567	0.0460675966964	0.0657216783336	0.0573040725327	0.0797637836856	0.104783937919	0.101469466714	0.385047710608	0.0560698183984
