 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.629300737044	0.137722049213	0.0075770247457	0.00283942523554	0.0042152978447	0.01513271195	0.110434680245	0.0927780692229
è	0.529188895935	0.26796920748	0.0370133488039	0.00250495098898	0.00246727810041	0.00547421620234	0.123621698002	0.0317604195816
o	0.382034589665	0.41192084096	0.05661706345	0.00763982467897	0.00529356160892	0.00385218214121	0.120582909503	0.0120590558508
p	0.219424122756	0.484038423733	0.0549186967167	0.0532963273263	0.00826976605271	0.00834219993159	0.16444931125	0.00726118320168
p	0.18554005994	0.517348743391	0.0703258757896	0.0758095623714	0.00794547046322	0.00861563192287	0.123429646409	0.0109850321402
ò	0.214121675472	0.558959683664	0.119191122961	0.0412334714931	0.00748793482699	0.00425784686982	0.0447017671255	0.0100465164491
r	0.137376936223	0.519542115088	0.172127857787	0.0512337143537	0.0526625439186	0.00419597889695	0.0446965995856	0.0181642653216
k	0.110168823688	0.459618481963	0.201105121969	0.0717765861272	0.0726691556955	0.00915080180017	0.0531995912492	0.0223114499096
e	0.104898191599	0.346870131721	0.35254891643	0.0804431201157	0.0426838501878	0.0190697733703	0.0405347740795	0.0129512605393
t	0.0477890392045	0.197348518314	0.41089696481	0.132316809039	0.0909667015519	0.029776968666	0.0709961782783	0.0199088290143
e	0.0311180363429	0.131792908721	0.355428195603	0.249206364813	0.116274881371	0.0285482804927	0.0679307411415	0.0197005864756
e	0.0273322629292	0.078031229295	0.287622738534	0.322483433338	0.10057662339	0.101430334854	0.0723969331812	0.0101264271107
t	0.0186569677026	0.036685168723	0.137893768005	0.303069918013	0.21109798485	0.130198158815	0.0969870882387	0.0654109221949
r	0.0394164705487	0.0351084233537	0.079419277495	0.269092650571	0.30660346727	0.0752634430678	0.0688301496542	0.126266098354
ò	0.0603505019947	0.0410065640157	0.077788972085	0.195620871457	0.372545042023	0.103714747156	0.0524771569581	0.0964961379573
o	0.038966580632	0.0242889223774	0.0531966652023	0.139974727126	0.370856179408	0.227029512719	0.096640274186	0.0490471518631
p	0.0167042359169	0.0110482832815	0.0254120634814	0.0967607289953	0.312275059496	0.329385656342	0.174361490795	0.034052499641
ò	0.00801300400705	0.00683863052006	0.0140376923274	0.0458253494318	0.320734364325	0.353121563283	0.224571329998	0.0268580637003
s	0.00846063664163	0.0101124143893	0.0130351387694	0.0370143693306	0.333691609042	0.298760213781	0.279847604199	0.0190780030334
s	0.0158679203633	0.0114886325791	0.0158152912418	0.0331112949769	0.304405975747	0.29549621286	0.271083243333	0.0527314268311
a	0.0138915986962	0.00558132057671	0.0117838656578	0.021118552323	0.180156658842	0.3199228472	0.271251148178	0.176293999804
t	0.00564539714994	0.00868184360331	0.0153647725842	0.0139545569783	0.090874961074	0.304985786985	0.365707942726	0.194784744968
è	0.00332518050439	0.0100028731262	0.0160509990041	0.0104374885705	0.0596031278647	0.27804079098	0.497257780909	0.125281779356
l	0.00548742809372	0.0170342787763	0.00949092124099	0.00898400941923	0.0820153512816	0.199130937693	0.584426970703	0.0934301010853
o	0.00587676434254	0.0190057715297	0.010380871388	0.0113303836637	0.0955375992885	0.142845642131	0.491324243501	0.223698709662
</S>	0.00335159578102	0.00989081794887	0.0110467983306	0.0132301124309	0.0664136818062	0.115308793966	0.394895174051	0.385863009831
