 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.569502723243	0.0734302180116	0.194737039085	0.02220065277	0.027767463959	0.0035694798119	0.00549813656093	0.103294255626
ì	0.406487267159	0.223101572804	0.275738159167	0.0264228105845	0.0292556757397	0.00203693596787	0.00207837471695	0.0348791797475
n	0.373683650514	0.318318641281	0.240884038922	0.0311640094271	0.014667853043	0.00363320024606	0.000831677628823	0.0168169238039
i	0.32116403273	0.39346174804	0.228834919907	0.0329399453554	0.00844225399853	0.00382706481172	0.000414157887091	0.010915866961
e	0.206890136848	0.434742024947	0.249414504169	0.0486814962578	0.0363905825392	0.00547650563967	0.00420395417986	0.0142007884993
n	0.169306999918	0.322707575649	0.274764704456	0.0868155670766	0.0686860181551	0.0295856547667	0.01158132305	0.036552158503
è	0.109616518225	0.341239181683	0.320815782152	0.0934685223189	0.055215205439	0.0354154471105	0.0101260130708	0.0341033174957
r	0.0675531325283	0.336274730494	0.400488248717	0.0933115920396	0.0535195106237	0.0302124828075	0.00424313781568	0.0143971667187
k	0.162432592633	0.204329355898	0.442798045506	0.0805055532665	0.0559786819546	0.0367587500592	0.00241918083905	0.0147778663586
o	0.179441593511	0.139452044429	0.473830678435	0.130735768209	0.0391170287515	0.0233639033807	0.0012084160445	0.0128505881247
t	0.0728332773578	0.105439299956	0.529255311345	0.161773651003	0.0771410769505	0.0324064733114	0.0137046847185	0.0074462331589
t	0.0783747793496	0.0594267354153	0.493600587715	0.104535056048	0.13887738355	0.0646464726094	0.0206193498827	0.039919639619
e	0.0729328037439	0.0493184424751	0.370117795505	0.169187741463	0.198265951717	0.0650006745168	0.0133205470513	0.0618560380526
e	0.0248831741152	0.0380451104344	0.229741507342	0.246891284488	0.349683862906	0.0401835399653	0.0274305168395	0.0431410151127
t	0.0131760795	0.0215905482331	0.121053090487	0.182566520429	0.372301185902	0.110089463794	0.0949579168838	0.0842652088085
u	0.0167638068582	0.0274543528152	0.084095159289	0.163918139876	0.315433531234	0.163406698065	0.130126644999	0.0988016616268
s	0.0181012806901	0.0262998286515	0.0864674056163	0.161442256522	0.272296804078	0.194723755022	0.174230408414	0.0664382526529
m	0.028129461629	0.0210844474018	0.124986305132	0.100770925804	0.179278218359	0.267574769341	0.170157949211	0.108017919865
è	0.026854678739	0.0178092008026	0.120547899577	0.115067483335	0.18813368252	0.25522655648	0.115362872557	0.160997628709
n	0.0793052655313	0.00986614055287	0.091404222039	0.109399878045	0.196383504173	0.233050829356	0.150802503238	0.129787660263
o	0.102770241971	0.0173137548031	0.0844422405913	0.0831332177497	0.163800239258	0.225990195815	0.171584017131	0.150966087488
m	0.0612875416042	0.0213448754984	0.0726232929327	0.0963191602512	0.181893026753	0.203045755425	0.17599919091	0.187487144543
e	0.0565650311465	0.0176013104926	0.0587166764921	0.0884082196173	0.182201578298	0.168063931228	0.232175460903	0.196267777828
t	0.0373204799766	0.0144132119578	0.0480770442486	0.0567108917806	0.116140893479	0.195113719276	0.303153509034	0.229070246743
r	0.0354376987145	0.01012439332	0.0404664282209	0.0251469662752	0.073314780493	0.231178547425	0.355433797345	0.228897402736
ò	0.0325983144637	0.00618456699475	0.0168324489811	0.0131613273138	0.048454135815	0.186177672142	0.393089018515	0.303502532534
m	0.059122791258	0.00700545459927	0.0217413751172	0.0163307040397	0.055060778589	0.155925649015	0.411552548252	0.273260726078
e	0.0686625736209	0.0107904632844	0.0251057518013	0.0166926239685	0.0587851103786	0.132922948606	0.355319510097	0.331721034393
</S>	0.0366336080467	0.0110343125521	0.0158191382739	0.0123064413871	0.0371205670627	0.108037804953	0.289532812049	0.489515312197
