 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.702819355854	0.099671601453	0.0350839467704	0.0089353759581	0.0133709730396	0.00543888566803	0.0138114757461	0.010633416142	0.110234951172
n	0.559151171438	0.220654759951	0.0516138720611	0.0258253253874	0.0248477490062	0.0103512488008	0.00814480326916	0.0170905617626	0.0823204955253
e	0.318583451633	0.450615160917	0.0609067910724	0.0330915422558	0.0296958934526	0.0112165447458	0.00605620005427	0.0170641714994	0.0727702367477
s	0.169585212202	0.471597153906	0.132677189263	0.0292458442386	0.0451189763945	0.0365387701028	0.017233323496	0.0610775520968	0.0369259914836
p	0.108680028238	0.269833319102	0.291824393402	0.0614438084429	0.0932826872562	0.0493642785668	0.0217337576495	0.0765175277056	0.0273202197234
ì	0.107468321794	0.262218309901	0.363827810521	0.0994473571543	0.0936157877077	0.0256934516018	0.00851405542238	0.0264426706742	0.0127722354936
c	0.0629439275567	0.255762623327	0.336386320692	0.119476159095	0.0584579593282	0.0455983579655	0.0204371954087	0.0893607537741	0.0115767028334
c	0.0508824953741	0.180363800389	0.318768240895	0.175819955965	0.0566680133647	0.0540482155298	0.0293679582175	0.119224261752	0.0148570828232
e	0.0523679463862	0.196870386983	0.283492473964	0.250255376275	0.0882342855316	0.0449714159455	0.017729609836	0.0536684936492	0.0124100314669
t	0.0295207751826	0.153359366548	0.295888913537	0.237526504865	0.100608695111	0.0451315391285	0.0360095041783	0.0931021783673	0.00885251915827
s	0.0133579745131	0.0697440634713	0.397568278796	0.231706279242	0.080467287357	0.0492514666288	0.0449784477326	0.107132161869	0.00579403878556
a	0.0078567605258	0.040141175238	0.318710355452	0.342234904081	0.113211587019	0.0804571856489	0.037083456914	0.0456857887246	0.0146187858215
o	0.0052861645079	0.0286721162096	0.127607135362	0.38196061036	0.189935943073	0.144423531003	0.0573166822027	0.0444133478503	0.0203844734047
s	0.00264749161831	0.0163969285025	0.0560907235523	0.27439282732	0.298645858091	0.136269603214	0.112897602948	0.0644648755088	0.038194110797
ò	0.00151553091672	0.0099486604785	0.0288520014214	0.166739334627	0.47028994763	0.120022289205	0.111568363765	0.0479581640016	0.0431057324782
z	0.00553812392694	0.0136492735092	0.0400370053778	0.140733990796	0.454448454343	0.135150955935	0.104370826962	0.0440540050312	0.0620173775282
o	0.00705902477432	0.0138040172826	0.0415255724407	0.111831813065	0.384101672581	0.180187062512	0.148643397801	0.0444033003964	0.0684441432481
s	0.00314434746122	0.00865058892637	0.0176165529423	0.0672283560883	0.37677214326	0.245891064771	0.1847600292	0.0467609962475	0.0491759277927
p	0.00535616883121	0.00726910701546	0.0312561223014	0.112952020229	0.242397442753	0.267894632804	0.220510910093	0.0551997517632	0.05716385631
i	0.00594940000145	0.00446289841031	0.0351957588633	0.111723560783	0.146197085984	0.313447808548	0.275527388791	0.0482522006084	0.0592438955724
c	0.00316018538112	0.00410498954008	0.0286598171983	0.0424124713317	0.112279984297	0.338993240196	0.231315937524	0.184451813669	0.0546215546375
c	0.00359739297824	0.00547344929147	0.0957905244822	0.0654006171679	0.098234898061	0.267777659759	0.11421167554	0.278044076883	0.0714697073758
è	0.00289036703239	0.00414764472984	0.102410265294	0.07102409866	0.0929435438803	0.236496098933	0.0855181676189	0.291114686755	0.113455126175
t	0.00905687750533	0.0121566010467	0.0488164396751	0.031530372064	0.0644116702601	0.309780415511	0.155060577873	0.256854985252	0.112332059752
s	0.011462878498	0.0151878841153	0.0340459763537	0.0648343020513	0.05272475352	0.343645680437	0.225201722958	0.128116906491	0.124779895886
i	0.00435732911621	0.00577006746864	0.0149333139692	0.0691253400743	0.0376144418493	0.252074501812	0.294309717719	0.100058072637	0.221757217837
t	0.00167480197366	0.00526376019897	0.00557269926941	0.0241605630293	0.0351164197244	0.196421134337	0.35318474769	0.171853453212	0.206752435826
s	0.00171995426355	0.00566185977644	0.00349886516754	0.0391861118738	0.0490871531868	0.252922077579	0.331192805013	0.189907191271	0.126823992309
e	0.00165383517111	0.00269932154664	0.0028697511676	0.0437372357254	0.0379084346996	0.19249882706	0.342501315671	0.158866917024	0.21726435419
g	0.00166094973659	0.0033358639223	0.00135155966553	0.0151378249222	0.0171105398705	0.11628705862	0.324137590757	0.280195891008	0.240782729103
r	0.0049574989241	0.00487626161689	0.00319668915175	0.0092325769084	0.0155067167795	0.112635611407	0.283656059119	0.377120393469	0.188818205808
à	0.00509468276446	0.00308413756322	0.00373297929094	0.00700274529308	0.0140581690238	0.0789051454457	0.221507899373	0.458431304956	0.208182931003
t	0.00469476129763	0.00645922120816	0.0104692332044	0.00604065427551	0.0127014448793	0.107216569192	0.225683910291	0.440224387719	0.186509814334
s	0.0081722807331	0.00893710877519	0.0145081845525	0.0401786021524	0.0382153678146	0.136273577531	0.259246801864	0.246651246973	0.247816833311
i	0.00653738184809	0.0044711596095	0.00706349241541	0.0481920436803	0.0405291592825	0.0777275873903	0.183438861088	0.163116247858	0.46892405737
</S>	0.00340355164948	0.00241855698096	0.00413492997759	0.0245519494769	0.0221670103004	0.0472836951152	0.139025979844	0.157269535729	0.599744767685
