 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.574029725778	0.083542567822	0.143244083381	0.00814746391755	0.047883388733	0.0177006644669	0.00148256606431	0.00585307368215	0.016984670224	0.101131800048
t	0.574611754409	0.141891181434	0.144388635503	0.0378425074559	0.0206250006381	0.0130547687523	0.0148737509335	0.0105165495827	0.00633488875182	0.0358609585154
s	0.609292792036	0.201985825545	0.0659943075743	0.0483184160243	0.0124720763377	0.0114780098563	0.019811863317	0.0121371922084	0.00307729456577	0.0154322280593
e	0.566850778945	0.312278815848	0.0650706915981	0.0252987339078	0.0067695794684	0.00438879067788	0.0073961694864	0.00414499875743	0.00131957172586	0.0064818629858
r	0.392022210572	0.391049420616	0.074734370486	0.0611898002673	0.0113075665097	0.00899068440591	0.00814564400861	0.00292545874992	0.0419748028221	0.00766004332941
e	0.235386998315	0.471821032872	0.097274709842	0.0900127854071	0.017685634612	0.0122153807707	0.00942686050296	0.00257969153369	0.0555267779325	0.00807015063247
k	0.127303064658	0.474709660891	0.143506084414	0.116454791427	0.02155868648	0.0165567014345	0.0110330801082	0.00615695438107	0.0752716981226	0.00744928489182
a	0.0620310484993	0.39168166223	0.248391023738	0.140272394236	0.0296143212667	0.0193406964158	0.0119236928518	0.00762183044207	0.0818564327918	0.00726688916268
k	0.0367758285264	0.335463027977	0.282918914273	0.176362304499	0.0389985242422	0.0197595478923	0.0115629302017	0.0161796293425	0.0638837872512	0.0180955063083
à	0.0251616874688	0.219692994092	0.346858397784	0.224170334586	0.0469564769307	0.0235151134961	0.0142666231052	0.0196945531623	0.0579440470041	0.021739770248
n	0.019485301583	0.114931703124	0.396249183661	0.251637220062	0.0533016655002	0.0403241762847	0.0399461029857	0.0360676526661	0.0305805769856	0.0174764064963
n	0.136967036288	0.0694632599613	0.26494705726	0.274059902061	0.0560714025467	0.0563507689156	0.0580157404579	0.0439872206408	0.0231428667814	0.016994759777
i	0.168686777003	0.0522895747971	0.184988747527	0.304939287727	0.132872656409	0.0565944834052	0.05909599148	0.0240666060853	0.00949352637652	0.00697236446224
t	0.0629077728398	0.0364305639157	0.147180535017	0.374781373695	0.185685400976	0.0483972057751	0.0543584709753	0.0219362383244	0.0597288432093	0.00859357335579
s	0.0346958334186	0.0367380408119	0.117428991711	0.394583876738	0.185938861365	0.041107869605	0.05214475261	0.0405728775805	0.0809660320239	0.0158228562875
ì	0.0220375438555	0.0324762791715	0.0918375497003	0.380909891699	0.210883151988	0.0592993704283	0.105145003402	0.0523746519388	0.031992473844	0.0130440933789
c	0.0191604637197	0.029467592098	0.102626747107	0.35775511851	0.160937052916	0.0830547865801	0.112720994614	0.0450938476489	0.0717963176089	0.0173870809941
h	0.0859670516052	0.034169737366	0.102631055916	0.306722580447	0.150072445892	0.085251243364	0.088655134678	0.038660309885	0.0854958407028	0.0223745977176
r	0.113663540441	0.0221840364593	0.067425542126	0.266393671818	0.235647187297	0.0772251945213	0.095439968646	0.0414504632177	0.0649913340027	0.0155790598474
a	0.0552957772449	0.011899121354	0.0369881728923	0.207282963141	0.340157965766	0.111410064107	0.108100587115	0.0603609539992	0.0576345947382	0.0108698083328
c	0.0211520635829	0.00776501158957	0.0353230892087	0.146156301752	0.323062276236	0.151383728408	0.0974524267717	0.0895432338237	0.107461871521	0.0206999965206
e	0.00963153218408	0.00683818628286	0.0380172861778	0.111447079022	0.291883329726	0.183482288508	0.116103757091	0.0923312128119	0.124588844867	0.0256764659942
e	0.003406168417	0.00345160989249	0.0218009308109	0.069629429254	0.269537184522	0.221004395883	0.19845610803	0.100881987271	0.094931948583	0.0169002350901
n	0.00331938159244	0.0026925238207	0.0103550388946	0.041306089576	0.163999914854	0.176088240634	0.299997022543	0.126526551357	0.126358215513	0.0493570354634
ì	0.00325285215817	0.00228536069681	0.00732911161473	0.079365297088	0.113162896038	0.111118357238	0.393058750248	0.138610806819	0.094006153492	0.0578104206316
c	0.0398134175071	0.0216141763486	0.0107361304449	0.0997069619035	0.0740728933211	0.0928889188141	0.356656345667	0.113994915214	0.159875152421	0.0306410831543
h	0.0801507236514	0.0390577637277	0.0198306184285	0.0776100591674	0.0667813077955	0.0865807621395	0.261256501914	0.130634696713	0.204501016894	0.0335965471314
e	0.0553858778356	0.024582612895	0.0182267481	0.0559777877898	0.0664115940452	0.0858982123798	0.198760005745	0.229435400704	0.173785171165	0.0915365839038
n	0.0204343453361	0.0100888231066	0.00808889705986	0.0262183181506	0.0403899145175	0.0674260104705	0.132309946351	0.298676629761	0.290397942862	0.105969149528
a	0.00834702858627	0.00484112309997	0.00457387918723	0.0167904556398	0.0460448069862	0.065345362194	0.10419061782	0.339932895446	0.310324152027	0.0996096436027
n	0.00319189238797	0.00223567816905	0.00251331203393	0.0116643605028	0.0422344643494	0.0593941344607	0.10121501262	0.328212644415	0.343614806476	0.10572366745
a	0.00144276297263	0.00132839794052	0.00190091048831	0.0156932159371	0.0386370701458	0.0562162273229	0.0889403734867	0.305313384072	0.396067322432	0.094460323466
t	0.00138634703919	0.0014632605272	0.00242990681113	0.0191534610102	0.0387171059719	0.056223417029	0.0792491918956	0.284836746824	0.408910797484	0.107629753842
è	0.001374196528	0.00150825860664	0.00249480135107	0.0432328260254	0.0277656857975	0.039337702871	0.0980421678319	0.231940485208	0.452826855215	0.101477011101
t	0.000920726639884	0.00085842710902	0.0021299317354	0.0527078345417	0.024674654138	0.0372103008903	0.104846290144	0.225721647269	0.471849944325	0.079080241167
s	0.013804876606	0.00208195077181	0.00233363162422	0.0255518861328	0.0207030403537	0.0295137138274	0.066978011628	0.224671433223	0.467075371575	0.147286078871
