 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.657672909034	0.074393945091	0.107913431687	0.0139645635711	0.0149353180545	0.0132000430426	0.00228155389285	0.0110859850339	0.00192615193415	0.102626105142
n	0.506828567167	0.199808557764	0.154763562378	0.0133181676647	0.00539977059756	0.0395320151444	0.00741000835008	0.00533584109567	0.000840333364685	0.0667631833361
ì	0.296926918637	0.454105999255	0.117691936769	0.0129598784903	0.00228246436374	0.048313180163	0.00911595299658	0.00340509615272	0.000466723662024	0.0547318448817
c	0.18053436542	0.586567872685	0.082310272193	0.0277961061639	0.0379669164044	0.0226998714082	0.00528792069561	0.00418431979202	0.00949749482214	0.0431548384068
h	0.156778402393	0.495429640495	0.152627800658	0.0420763369186	0.0587276213974	0.0172083221464	0.00448027896053	0.00461232874528	0.0127306364675	0.055328598549
a	0.136047656571	0.478159137582	0.269985155626	0.0300241672525	0.0307403565651	0.0107176064575	0.00295110088927	0.00206364026458	0.00465349299876	0.0346576718232
d	0.0543091088125	0.445129078544	0.298228693815	0.0418336038972	0.0348131394668	0.0280672372422	0.0118077448771	0.00424769481494	0.0662705112059	0.015293206135
ò	0.0336795013702	0.404212335248	0.269221482654	0.0815457888261	0.0584761425771	0.0373939743243	0.0150469386578	0.0047742219812	0.0867161110968	0.00893353963849
n	0.0342223018735	0.352629635963	0.270849360235	0.114932309847	0.0598437976832	0.024398346089	0.00869482989266	0.00806320378776	0.105048846448	0.0213173758145
t	0.0679760021198	0.197690263751	0.322425350646	0.148640966594	0.0669447044677	0.0303042218458	0.00575445078623	0.0179034484094	0.111683024317	0.0306775494889
a	0.0824336158327	0.166385363557	0.322680978649	0.223095731691	0.0667633146852	0.0419944883041	0.024707158537	0.0165523285302	0.0388988536538	0.0164881566264
t	0.040653271249	0.143738509907	0.25943007845	0.26227087239	0.102501164047	0.0492244978976	0.0397287241579	0.0294391337716	0.0521117728413	0.0209019626896
a	0.0246807787026	0.118882293822	0.205173031483	0.290633358043	0.132460679436	0.0664819080421	0.0497072384771	0.0345962617105	0.0555865620681	0.0217978673269
s	0.0188673620974	0.106505586929	0.157502211601	0.277360375328	0.187081918705	0.0864445810807	0.0661483518764	0.0440619623408	0.0268233539312	0.0292042883324
ì	0.0165558496438	0.106933894303	0.100752165367	0.218103040243	0.248173638368	0.146325697027	0.0614980480255	0.0504572311829	0.0185936596001	0.0326067794841
n	0.0250483726542	0.113745302228	0.0453319510241	0.221228001977	0.253788828923	0.164687133322	0.0435496499752	0.0383332614903	0.0723212688733	0.0219662176006
n	0.0445173609375	0.0539693407839	0.0417663999164	0.240171169022	0.272196392574	0.127274397821	0.0317668736784	0.0754887677768	0.0926926949193	0.0201565884602
e	0.0434480082462	0.0300789814808	0.0376974011725	0.196983300037	0.225553448225	0.22440087034	0.112807232906	0.0819547210123	0.0363157103907	0.0107603225546
f	0.0175937452894	0.0276079242175	0.0196612661299	0.116904715582	0.229807352042	0.274188388133	0.152124908315	0.0704265850041	0.0833804248433	0.00830469816807
a	0.00745268502246	0.0193666198132	0.0122556344353	0.081545796354	0.236234924974	0.308327006064	0.156808835538	0.0707600834014	0.0995059094971	0.00774251333269
ì	0.00299350085653	0.0538565935294	0.00542670884103	0.0725151145453	0.155205744458	0.407108150821	0.146408908631	0.0663108772005	0.0771561295297	0.0130182645484
c	0.0286984618526	0.0990273221538	0.0141421645296	0.0871292939891	0.110929772393	0.329639003754	0.074454390405	0.0791508473735	0.154405547211	0.022423191713
h	0.0391737966082	0.0705325235653	0.0253472718365	0.0954131528764	0.124562245264	0.241040237031	0.136424919212	0.103774447165	0.141712912904	0.022018499455
a	0.0153145844889	0.0245313922015	0.0172809002445	0.0641330304561	0.105692971241	0.225906496777	0.293266295071	0.144073482388	0.0734275355013	0.036373305029
a	0.00537720189698	0.00959807802953	0.0062574799735	0.0278618005696	0.0477541654337	0.202735177592	0.333794065424	0.200913769329	0.11960939554	0.0460988450443
n	0.00197944851517	0.005538910886	0.0033855361465	0.0130533632387	0.0809301304046	0.153288861217	0.262091454475	0.239237809976	0.160019626127	0.0804748514188
o	0.00105759352408	0.00485453127873	0.0025079433365	0.00722558542637	0.0900569165549	0.163378686759	0.241797413425	0.269638387992	0.12959459743	0.0898883557756
ì	0.000610304440955	0.0319706846574	0.00107128814317	0.00508332436172	0.036391140302	0.208534630853	0.198014061874	0.264576529997	0.202027524184	0.0517205162585
