 	voglio	che	Maria	che	venga	domani	</S>
i	0.507534398288	0.071696101068	0.121370608374	0.026263800919	0.083929009019	0.0263564023957	0.162849712042
t	0.48474172343	0.138519465656	0.139893175782	0.0349516329846	0.075653263913	0.0710117375664	0.0552289960836
è	0.48134010221	0.244681893319	0.121694342398	0.0273273071251	0.0344057005759	0.071446190755	0.0191044606523
l	0.417555829403	0.24196660664	0.10800380135	0.066049363375	0.0459620975949	0.0526323351145	0.0678299655164
o	0.297752958888	0.356093105813	0.0896550428677	0.0784914990917	0.0495184930176	0.0444851136602	0.0840037618711
k	0.171766751087	0.469597433392	0.0904310019906	0.0820275963839	0.120640890399	0.0365475497436	0.0289887483484
a	0.123440624694	0.453872546585	0.119841665845	0.105634572928	0.150151494958	0.0348631001619	0.01219596752
i	0.0788681143122	0.347470501635	0.246068977146	0.098978971976	0.115288656559	0.104375568939	0.00894919923057
M	0.0352846458679	0.193392167988	0.241284327356	0.0977787396587	0.178379246853	0.22334478879	0.0305360765329
a	0.089132989219	0.199113102872	0.253785835319	0.0765419164698	0.1667206014	0.174021014518	0.0406845264712
r	0.195555859266	0.166515418521	0.262735790188	0.0520331803535	0.104609188483	0.146864566597	0.071685985996
ì	0.222148929353	0.1583318042	0.167199388891	0.0690527329312	0.078117802541	0.210534290989	0.0946150372125
a	0.149001333338	0.172573899491	0.111107425287	0.171277395577	0.11088101564	0.223062590306	0.0620963263727
n	0.0771714147484	0.188847629203	0.0480926664483	0.236386750992	0.164520677353	0.222082897102	0.0628979679242
a	0.0507950943499	0.206017636988	0.0848836480354	0.223156016731	0.195123913558	0.173913720553	0.0661099869281
r	0.0459308872771	0.186256250433	0.0989424113098	0.18595467007	0.256974099386	0.17876776851	0.047173922016
t	0.103054048826	0.1453459089	0.0604446686726	0.122775046797	0.275957470579	0.15411707323	0.138305787632
i	0.10950869367	0.111457369672	0.0649117069069	0.111729832146	0.23062576081	0.132952624777	0.238814006064
à	0.0405207267799	0.0709139230158	0.0597637758747	0.0900592511087	0.16794257851	0.395754423172	0.175045315886
v	0.0138845748003	0.0243558670776	0.0472433962224	0.0496111842522	0.162148721877	0.572833169924	0.129923088911
v	0.122106544945	0.0257309169911	0.0371432298905	0.0394827760667	0.161954876783	0.415042859881	0.198538799054
r	0.241282761702	0.070446257447	0.0196629996838	0.024163029632	0.126993796272	0.24716824706	0.270282915041
i	0.166059545013	0.0703123284112	0.0078450290389	0.0183084596437	0.089640563034	0.153912898767	0.493921182037
</S>	0.0862705193945	0.0379541868238	0.0056451976754	0.0186716447968	0.051253176451	0.105792151913	0.694413128018
