 	sta	seduta	nel	giardino	</S>
s	0.654069773796	0.120145309676	0.104535174274	0.0139642832931	0.107285456397
t	0.571567588812	0.187962887812	0.127622691407	0.0115487563999	0.101298067196
è	0.488793842004	0.322220335857	0.0732009500557	0.00494828008393	0.11083659054
i	0.2954506329	0.486689239286	0.146949331265	0.0174701887142	0.0534406145636
k	0.130565304665	0.523735114429	0.254644783022	0.0649877360551	0.0260670697209
a	0.0962685843088	0.610972066143	0.209090739407	0.0662109146017	0.0174576873045
s	0.06977534259	0.589457514981	0.204969092536	0.109118375737	0.0266796738924
i	0.056567910655	0.538370562594	0.247316551912	0.125434825172	0.032310159065
m	0.048257916012	0.483942039665	0.315999888371	0.129770941851	0.0220292123158
m	0.122068664193	0.306892293355	0.35707706179	0.145234396906	0.0687275833383
è	0.147645573841	0.315196412985	0.348942516663	0.0823736953338	0.105841804982
n	0.138890430371	0.324945817395	0.342178580154	0.108038103187	0.0859470754747
i	0.143230989495	0.258297179014	0.357510528918	0.155520220242	0.0854410921156
s	0.0595851035906	0.186013221687	0.408572479973	0.263833997061	0.0819952078785
t	0.0424639906253	0.107330056896	0.440145246324	0.33859668982	0.0714640227395
o	0.0397910358116	0.0819222583649	0.363779888975	0.363508086273	0.15099873646
n	0.017768077915	0.0538808112845	0.230243431592	0.504443074758	0.19366460842
g	0.0192696180003	0.0748909038915	0.178751961197	0.597973393853	0.12911412054
h	0.0536272978858	0.0835302553705	0.183395961999	0.512242021284	0.16720446343
i	0.0526548759199	0.0396501665634	0.1506725042	0.392824948495	0.364197513527
a	0.0182968666844	0.0182461368814	0.127068571924	0.442014096365	0.394374349249
r	0.00702903718286	0.0106822470942	0.148001353585	0.584654045988	0.249633342723
d	0.061658945897	0.0180014781714	0.112377741608	0.626431199329	0.181530640341
ì	0.0819915272856	0.0204898204645	0.0743853045293	0.596880329776	0.226253004647
n	0.0680570064494	0.0342438716022	0.0747707933098	0.564854030592	0.258074283282
o	0.0715484527446	0.0536085010841	0.0682906316817	0.407832202997	0.398720204161
</S>	0.052476951803	0.0530775483571	0.0431043883085	0.275671429699	0.57566968208
