 	le	melanzane	vogliono	girate	</S>
i	0.40990885974	0.366316659581	0.0388879064101	0.03200724331	0.152879324344
m	0.263956461099	0.553028597394	0.0743256512058	0.048267639625	0.060421649684
a	0.150545266746	0.673750187331	0.0892365002026	0.0535301072124	0.0329379412715
r	0.138587674855	0.703391305777	0.0598798812209	0.0460605882815	0.0520805526847
a	0.135028062034	0.719338340592	0.0491881168683	0.0422261058335	0.0542193801526
n	0.0714481456727	0.710882060897	0.0430842975021	0.0543375974109	0.120247892584
g	0.197093160896	0.470049145466	0.071549509074	0.102460795577	0.15884737283
i	0.261147953641	0.441859887955	0.134963579191	0.0812751331824	0.0807534416009
à	0.114049084622	0.550248175652	0.259160740437	0.037055862129	0.039486158963
n	0.0588666450732	0.417311959817	0.327395997419	0.126017680935	0.0704077419083
e	0.0558422859326	0.321554985006	0.386085536666	0.152604270312	0.0839129357694
i	0.0358646854256	0.309671820949	0.547946458802	0.0670204708637	0.0394965790792
t	0.0131623196721	0.180723489708	0.595605602574	0.133778367848	0.0767302299158
è	0.0158911587778	0.163889570664	0.479917961311	0.240193265596	0.100108059285
l	0.0378984503826	0.188258026837	0.361293321237	0.328089443845	0.0844607761417
u	0.0409527821321	0.153299929314	0.292288562412	0.376692140282	0.136766590714
n	0.0264388831775	0.1059180312	0.252558262611	0.475621476094	0.139463345918
e	0.0170836014591	0.068886896097	0.23536186957	0.512430882565	0.166236744986
v	0.0108850007307	0.095757556554	0.220306598597	0.504648491855	0.168402335162
o	0.00750417681968	0.10028248622	0.226693639879	0.483873099418	0.181646569221
t	0.00804175062307	0.0859628982553	0.234175347133	0.468836331073	0.20298363342
i	0.00786792650776	0.0545862406006	0.188445039191	0.452087388824	0.29701338082
m	0.00508506070292	0.0239046481473	0.119263779977	0.506019733808	0.34572678088
m	0.0514221713516	0.0166274893231	0.123301576532	0.574281641269	0.234367132169
è	0.0651882791271	0.0107809054155	0.117437855815	0.537918771756	0.268674209325
n	0.0957752638053	0.00582266416763	0.060185656983	0.578614689519	0.259601741142
e	0.108226329514	0.00520879485264	0.0412243791011	0.41477001484	0.430570479081
</S>	0.0583428734313	0.00513497247346	0.0322850005508	0.25132251652	0.65291462854
