 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.59826066626	0.0251593272753	0.113067262271	0.062377438521	0.0116892590372	0.0088523088844	0.0265297199735	0.0134674771412	0.00320041845251	0.0349053437517	0.010126668667	0.0923640893397
ì	0.57881726668	0.128005913167	0.123281996102	0.0982781254803	0.00613154532058	0.00323828823137	0.0089628072377	0.00456758145498	0.00110723018086	0.0122054469854	0.0034532777116	0.0319504814047
o	0.454194836293	0.333815681526	0.0685124637981	0.108649402337	0.0110203819573	0.00175241257775	0.00318204374796	0.0016733131332	0.000396555021708	0.00411227060597	0.00137509073508	0.0113155266267
ì	0.305102570078	0.492394868849	0.0430036419607	0.136753645684	0.0132918779365	0.00118567979717	0.0012013364924	0.000684560412619	0.000162331521819	0.00141369074457	0.000686770815895	0.00411903033013
s	0.236111101473	0.479703549895	0.0534006112496	0.161837549402	0.0230016005365	0.0237924783389	0.00460190029351	0.0055228815114	0.0016100020391	0.00366223570881	0.00168140838418	0.0050746817689
s	0.191967548876	0.508601863898	0.0860697924165	0.127357251447	0.025307828608	0.0316377356067	0.00603610047653	0.00724983511867	0.00211783571649	0.00441662210369	0.00199653565292	0.00724103646557
e	0.175774800417	0.541552737966	0.141870071939	0.080701101879	0.0286770199475	0.0150679489707	0.00385548372718	0.00360546813503	0.000886760880551	0.00281381419933	0.000677308943522	0.00451747661541
r	0.142971010486	0.466577642709	0.205301859846	0.075309673181	0.0433963544734	0.032917603878	0.0129558760362	0.00763978311848	0.00226124841785	0.00348878149927	0.00130680637123	0.00587335426029
e	0.093804898908	0.34496895309	0.300208206149	0.115129498747	0.0626652967888	0.0419137094629	0.0180747647734	0.00959059021593	0.00283592584502	0.00286634802291	0.00154271691326	0.00639908978858
k	0.0615706244647	0.179055756897	0.347364480383	0.207551883669	0.0675842165326	0.0454505983041	0.0197067991686	0.0117409858301	0.00452553786386	0.0289669064371	0.0168012107198	0.00968101934398
a	0.0290425702909	0.0863775884723	0.357819886461	0.263215563023	0.0979580404842	0.0520085745094	0.024460479694	0.0136017900986	0.00535020789487	0.0374763907144	0.021907057795	0.0107818588735
s	0.0162840149056	0.0548316871308	0.351024152487	0.277984311408	0.112258461768	0.0707006786845	0.032859470784	0.0161469397587	0.00578163321322	0.0326816844421	0.0116416027029	0.0178053665697
ì	0.0122874542629	0.0344649621236	0.245714740562	0.371027720203	0.132398078556	0.0810248363548	0.0387112518711	0.0172375204657	0.0064079367534	0.0321335096124	0.00822926494831	0.0203627418502
m	0.0175391000232	0.0209892035345	0.183201819054	0.422023945201	0.134956187619	0.0687319799316	0.0337696744221	0.017215760674	0.00863448650516	0.0446319450164	0.0361134147918	0.0121925147022
b	0.0865939947049	0.0259004945248	0.150007189885	0.4012251328	0.0800556826063	0.0543997309839	0.0425228027427	0.02811923193	0.0127177818042	0.0589095999419	0.045856294835	0.0136920918091
e	0.13674714102	0.0227111588937	0.117063259162	0.34812970918	0.116783755935	0.077052359948	0.0614390303002	0.0416989250553	0.0156337883904	0.0371134055126	0.0159044273787	0.00972304789139
r	0.112737737118	0.0182121256427	0.117022986254	0.318994386753	0.151009262072	0.110636330809	0.0684126189801	0.0413416051078	0.0189827320576	0.0231119839872	0.0146599667652	0.00487828575819
i	0.0675077621125	0.014177778272	0.0892252924427	0.277699567364	0.207465728651	0.151457915363	0.08929338034	0.0491545765633	0.020851174014	0.0158294537971	0.0142681274382	0.00306926542658
k	0.0314449618113	0.00696130218333	0.0531565347256	0.222726303121	0.235442856084	0.190249052121	0.09822856718	0.0538334814458	0.0234368336667	0.0452704355733	0.0339024514577	0.00534722772451
à	0.0184642620868	0.00416240607844	0.0363564549019	0.201384085074	0.265395131895	0.20353160744	0.0911419862867	0.0450220369219	0.0283673326453	0.0585845808621	0.0410740431282	0.00651608202337
n	0.00762386942831	0.00164653665501	0.0201854448186	0.136595554631	0.296760294765	0.225675930547	0.0961321376556	0.045437146026	0.0342933016855	0.0641040741307	0.0623929935812	0.00915271213832
n	0.0720877879888	0.0029764143148	0.0152529246809	0.103299370237	0.209749917588	0.237289646889	0.0927410127519	0.0487401331273	0.0455227773752	0.0819652990162	0.0802830551427	0.0100916379381
i	0.093146306429	0.00361743405163	0.0080988450203	0.0722601556503	0.138041125729	0.262888471336	0.176714701784	0.0812426311891	0.0598428364551	0.0597187106967	0.0390439791006	0.0053847828787
s	0.0396040470961	0.00315932507137	0.0115338674234	0.0372867232014	0.130742713576	0.273685002979	0.238285748595	0.0920852495764	0.0656261014017	0.0472275308002	0.0494833741842	0.0112803204173
s	0.0333361440424	0.00464554945926	0.0146534356011	0.0417339740138	0.139313239245	0.27513846906	0.205191108398	0.0774728768721	0.0741152119806	0.0538043958387	0.0654619148771	0.0151336972475
ì	0.0237987551423	0.00358853707351	0.00821943355337	0.0384446235026	0.138614004535	0.274961629887	0.216017680999	0.0905283905907	0.0971264703735	0.0523111294582	0.0427225953594	0.0136667530038
c	0.0451385171696	0.0106836972496	0.0234237803308	0.0833288085322	0.129799895785	0.235289352296	0.166297835126	0.0911477275836	0.0866665334778	0.0519442301061	0.0588809353875	0.0173986838959
h	0.0612990990212	0.0157005000819	0.0309671342883	0.113454991561	0.113382360802	0.215132082032	0.143695793835	0.0838704015812	0.0739840564326	0.0644603715754	0.0634556223535	0.020597587766
r	0.0360067593236	0.00851467733939	0.0145739019434	0.0647733285017	0.0935474885007	0.217742347444	0.225749832945	0.0815160226604	0.0867717411975	0.0943585531518	0.0586131004338	0.0178322416673
a	0.0186122172597	0.00353202571704	0.00665277142633	0.0302783232082	0.0584068859469	0.176520610648	0.303366758915	0.11536272162	0.104924031866	0.103148669597	0.0551392059953	0.0240557648004
c	0.00873890795352	0.00559989228813	0.0449753555233	0.022759353619	0.0590634815956	0.124035563483	0.258205761172	0.143088858227	0.105426720289	0.113064416252	0.0808350327518	0.0342066494201
e	0.00537722208071	0.00652418967154	0.0593837128552	0.0208719098437	0.0780620592185	0.100233205561	0.227788601657	0.167237775896	0.098737495363	0.117866810751	0.0880071019886	0.0299099209107
e	0.00202442912479	0.00255642193691	0.0220227570578	0.0109011634327	0.0599721179082	0.081559262787	0.265824694419	0.208668580832	0.124042840254	0.100586696917	0.0762239975942	0.0456170428412
t	0.00537898089168	0.0031963707525	0.00937687252527	0.00967940750503	0.0366572666247	0.0667916294623	0.22092329094	0.182423270971	0.142848474351	0.119562065772	0.123791618871	0.0793707589273
è	0.00647697395845	0.00335937221491	0.00486393194056	0.00717695726194	0.0304372304589	0.0850267793474	0.16298417998	0.133051597817	0.17695081325	0.160866320991	0.138486514297	0.0903193494358
l	0.00270111324138	0.00248683231265	0.00285686696699	0.00623615219425	0.0312974918836	0.117038308442	0.12632288426	0.117775483339	0.173399824283	0.173256975997	0.168448007206	0.0781800578453
i	0.00154925917634	0.00223914589303	0.00224378773596	0.00551010847988	0.0260845238405	0.108072938461	0.11896959262	0.124537935313	0.132508472428	0.175600448266	0.182347982022	0.120335790082
s	0.00130881418333	0.00113110955622	0.00448908961695	0.00370984101243	0.0196380261475	0.071843443947	0.101853263173	0.117588808571	0.118150955509	0.196145817355	0.229285091167	0.134855732294
e	0.00111936173014	0.000724352619373	0.00520532814114	0.00300089201138	0.016665043979	0.067752295847	0.081765911291	0.0953854479903	0.103418819736	0.209035458785	0.264668309102	0.151258777765
n	0.000887679626484	0.000500417627464	0.00589348823534	0.00193034713023	0.0110172619489	0.055544568327	0.061340751897	0.0755988072501	0.117358717192	0.205771940395	0.305259711701	0.158896313135
a	0.000800665157912	0.000419842850463	0.00610744998907	0.00158326801437	0.00889067256877	0.043766668009	0.0557813890323	0.0663384260034	0.117897989477	0.196435793932	0.365716645754	0.136261185392
r	0.00115194590265	0.000464598544423	0.00760809773404	0.00165566531188	0.00919263631466	0.042845491463	0.0587542248508	0.0583922082345	0.100175221172	0.224468336377	0.375250478305	0.120041090377
t	0.0215783029465	0.00340439660881	0.00908275811721	0.00675434945663	0.0112204206116	0.0350549445943	0.0607797245236	0.0505123645115	0.0924267418707	0.276700375192	0.319826241768	0.112659377979
i	0.0275428632309	0.00407778040974	0.004070411128	0.00756465657454	0.00914828151167	0.0275130931188	0.0500466809705	0.0393670347705	0.0615274307569	0.224846626564	0.185448657189	0.358846476066
