 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.582205118351	0.09608030326	0.0485308722046	0.10709330173	0.0203583562393	0.0106871780565	0.00885230467339	0.0107159093888	0.115476661999
a	0.591189247118	0.203720980681	0.0356396152852	0.0924441111507	0.00731171362663	0.0046312859374	0.00478659060442	0.00815192707447	0.0521245433038
t	0.465848400311	0.260931697751	0.0695147173584	0.0931765138369	0.00999064677583	0.00360337752701	0.00552439037458	0.0038586509168	0.0875516217778
r	0.408774557574	0.268756471437	0.0941589140948	0.115749356574	0.0117198952652	0.00306877021596	0.00446980731735	0.00209575168645	0.0912064623112
a	0.398343890275	0.395387873208	0.0703953108849	0.0715830773573	0.00523716649398	0.0018605310289	0.0026060475727	0.00118462622705	0.0534014547322
v	0.234792307703	0.445316016736	0.133439702028	0.0747003531538	0.0105378681867	0.00659076965868	0.00541886553325	0.0362804495148	0.0529236646243
ù	0.109142599687	0.492743969245	0.213734948276	0.0735476783459	0.0184819270202	0.00813344545526	0.00555009731352	0.0475206168866	0.0311447274238
d	0.0633208957477	0.465236136975	0.271916004759	0.034289114446	0.0251216820181	0.00464659663945	0.00756072136867	0.0584892741398	0.0694195901356
i	0.0460867316079	0.304122697125	0.39502019052	0.0370417467233	0.0557514584594	0.00720853395595	0.00960633364739	0.0625964731215	0.0825658600516
a	0.0216082592067	0.223677678972	0.470262732173	0.0770152025271	0.0930877982665	0.039512651345	0.00783444968641	0.037619496746	0.0293817526093
p	0.00997179764299	0.125083962194	0.446296330858	0.13739391697	0.0863315603555	0.0647805666053	0.0217168155522	0.0801319522743	0.028293105175
l	0.10307710495	0.0621538416311	0.403096504606	0.159891015609	0.0542337700114	0.0699922404222	0.0342435031835	0.078707512886	0.0346045255193
è	0.133643818051	0.0542317870634	0.403968391055	0.126514788747	0.0968165017634	0.0996447959545	0.030860467548	0.0340552780963	0.0202642002968
o	0.0467955749462	0.0553723811657	0.389206443552	0.131277940238	0.188319345988	0.105687966065	0.0209694498027	0.0508763776339	0.0114945325434
n	0.0168316173072	0.0332459136731	0.300748240351	0.163659356241	0.202789614729	0.101722971729	0.0448752295982	0.100613581805	0.035513483332
ò	0.00611333124953	0.0162611021777	0.248775550017	0.17478552112	0.24863768371	0.118289058771	0.0586851965461	0.0885980713117	0.0398544782872
r	0.0103640857656	0.0235510513799	0.230899656672	0.144245501593	0.286029767703	0.11634325619	0.051659663182	0.0882968416939	0.0486101408126
r	0.0643786650899	0.0259101265731	0.178956204891	0.156132641064	0.251865864634	0.105467197863	0.0700303365673	0.088269785928	0.0589891557381
i	0.0743843881275	0.0124380507477	0.106496423056	0.156404265181	0.299676577811	0.192910102354	0.0756897932291	0.0457927218473	0.0362076694382
a	0.0250594210954	0.00590674223315	0.109711866561	0.0743199937357	0.33746131027	0.302724578785	0.0557744795564	0.0546362106798	0.0344053745432
è	0.00837364257964	0.0044662277452	0.150752900534	0.0317154301059	0.29058644531	0.365104223148	0.0568990144655	0.0654410491759	0.0266610433113
r	0.00386596614472	0.00829587927042	0.130520412656	0.0169135432553	0.265696039323	0.331925209403	0.119833797955	0.098468839192	0.0244803055901
k	0.0204840737293	0.0100767174937	0.0772188196853	0.0746093815398	0.206131732174	0.261508658068	0.216070059025	0.0996526554253	0.0342479071905
u	0.0250759500122	0.00604059968725	0.0405593834684	0.0955588150626	0.120605860125	0.336553552156	0.260158397382	0.0681571201698	0.047290334444
t	0.0133167207511	0.00416021807518	0.0268433002073	0.0381788871902	0.0891257158417	0.378792494419	0.237761185194	0.161845461123	0.0499760251947
t	0.0251308424996	0.00556715755209	0.0158604998436	0.0456875506974	0.0619617504139	0.317880493573	0.258962898131	0.193431054374	0.0755177512536
e	0.0242803899237	0.00493365322077	0.0112084025871	0.0528842985065	0.0556780409713	0.261131065591	0.31381998671	0.127842531125	0.14822163396
g	0.0112385044188	0.00210864992061	0.0123794652197	0.0234557945242	0.0571433550904	0.202728764797	0.278602026903	0.259300189108	0.153043260622
r	0.0202910834067	0.0122990389946	0.021735471008	0.0304619743414	0.0541526120035	0.152588814666	0.251923734301	0.344342448103	0.112204836163
a	0.020278752858	0.0154384690397	0.0210620107355	0.0374548914778	0.0502255877712	0.124446267155	0.258566332767	0.256307886834	0.216219810041
m	0.0115859666991	0.00628939011729	0.0191487308257	0.0183435759417	0.0345557749137	0.147194979652	0.236473602456	0.257187528678	0.269220462374
m	0.028848490681	0.0213295078306	0.0378603089381	0.052950123103	0.0260057409139	0.178249740551	0.224460379152	0.227131149306	0.2031645624
è	0.0317673232431	0.0265486651919	0.0380581397759	0.0652303294433	0.0209222641033	0.13884825845	0.193233340717	0.215848112849	0.269543551382
n	0.0203083867618	0.0147610452641	0.030343573166	0.036386049672	0.0200387236504	0.11175408855	0.202015644439	0.320388303616	0.244004171447
a	0.0169362187152	0.0100490123872	0.0262832852295	0.0337909085988	0.0339514980201	0.113533344677	0.20427744308	0.297537507472	0.263640778802
s	0.00838086633504	0.00414569370465	0.0127170400678	0.0200197386228	0.0354913392334	0.101908116039	0.205397993333	0.341415224091	0.270523993201
i	0.003164311735	0.00190350424238	0.0117338511495	0.0309216211703	0.0350576827943	0.0994767038557	0.192315188951	0.42397022083	0.201456918667
n	0.00113391124584	0.000972390814025	0.010459421224	0.0344030532382	0.0311855738869	0.0806213697966	0.14029222755	0.51716549241	0.183766555622
ì	0.000494290495694	0.000901767719797	0.00785801795467	0.0457586885	0.019694075342	0.0460426192275	0.109390606283	0.649589514537	0.120270422141
t	0.00120739767712	0.00127320506242	0.00849986716765	0.0758383881586	0.0172465624194	0.0401265085825	0.129684348694	0.623559829912	0.102563916247
t	0.00860447089543	0.018197913765	0.0200422625387	0.0981707038882	0.0190870367551	0.0560892587575	0.157847902698	0.464800334837	0.157160131644
a	0.011116453822	0.0234668585333	0.0230234796766	0.080150130312	0.0178386182778	0.0514130257828	0.107864779566	0.270876745546	0.414249908777
</S>	0.00712030939812	0.0119909379183	0.0130734966893	0.0416857353064	0.0126400643871	0.0373495031419	0.070189394483	0.203923575373	0.602026989388
