 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.646337665673	0.100006304152	0.097941331774	0.005426941076	0.00585878197592	0.00280668781018	0.00536059595737	0.00889501149976	0.12736668296
ò	0.728960564358	0.0938233385907	0.113130632708	0.010647443827	0.00450558273003	0.0011218059309	0.0018515877159	0.00321187144823	0.0427471742376
z	0.658369722286	0.13170804319	0.116905178315	0.0434954248423	0.00493550738703	0.00383233719933	0.00210065408119	0.00707604728895	0.0315770624314
i	0.393342762929	0.329463894397	0.158856700758	0.0721673799411	0.00294660032106	0.00480086993258	0.00218359917622	0.00843673797218	0.0278014260591
m	0.26037886941	0.387527899332	0.243620011573	0.0701790277557	0.00288316527022	0.0140570443559	0.00456915094178	0.00591252193497	0.0108722987678
i	0.205755897645	0.338985810311	0.329913466978	0.0881885385119	0.00373319016541	0.0172425430404	0.00542849381437	0.00502485882204	0.00572721077352
n	0.137545123477	0.33888361637	0.365290269659	0.117473854191	0.0063754585958	0.0145069932937	0.00599506659297	0.00252469145362	0.0114049519904
o	0.105123347244	0.25927977439	0.439432148553	0.152459611864	0.00894132700393	0.014034690163	0.00619381312579	0.0016612719842	0.0128740378439
m	0.13763467811	0.190049025797	0.450105837184	0.166751610888	0.0102040704393	0.0169317500259	0.0169588468981	0.00466783828896	0.00669635253378
i	0.14704290052	0.141009492666	0.424693201395	0.220085367563	0.0156553621151	0.0185289986753	0.0208987805526	0.00574350245115	0.00634240368422
l	0.0805097410589	0.126527260509	0.433504212465	0.268680345588	0.0238124192937	0.0149255628391	0.0205184184505	0.00315318335644	0.028368865409
ì	0.0547506852233	0.113398276656	0.376987487488	0.314880051596	0.0537603569912	0.0277237405837	0.0216742652678	0.00246866416781	0.0343564697018
s	0.0293273666381	0.0943100306453	0.354250296496	0.340892862532	0.0695157298971	0.0415287188079	0.0276528671689	0.0139321186158	0.0285900023956
i	0.0193296439484	0.0588260015703	0.282388384099	0.384627067511	0.13872087576	0.042316535956	0.0297218129163	0.017649382255	0.0264202994868
a	0.0106184818647	0.0346099472434	0.134398393133	0.401001317837	0.273989273881	0.101660144519	0.0197083927354	0.0141697912959	0.00984427091651
t	0.0436165558175	0.0202361202168	0.104859813544	0.310699127312	0.277775631074	0.122272814773	0.0523927704571	0.0237136116086	0.0444335719758
ù	0.0532363989172	0.0148215915551	0.0951222518147	0.273420454671	0.296236137565	0.115262890858	0.069203486759	0.0250043410409	0.0576924537045
t	0.0542642583431	0.0140552795345	0.101880717012	0.24963106169	0.309698735148	0.137501535419	0.0551506319597	0.0497198717803	0.0280979114767
t	0.0597222179307	0.0138610818786	0.100754221364	0.19631041843	0.258061421883	0.133212134406	0.14518078816	0.0655085227694	0.0273891912038
o	0.0265099391491	0.00990857491447	0.049006649837	0.13423269389	0.252509035109	0.212938847002	0.22877797788	0.0535907015991	0.0325255684955
p	0.0651076127656	0.00797114826112	0.0321495013813	0.129219979603	0.252107834717	0.245504504001	0.179485799853	0.0625735924997	0.0258800086325
r	0.0854717802609	0.00521993869533	0.0283804916538	0.114989301134	0.233861661498	0.189066105	0.243758049018	0.0747252015199	0.0245274552788
à	0.0367442617242	0.00301996636977	0.0149248213166	0.0625203312047	0.173028062572	0.1667995394	0.332152346006	0.15661896406	0.0541917107629
m	0.0396471488538	0.0139829485059	0.0449160977842	0.0690994609482	0.16134910055	0.1557612238	0.238042229135	0.215981633887	0.0612201617056
m	0.048541109374	0.0180045424421	0.0592936298747	0.0736346473294	0.20081290923	0.1620815778	0.224308135712	0.158358220192	0.0549652097479
a	0.0244990913	0.00732075793971	0.0252006702257	0.0366128374498	0.155088188261	0.184935541667	0.305574196437	0.13990549796	0.120863201577
m	0.0564033333608	0.0052172513814	0.015983876036	0.0569291249166	0.132692130613	0.174439044222	0.257639354479	0.164683091587	0.136012781646
e	0.0674678747484	0.005543939921	0.0130578111182	0.0632300435822	0.131145712079	0.162504986007	0.247134981826	0.172835861862	0.137078780335
t	0.0541692625712	0.0114450342024	0.0200002700033	0.0456908330827	0.0770441879273	0.170582189002	0.272776051275	0.206751893954	0.141540289312
i	0.0493329997387	0.0125220294819	0.0217986539108	0.0388466345864	0.0760118006612	0.141212440934	0.214113639892	0.305506842918	0.140654983637
n	0.0214650343616	0.00557717166473	0.00786103982427	0.0157558743169	0.0571876532062	0.081638475678	0.144031955331	0.516617438306	0.149865390172
A	0.0119483460042	0.00268990392885	0.00313305577146	0.00627580282759	0.028213401317	0.0393962161593	0.101710652677	0.699612020769	0.107020619017
n	0.00609265459966	0.00139504575641	0.00187899523316	0.00302125447316	0.0209439061049	0.0339852636331	0.127740404226	0.735950942256	0.0689915261057
n	0.01293098213	0.00188566549329	0.00832258056979	0.00341074077972	0.014172769035	0.0432178821844	0.223682890609	0.596439982752	0.0959364930019
a	0.0146465028107	0.00338533960335	0.010655127298	0.00402134865725	0.0106562564462	0.0355836266368	0.22802536475	0.396441712251	0.296584710201
</S>	0.00958997463158	0.00430445637543	0.00677342775507	0.00390415488664	0.00792485160488	0.0253726267414	0.162278121895	0.332195722125	0.4476566491
