 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.362715346517	0.03084332638	0.324814834857	0.115390929786	0.00257208871367	0.00131385460604	0.026161865399	0.136187774574
à	0.187961919741	0.05845745204	0.498997824952	0.178038244261	0.0104464456022	0.0112628107238	0.00887714391061	0.045958173674
b	0.13376812302	0.202240256	0.382945899984	0.158351047951	0.0200333349127	0.0434758256059	0.0416171928424	0.0175683068285
b	0.101971389858	0.458326713387	0.181632815395	0.112017239596	0.0362395574323	0.0477178092769	0.0525871038042	0.00950737045104
e	0.0816673126407	0.650207299129	0.101566118398	0.088092325294	0.0351502170307	0.0204578597979	0.0178830061708	0.00497587819332
t	0.0642696110082	0.639491661043	0.142342483287	0.0822089860047	0.0236961044138	0.0369770380345	0.00889865230709	0.00211548304892
o	0.0428531805313	0.529333377414	0.25407809985	0.0979961739849	0.0256836650127	0.0433089661285	0.00569172264582	0.00105483526657
u	0.0153138911491	0.340417602445	0.344050981083	0.218665240035	0.0345155779052	0.0405565347174	0.00303417645247	0.00344601622733
k	0.0372663443998	0.231489651055	0.270978079008	0.256472488032	0.0375759914884	0.0547973253358	0.104694634974	0.00672550159753
o	0.0756368493231	0.327186948218	0.144393851916	0.231190728151	0.0330777481528	0.040691042109	0.139156875555	0.00866598083568
r	0.0694175904508	0.345915505339	0.110868974545	0.240049962237	0.0427612219543	0.0430799376134	0.127536744102	0.0203700990731
a	0.0481364883113	0.335812684174	0.0859310496617	0.255511428886	0.0636850959094	0.0623736742225	0.123071024063	0.025478569409
s	0.0334543606582	0.275290439126	0.0576303224906	0.264461967902	0.0989578554011	0.0807595290055	0.153641670763	0.035803854921
ì	0.0170792100931	0.184474233917	0.0378771039449	0.273256772767	0.149102294854	0.0850846868018	0.21722922459	0.0358964727283
u	0.00671850560087	0.128316225055	0.0282117178903	0.260543999389	0.264337776518	0.163895178934	0.132562271685	0.015414318603
è	0.00279666298795	0.0513414860953	0.0231504023913	0.19685354497	0.323062975959	0.277683050578	0.116753994456	0.00835786130787
n	0.00358631917842	0.0295951940204	0.015409501479	0.142203683363	0.242710251306	0.322050796459	0.217713760093	0.0267304624573
a	0.00595589451755	0.0814421403203	0.0172774107628	0.0702314278872	0.166987699435	0.406563327753	0.204073133631	0.0474689402191
n	0.0156492842867	0.0895504485622	0.0151430886624	0.0322565145899	0.114683503458	0.448631212518	0.20802500901	0.0760609394664
e	0.0181701751554	0.0516351418425	0.0115260754006	0.017592060451	0.079895407066	0.472037090773	0.245645966203	0.103498105215
à	0.00746546382511	0.0360231042813	0.0108415130185	0.0309516852861	0.0611101533667	0.516187386391	0.264972348149	0.072448356625
s	0.00355223318545	0.018825730147	0.00565916942369	0.0308086280127	0.0406436486602	0.403153254197	0.423816244664	0.0735410951017
p	0.0653460970004	0.0234748323033	0.00628384272456	0.0128515386742	0.0280169364094	0.208472193132	0.513206691888	0.142347866514
r	0.177846922451	0.0264061473546	0.00658998464285	0.0065210131492	0.0178765182825	0.0946731891173	0.463511117629	0.206575098013
o	0.153358448257	0.0181043425023	0.00406298679358	0.00430071484139	0.012899713373	0.0561991533791	0.34215618945	0.408918459239
</S>	0.0783451373651	0.0107241847677	0.00378659539474	0.00424108656447	0.0129017852797	0.0459689167896	0.259361762085	0.584670555619
