 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.415633029998	0.327874986615	0.0822156028575	0.0477419290008	0.0116330471568	0.114901399325
s	0.259611042173	0.411199869472	0.20091713941	0.0356217887897	0.0109984704504	0.0816516854643
o	0.168454722644	0.474495945091	0.250132273803	0.0299626702179	0.00645788971827	0.0704964961856
s	0.107642428744	0.575566617897	0.240161381601	0.0368589774228	0.00767123831585	0.032099358053
e	0.0754417025177	0.508651091499	0.31506296	0.0712928050644	0.00924737822109	0.0203040628277
è	0.0369452940088	0.352771816282	0.481302282	0.0954112473881	0.0244033026427	0.00916605489703
m	0.0349806538225	0.180430383925	0.564936279891	0.152747918363	0.0593504258849	0.00755433996167
b	0.14632060982	0.16558550029	0.370058121355	0.255362207116	0.0525956027063	0.0100779494385
i	0.172186803272	0.152755708167	0.206880038358	0.411651832014	0.0332306844221	0.0232949216142
à	0.0692263619208	0.0746352838143	0.182130310599	0.481368902651	0.152695213721	0.039943920634
t	0.0577794872189	0.0631553429935	0.13963214456	0.409224754684	0.294773072107	0.0354351927076
t	0.118963445736	0.127012326198	0.087862937766	0.354869247941	0.274553192969	0.0367388541092
i	0.113200768408	0.121755134443	0.0660046070289	0.334275399494	0.235576402123	0.129187696634
f	0.0945029818893	0.0518639277069	0.0807222549839	0.332344800231	0.291109001041	0.149457040611
i	0.0834401202949	0.0235127840676	0.0650585662172	0.301988998144	0.343284786014	0.18271474077
n	0.0370328136314	0.0129210180591	0.078377162814	0.215803727861	0.433557809338	0.222307459497
è	0.0202428952291	0.00768281338842	0.0762755817169	0.13614231156	0.637445143779	0.122211244472
s	0.00820976828448	0.00514586947819	0.0492095706855	0.104976376647	0.75498651926	0.0774718780507
t	0.0453171679007	0.0423676069611	0.0514902018028	0.096494386329	0.609108084953	0.155222540137
r	0.0765690574413	0.0649077105146	0.035085618899	0.0817679212697	0.425057513918	0.316612171712
a	0.04647313245	0.0349248821546	0.0174312691565	0.04956780378	0.304570768039	0.547032146344
</S>	0.0241719770172	0.018357565263	0.00947195725788	0.0310588669552	0.22337878552	0.693560854172
